"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"AZEK","AZEK CO INC","CL A","05478C105","1,508,047","18%","39,220,990","",""
"GFL.TO","GFL ENVIRONMENTAL INC","SUB VTG SHS","36168Q104","1,481,625","17%","50,824,825","",""
"","TESLA INC","NOTE 2.000% 5/1","88160RAG6","488,992","5.7%","","43,000,000",""
"XLP","SELECT SECTOR SPDR TR","SBI CONS STPLS","81369Y308","317,588","3.7%","4,708,498","",""
"PSTH","PERSHING SQUARE TONTINE HLDG","COM CL A","71531R109","313,929","3.7%","11,325,000","",""
"COF","CAPITAL ONE FINL CORP","COM","14040H105","269,934","3.2%","2,730,742","",""
"MAC","MACERICH CO","COM","554382101","262,087","3.1%","24,562,964","",""
"CSX","CSX CORP","COM","126408103","255,968","3.0%","2,820,589","",""
"MSFT","MICROSOFT CORP","COM","594918104","244,167","2.9%","1,097,775","",""
"NOW","SERVICENOW INC","COM","81762P102","242,649","2.8%","440,835","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","241,920","2.8%","1,903,831","",""
"CWK","CUSHMAN WAKEFIELD PLC","SHS","G2717B108","217,034","2.5%","14,634,825","",""
"BERY","BERRY GLOBAL GROUP INC","COM","08579W103","180,145","2.1%","3,205,990","",""
"BABA","ALIBABA GROUP HLDG LTD","SPONSORED ADS","01609W102","102,006","1.2%","438,300","",""
"XLE","SELECT SECTOR SPDR TR","ENERGY","81369Y506","93,185","1.1%","2,458,711","",""
"XLU","SELECT SECTOR SPDR TR","SBI INT-UTILS","81369Y886","92,328","1.1%","1,472,543","",""
"FRC","FIRST REP BK SAN FRANCISCO C","COM","33616C100","89,994","1.1%","612,493","",""
"LIN","LINDE PLC","SHS","G5494J103","85,457","1.0%","324,338","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","CL B NEW","084670702","85,346","1.0%","368,076","",""
"ZTS","ZOETIS INC","CL A","98978V103","84,452","1.0%","510,287","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","84,386","1.0%","536,195","",""
"V","VISA INC","COM CL A","92826C839","83,780","1.0%","383,028","",""
"IEX","IDEX CORP","COM","45167R104","83,074","1.0%","417,039","",""
"MMM","3M CO","COM","88579Y101","83,000","1.0%","474,857","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","82,981","1.0%","1,583,616","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","82,786","1.0%","330,853","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","82,569","1.0%","751,107","",""
"CB","CHUBB LIMITED","COM","H1467J104","81,923","1.0%","532,244","",""
"HD","HOME DEPOT INC","COM","437076102","81,854","1.0%","308,162","",""
"MCD","MCDONALDS CORP","COM","580135101","81,651","1.0%","380,517","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","81,315","1.0%","793,086","",""
"MTD","METTLER TOLEDO INTERNATIONAL","COM","592688105","81,210","1.0%","71,257","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","80,759","0.9%","173,385","",""
"DHR","DANAHER CORPORATION","COM","235851102","80,434","0.9%","362,089","",""
"HEI-A","HEICO CORP NEW","CL A","422806208","75,291","0.9%","643,181","",""
