"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"MAC","MACERICH CO","COM","554382101","626,866","12%","23,286,237","",""
"CWK","CUSHMAN WAKEFIELD PLC","SHS","G2717B108","299,136","5.6%","14,634,825","",""
"MA","MASTERCARD INC","CL A","57636Q104","251,413","4.7%","842,000","",""
"","TESLA INC","NOTE 2.000% 5/1","88160RAG6","149,918","2.8%","","99,000,000",""
"BB.TO","BLACKBERRY LTD","COM","09228F103","122,225","2.3%","19,006,539","",""
"SRCL","STERICYCLE INC","COM","858912108","121,239","2.3%","1,900,000","",""
"CRM","SALESFORCE COM INC","COM","79466L302","119,118","2.2%","732,401","",""
"LYFT","LYFT INC","CL A COM","55087P104","116,343","2.2%","2,704,407","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","104,834","1.9%","78,270","",""
"AMZN","AMAZON COM INC","COM","023135106","102,520","1.9%","55,481","",""
"","MICROCHIP TECHNOLOGY INC","NOTE 1.625% 2/1","595017AD6","86,150","1.6%","","40,000,000",""
"FRC","FIRST REP BK SAN FRANCISCO C","COM","33616C100","84,642","1.6%","720,661","",""
"MTD","METTLER TOLEDO INTERNATIONAL","COM","592688105","80,500","1.5%","101,478","",""
"WAT","WATERS CORP","COM","941848103","78,801","1.5%","337,260","",""
"V","VISA INC","COM CL A","92826C839","77,427","1.4%","412,064","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","77,032","1.4%","528,086","",""
"LIN","LINDE PLC","SHS","G5494J103","76,387","1.4%","358,791","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","76,376","1.4%","235,098","",""
"ZTS","ZOETIS INC","CL A","98978V103","74,094","1.4%","559,834","",""
"DHR","DANAHER CORPORATION","COM","235851102","72,979","1.4%","475,496","",""
"MMM","3M CO","COM","88579Y101","72,718","1.4%","412,189","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","CL B NEW","084670702","70,466","1.3%","311,108","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","70,332","1.3%","275,877","",""
"IEX","IDEX CORP","COM","45167R104","69,639","1.3%","404,880","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","66,519","1.2%","732,285","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","66,222","1.2%","243,491","",""
"HD","HOME DEPOT INC","COM","437076102","65,258","1.2%","298,826","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","64,764","1.2%","1,440,149","",""
