"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TRUST","* SPDR S&P 500 ETF TR TR UNIT","78462F103","158,961","34%","636,047","",""
"QQQ","INVESCO QQQ TRUST SERIES 1","* INVESCO QQQ TR UNIT SER 1","46090E103","43,147","9.1%","279,700","",""
"LQD","iShares iBoxx $ Investment Grade Corporate Bond ETF","IBOXX INV CP ETF","464287242","17,318","3.7%","153,056","",""
"IVV","ISHARES MSCI EAFE INDEX FUND","* ISHARES TR CORE S&P500 ETF","464287200","14,890","3.1%","59,180","",""
"VEU","VANGUARD INTL EQUITY INDEX F","ALLWRLD EX US","922042775","14,432","3.0%","316,636","",""
"VOO","VANGUARD INDEX FDS","S&P 500 ETF SHS","922908363","13,125","2.8%","57,113","",""
"LRGF","ISHARES EDGE MSCI MULTIFACTOR USA ETF","* ISHARES TR MULTIFACTOR USA","46434V282","7,915","1.7%","284,088","",""
"EWU","ISHARES MSCI UNITED KINGDOM INDEX FUND","* ISHARES TR MSCI UK ETF NEW","46435G334","7,099","1.5%","241,880","",""
"VYM","VANGUARD WHITEHALL FDS INC","HIGH DIV YLD","921946406","6,140","1.3%","78,724","",""
"IEFA","ISHARES CORE MSCI EAFE ETF","* ISHARES TR CORE MSCI EAFE","46432F842","5,580","1.2%","101,447","",""
"MDY","SPDR S&P MIDCAP 400 ETF TR","UTSER1 S&PDCRP","78467Y107","5,297","1.1%","17,500","",""
"VTI","VANGUARD INDEX FDS","TOTAL STK MKT","922908769","4,554","1.0%","35,678","",""
"EWJ","ISHARES MSCI JAPAN UCITS ETF","* ISHARES INC MSCI JPN ETF NEW","46434G822","4,036","0.9%","79,614","",""
"IVOO","VANGUARD ADMIRAL FDS INC","MIDCP 400 IDX","921932885","3,361","0.7%","30,043","",""
"VTWO","VANGUARD SCOTTSDALE FDS","VNG RUS2000IDX","92206C664","2,988","0.6%","27,825","",""
"EFA","ISHARES MSCI EAFE INDEX FUND","* ISHARES TR MSCI EAFE ETF","464287465","2,857","0.6%","48,612","",""
"T","AT&T INC","* AT&T INC COM","00206R102","2,314","0.5%","81,083","",""
"VZ","VERIZON COMMUNICATIONS INC","* VERIZON COMMUNICATIONS INC COM","92343V104","2,235","0.5%","39,759","",""
"MSFT","MICROSOFT CORP","* MICROSOFT CORP COM","594918104","2,148","0.5%","21,149","",""
"EWQ","ISHARES MSCI FRANCE ETF","* ISHARES INC MSCI FRANCE ETF","464286707","2,069","0.4%","78,025","",""
"V","VISA INC","* VISA INC COM CL A","92826C839","2,054","0.4%","15,551","",""
"PFE","PFIZER INC","* PFIZER INC COM","717081103","2,025","0.4%","46,402","",""
"WELL","WELLTOWER INC","* WELLTOWER INC COM","95040Q104","1,969","0.4%","28,368","",""
"PEAK","HCP INC","* HCP INC COM","40414L109","1,964","0.4%","70,333","",""
"PG","PROCTER & GAMBLE CO","* PROCTER AND GAMBLE CO COM","742718109","1,925","0.4%","20,937","",""
"UPS","UNITED PARCEL SERVICE INC","* UNITED PARCEL SERVICE INC CL B","911312106","1,840","0.4%","18,854","",""
"IRM","IRON MOUNTAIN INC","* IRON MTN INC NEW COM","46284V101","1,835","0.4%","56,613","",""
"PPL","PPL CORP","* PPL CORP COM","69351T106","1,820","0.4%","64,234","",""
"VTR","VENTAS INC","* VENTAS INC COM","92276F100","1,809","0.4%","30,877","",""
"MDT","MEDTRONIC PLC","* MEDTRONIC PLC SHS","G5960L103","1,808","0.4%","19,853","",""
"O","REALTY INCOME CORP","* REALTY INCOME CORP COM","756109104","1,775","0.4%","28,150","",""
"XOM","EXXON MOBIL CORP","* EXXON MOBIL CORP COM","30231G102","1,772","0.4%","25,988","",""
"VIOO","VANGUARD ADMIRAL FDS INC","SMLLCP 600 IDX","921932828","1,769","0.4%","14,064","",""
"MRK","MERCK & CO INC","* MERCK & CO INC COM","58933Y105","1,747","0.4%","22,859","",""
"CMCSA","COMCAST CORP","* COMCAST CORP NEW CL A","20030N101","1,744","0.4%","51,143","",""
"DUK","DUKE ENERGY CORP","* DUKE ENERGY CORP NEW COM NEW","26441C204","1,691","0.4%","19,589","",""
"TMO","THERMO FISHER SCIENTIFIC INC","* THERMO FISHER SCIENTIFIC INC COM","883556102","1,674","0.4%","7,472","",""
"PM","PHILIP MORRIS INTERNATIONAL INC","* PHILIP MORRIS INTL INC COM","718172109","1,639","0.3%","24,558","",""
"KO","COCA-COLA CO","* COCA COLA CO COM","191216100","1,636","0.3%","34,560","",""
"D","DOMINION RESOURCES INC","* DOMINION ENERGY INC COM","25746U109","1,605","0.3%","22,459","",""
