Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
XOM,EXXON MOBIL CORP,COM,30231G102,"22,749",0.8%,"211,489",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"21,016",0.7%,"293,156",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"11,894",0.4%,"280,344",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"8,618",0.3%,"79,989",,
EOG,EOG RES INC,COM,26875P101,"7,537",0.2%,"61,490",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"7,075",0.2%,"76,721",,
VST,VISTRA CORP,COM,92840M102,"6,566",0.2%,"47,626",,
XEL,XCEL ENERGY INC,COM,98389B100,"5,961",0.2%,"88,291",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"5,537",0.2%,"58,880",,
PPL,PPL CORP,COM,69351T106,"4,956",0.2%,"152,711",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"4,674",0.2%,"100,467",,
EVRG,EVERGY INC,COM,30034W106,"4,034",0.1%,"65,549",,
COP,CONOCOPHILLIPS,COM,20825C104,"3,595",0.1%,"36,258",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"3,376",0.1%,"222,875",,
PNW,PINNACLE WEST CAP CORP,COM,723484101,"3,180",0.1%,"37,518",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"3,090",0.1%,"14,384",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"2,934",0.1%,"107,101",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"1,643",0.1%,"10,030",,
EQT,EQT CORP,COM,26884L109,"1,417",0.0%,"30,731",,
LNT,ALLIANT ENERGY CORP,COM,018802108,"1,357",0.0%,"22,955",,
HES,HESS CORP,COM,42809H107,"1,296",0.0%,"9,748",,
AES,AES CORP,COM,00130H105,"1,252",0.0%,"97,338",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"1,172",0.0%,"35,809",,
AEE,AMEREN CORP,COM,023608102,659,0.0%,"7,395",,
CNP,CENTERPOINT ENERGY INC,COM,15189T107,575,0.0%,"18,129",,
STX,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,G7997R103,506,0.0%,"5,868",,
MOH,MOLINA HEALTHCARE INC,COM,60855R100,464,0.0%,"1,597",,
NI,NISOURCE INC,COM,65473P105,459,0.0%,"12,503",,
OVV.TO,OVINTIV INC,COM,69047Q102,298,0.0%,"7,370",,
APA,APA CORPORATION,COM,03743Q108,237,0.0%,"10,298",,
TA.TO,TRANSALTA CORP,COM,89346D107,145,0.0%,"10,297",,
