Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
TRP.TO,TransCanada Corp,COM,87807B107,"682,946",1.0%,"17,471,120",,
CNQ.TO,Canadian Natural Resources Ltd,COM,136385101,"496,345",0.7%,"7,575,481",,
ENB.TO,Enbridge Inc,COM,29250N105,"449,216",0.7%,"12,471,306",,
FTS.TO,Fortis Inc/Canada,COM,349553107,"353,857",0.5%,"8,603,395",,
SU.TO,Suncor Energy Inc,COM,867224107,"281,847",0.4%,"8,796,753",,
XOM,Exxon Mobil Corp,COM,30231G102,"231,741",0.3%,"2,317,877",,
CVX,Chevron Corp,COM,166764100,"160,865",0.2%,"1,078,476",,
PPL.TO,Pembina Pipeline Corp,COM,706327103,"154,320",0.2%,"4,483,450",,
TRP.TO,TC Energy Corp,PUT,87807B107,"127,112",0.2%,"3,251,800",,
COP,ConocoPhillips,COM,20825C104,"121,163",0.2%,"1,043,885",,
CVE.TO,Cenovus Energy Inc,COM,15135U109,"84,100",0.1%,"5,051,054",,
ENB.TO,Enbridge Inc,PUT,29250N105,"81,243",0.1%,"2,255,500",,
NEE,NextEra Energy Inc,COM,65339F101,"74,020",0.1%,"1,218,639",,
ENB.TO,Enbridge Inc,CALL,29250N105,"71,550",0.1%,"1,986,400",,
TRP.TO,TC Energy Corp,COM,87807B107,"64,693",0.1%,"1,655,000",,
CNQ.TO,Canadian Natural Resources Ltd,PUT,136385101,"60,284",0.1%,"920,100",,
SLB,Schlumberger Ltd,COM,806857108,"55,486",0.1%,"1,066,227",,
PGR,Progressive Corp/The,COM,743315103,"52,545",0.1%,"329,891",,
PPL.TO,Pembina Pipeline Corp,PUT,706327103,"51,760",0.1%,"1,503,800",,
SU.TO,Suncor Energy Inc,PUT,867224107,"51,014",0.1%,"1,592,200",,
PPL.TO,Pembina Pipeline Corp,CALL,706327103,"48,862",0.1%,"1,419,600",,
TRP.TO,TC Energy Corp,CALL,87807B107,"48,143",0.1%,"1,231,600",,
HES,Hess Corp,COM,42809H107,"47,769",0.1%,"331,362",,
EOG,EOG Resources Inc,COM,26875P101,"45,863",0.1%,"379,191",,
SO,Southern Co/The,COM,842587107,"45,115",0.1%,"643,401",,
DUK,Duke Energy Corp,COM,26441C204,"44,999",0.1%,"463,718",,
PXD,Pioneer Natural Resources Co,COM,723787107,"41,408",0.1%,"184,135",,
CSX,CSX Corp,COM,126408103,"40,265",0.1%,"1,161,398",,
CNQ.TO,Canadian Natural Resources Ltd,CALL,136385101,"35,524",0.1%,"542,200",,
IMO.TO,Imperial Oil Ltd,PUT,453038408,"34,674",0.1%,"606,300",,
IMO.TO,Imperial Oil Ltd,COM,453038408,"29,768",0.0%,"520,528",,
FTS.TO,Fortis Inc/Canada,PUT,349553107,"29,301",0.0%,"712,400",,
FTS.TO,Fortis Inc/Canada,CALL,349553107,"28,544",0.0%,"694,000",,
ECL,Ecolab Inc,COM,278865100,"27,951",0.0%,"140,921",,
OVV.TO,Ovintiv Inc,COM,69047Q102,"25,111",0.0%,"571,759",,
WMB,Williams Cos Inc/The,COM,969457100,"24,286",0.0%,"697,284",,
AEP,American Electric Power Co Inc,COM,025537101,"24,223",0.0%,"298,243",,
OKE,ONEOK Inc,COM,682680103,"23,777",0.0%,"338,612",,
NRG,NRG Energy Inc,COM,629377508,"22,092",0.0%,"427,317",,
DVN,Devon Energy Corp,COM,25179M103,"22,091",0.0%,"487,663",,
EL,Estee Lauder Cos Inc/The,COM,518439104,"21,050",0.0%,"143,938",,
KMI,Kinder Morgan Inc/DE,COM,49456B101,"19,854",0.0%,"1,125,517",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"19,789",0.0%,"549,396",,
XEL,Xcel Energy Inc,COM,98389B100,"19,688",0.0%,"318,012",,
CVE.TO,Cenovus Energy Inc,PUT,15135U109,"19,590",0.0%,"1,176,600",,
TA.TO,TransAlta Corp,COM,89346D107,"19,134",0.0%,"2,302,533",,
CNQ.TO,CANADIAN NATURAL RESOURCES LTD,COM,136385101,"18,132",0.0%,"276,746",,
OXY,Occidental Petroleum Corp,COM,674599105,"17,423",0.0%,"291,804",,
SRE,Sempra Energy,COM,816851109,"15,823",0.0%,"211,740",,
CPG.TO,Crescent Point Energy Corp,COM,22576C101,"15,308",0.0%,"2,209,077",,
WEC,WEC Energy Group Inc,COM,92939U106,"15,220",0.0%,"180,827",,
TRP.TO,TC ENERGY CORPORATION,COM,87807B107,"14,210",0.0%,"363,526",,
DTE,DTE Energy Co,COM,233331107,"13,031",0.0%,"118,187",,
FTS.TO,FORTIS INC,COM,349553107,"12,917",0.0%,"314,073",,
APA,APA Corp,COM,03743Q108,"11,897",0.0%,"331,587",,
MOH,Molina Healthcare Inc,COM,60855R100,"11,797",0.0%,"32,652",,
PPL,PPL Corp,COM,69351T106,"11,231",0.0%,"414,439",,
SU.TO,SUNCOR ENERGY INC (NEW),COM,867224107,"10,977",0.0%,"342,621",,
AEE,Ameren Corp,COM,023608102,"10,902",0.0%,"150,708",,
FE,FirstEnergy Corp,COM,337932107,"10,653",0.0%,"290,595",,
CTRA,Cabot Oil & Gas Corp,COM,127097103,"10,493",0.0%,"411,205",,
CNP,CenterPoint Energy Inc,COM,15189T107,"10,338",0.0%,"361,866",,
