Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"443,076",3.4%,"11,338,528",,
FTS.TO,FORTIS INC,COM,349553107,"284,991",2.2%,"7,131,302",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"238,396",1.8%,"5,988,614",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"168,759",1.3%,"4,979,278",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"168,370",1.3%,"5,311,292",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"100,185",0.8%,"1,805,775",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"27,422",0.2%,"1,414,997",,
XOM,EXXON MOBIL CORP,COM,30231G102,"26,278",0.2%,"238,243",,
CVX,CHEVRON CORP NEW,COM,166764100,"21,351",0.2%,"118,957",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"19,089",0.1%,"2,678,450",,
TA.TO,TRANSALTA CORP,COM,89346D107,"15,193",0.1%,"1,702,079",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"12,691",0.1%,"133,664",,
SHV,ISHARES TR,SHORT TREAS BD,464288679,"9,708",0.1%,"88,325",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"7,941",0.1%,"163,400",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"7,729",0.1%,"92,436",,
ERF.TO,ENERPLUS CORP,COM,292766102,"7,288",0.1%,"414,898",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"6,938",0.1%,"129,794",,
ECL,ECOLAB INC,COM,278865100,"5,998",0.0%,"41,210",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"4,458",0.0%,"72,482",,
OVV.TO,OVINTIV INC,COM,69047Q102,"4,010",0.0%,"79,278",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"2,817",0.0%,"159,359",,
IVZ,INVESCO LTD,SHS,G491BT108,"2,744",0.0%,"152,551",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"2,648",0.0%,"80,923",,
PXD,PIONEER NAT RES CO,COM,723787107,"2,409",0.0%,"10,551",,
CSX,CSX CORP,COM,126408103,"2,364",0.0%,"76,321",,
AVA,AVISTA CORP,COM,05379B107,"2,063",0.0%,"46,523",,
OKE,ONEOK INC NEW,COM,682680103,"2,030",0.0%,"30,900",,
PPL,PPL CORP,COM,69351T106,"1,825",0.0%,"62,489",,
COP,CONOCOPHILLIPS,COM,20825C104,"1,439",0.0%,"12,201",,
CTRA,COTERRA ENERGY INC,COM,127097103,"1,274",0.0%,"51,865",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"1,273",0.0%,"12,358",,
EOG,EOG RES INC,COM,26875P101,"1,036",0.0%,"8,006",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,976,0.0%,"15,495",,
APA,APA CORPORATION,COM,03743Q108,726,0.0%,"15,558",,
VEA,VANGUARD TAX-MANAGED FDS,VAN FTSE DEV MKT,921943858,708,0.0%,"16,881",,
FE,FIRSTENERGY CORP,COM,337932107,701,0.0%,"16,719",,
HUN,HUNTSMAN CORP,COM,447011107,645,0.0%,"23,500",,
SQ,BLOCK INC,CL A,852234103,638,0.0%,"10,155",,
CNX,CNX RES CORP,COM,12653C108,533,0.0%,"31,680",,
SO,SOUTHERN CO,COM,842587107,476,0.0%,"6,669",,
EL,LAUDER ESTEE COS INC,CL A,518439104,472,0.0%,"1,902",,
HRL,HORMEL FOODS CORP,COM,440452100,462,0.0%,"10,144",,
MRO,MARATHON OIL CORP,COM,565849106,429,0.0%,"15,872",,
PGR,PROGRESSIVE CORP,COM,743315103,411,0.0%,"3,172",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,377,0.0%,"2,760",,
NRG,NRG ENERGY INC,COM NEW,629377508,345,0.0%,"10,852",,
BHP,BHP GROUP LTD,SPONSORED ADS,088606108,320,0.0%,"5,161",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,253,0.0%,"13,994",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,203,0.0%,"1,360",,
