Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
BABA,ALIBABA GROUP HLDG LTD,DEPOSITORY RECEIPT,01609W102,"2,543,554",3.8%,"10,929,207",,
MA,MASTERCARD INCORPORATED,COMMON STOCK,57636Q104,"2,236,387",3.3%,"6,265,443",,
INFO,IHS MARKIT LTD,COMMON STOCK,G47567105,"1,979,130",3.0%,"22,031,949",,
GOOGL,ALPHABET INC,COMMON STOCK,02079K305,"1,926,723",2.9%,"1,099,326",,
U,UNITY SOFTWARE INC,COMMON STOCK,91332U101,"1,275,041",1.9%,"8,308,081",,
MSFT,MICROSOFT CORP,COMMON STOCK,594918104,"1,143,414",1.7%,"5,140,787",,
NVDA,NVIDIA CORPORATION,COMMON STOCK,67066G104,"1,102,346",1.6%,"2,110,964",,
UNH,UNITEDHEALTH GROUP INC,COMMON STOCK,91324P102,"1,067,720",1.6%,"3,044,713",,
WTRG,ESSENTIAL UTILS INC,COMMON STOCK,29670G102,"1,024,353",1.5%,"21,661,095",,
META,FACEBOOK INC,COMMON STOCK,30303M102,"972,411",1.5%,"3,559,860",,
AAPL,APPLE INC,COMMON STOCK,037833100,"971,811",1.5%,"7,323,920",,
LIN,LINDE PLC,COMMON STOCK,G5494J103,"958,305",1.4%,"3,644,003",,
JPM,JPMORGAN CHASE & CO,COMMON STOCK,46625H100,"876,096",1.3%,"6,894,593",,
UNP,UNION PAC CORP,COMMON STOCK,907818108,"870,338",1.3%,"4,179,897",,
BRK-B,BERKSHIRE HATHAWAY INC DEL,COMMON STOCK,084670702,"810,056",1.2%,"3,493,577",,
LYV,LIVE NATION ENTERTAINMENT IN,COMMON STOCK,538034109,"787,161",1.2%,"10,712,583",,
0A2S.IL,PINDUODUO INC,DEPOSITORY RECEIPT,722304102,"780,833",1.2%,"4,394,853",,
AMZN,AMAZON COM INC,COMMON STOCK,023135106,"777,986",1.2%,"238,871",,
AKAM,AKAMAI TECHNOLOGIES INC,COMMON STOCK,00971T101,"774,794",1.2%,"7,379,689",,
PANW,PALO ALTO NETWORKS INC,COMMON STOCK,697435105,"762,790",1.1%,"2,146,346",,
XLNX,XILINX INC,COMMON STOCK,983919101,"660,226",1.0%,"4,657,023",,
IAC1.MX,IAC INTERACTIVECORP NEW,COMMON STOCK,44891N109,"658,987",1.0%,"3,480,257",,
NKE,NIKE INC,COMMON STOCK,654106103,"623,372",0.9%,"4,406,390",,
RY.TO,ROYAL BK CDA,COMMON STOCK,780087102,"537,548",0.8%,"6,547,816",,
DLR,DIGITAL RLTY TR INC,REIT,253868103,"536,847",0.8%,"3,848,086",,
CNQ.TO,CANADIAN NAT RES LTD,COMMON STOCK,136385101,"528,951",0.8%,"22,029,559",,
LQD,ISHARES TR,PUBLIC FUND,464287242,"520,515",0.8%,"3,768,300",,
0A2Z.IL,TENCENT MUSIC ENTMT GROUP,DEPOSITORY RECEIPT,88034P109,"519,435",0.8%,"26,997,670",,
PG,PROCTER AND GAMBLE CO,COMMON STOCK,742718109,"498,019",0.7%,"3,579,268",,
JNJ,JOHNSON & JOHNSON,COMMON STOCK,478160104,"479,225",0.7%,"3,045,017",,
AMT,AMERICAN TOWER CORP NEW,COMMON STOCK,03027X100,"474,955",0.7%,"2,115,989",,
EQH,EQUITABLE HLDGS INC,COMMON STOCK,29452E101,"460,974",0.7%,"18,013,849",,
XLF,SELECT SECTOR SPDR TR,PUBLIC FUND,81369Y605,"435,714",0.7%,"14,780,000",,
PLTR,PALANTIR TECHNOLOGIES INC,COMMON STOCK,69608A108,"432,298",0.6%,"18,356,607",,
BIDU,BAIDU INC,DEPOSITORY RECEIPT,056752108,"429,793",0.6%,"1,987,572",,
IQV,IQVIA HLDGS INC,COMMON STOCK,46266C105,"424,648",0.6%,"2,370,085",,
0LQ0.IL,VIPSHOP HOLDINGS LIMITED,DEPOSITORY RECEIPT,92763W103,"408,663",0.6%,"14,537,984",,
MMC,MARSH & MCLENNAN COS INC,COMMON STOCK,571748102,"392,906",0.6%,"3,358,169",,
TFC,TRUIST FINL CORP,COMMON STOCK,89832Q109,"392,859",0.6%,"8,196,523",,
MRK,MERCK & CO. INC,COMMON STOCK,58933Y105,"379,344",0.6%,"4,637,459",,
BAC,BK OF AMERICA CORP,COMMON STOCK,060505104,"372,509",0.6%,"12,289,985",,
RCL,ROYAL CARIBBEAN GROUP,COMMON STOCK,V7780T103,"364,511",0.5%,"4,880,324",,
DIS,DISNEY WALT CO,COMMON STOCK,254687106,"362,285",0.5%,"1,999,586",,
SBAC,SBA COMMUNICATIONS CORP NEW,REIT,78410G104,"360,525",0.5%,"1,277,870",,
AVTR,AVANTOR INC,COMMON STOCK,05352A100,"325,737",0.5%,"11,571,479",,
SE,SEA LTD,DEPOSITORY RECEIPT,81141R100,"317,751",0.5%,"1,596,337",,
C,CITIGROUP INC,COMMON STOCK,172967424,"316,809",0.5%,"5,137,998",,
NIO,NIO INC,DEPOSITORY RECEIPT,62914V106,"314,315",0.5%,"6,448,810",,
EFA,ISHARES TR,PUBLIC FUND,464287465,"310,481",0.5%,"4,255,500",,
ESGR,ENSTAR GROUP LIMITED,COMMON STOCK,G3075P101,"307,583",0.5%,"1,501,211",,
GS,GOLDMAN SACHS GROUP INC,COMMON STOCK,38141G104,"297,852",0.4%,"1,129,468",,
