Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
TER,TERADYNE INC,COM,880770102,"1,971",0.6%,"16,117",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"1,705",0.5%,"6,564",,
ECL,ECOLAB INC,COM,278865100,"1,537",0.4%,"7,063",,
STX,SEAGATE TECHNOLOGY PLC,SHS,G7945M107,"1,428",0.4%,"23,101",,
HRL,HORMEL FOODS CORP,COM,440452100,"1,383",0.4%,"29,837",,
MOH,MOLINA HEALTHCARE INC,COM,60855R100,"1,357",0.4%,"6,306",,
XOM,EXXON MOBIL CORP,COM,30231G102,"1,012",0.3%,"24,152",,
NEE,NEXTERA ENERGY INC,COM,65339F101,974,0.3%,"12,809",,
D,DOMINION ENERGY INC,COM,25746U109,888,0.3%,"11,917",,
CTRA,CABOT OIL & GAS CORP,COM,127097103,691,0.2%,"41,535",,
PKI,PERKINELMER INC,COM,714046109,631,0.2%,"4,299",,
CVX,CHEVRON CORP NEW,COM,166764100,611,0.2%,"7,183",,
MSFT,MICROSOFT CORP,COM,594918104,526,0.2%,"2,396",,
