Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
TGT,TARGET CORP,COM,87612E106,"6,099",1.4%,"26,165",,
VZ,VERIZON COMMUNICATIONS INC,COM,92343V104,"4,998",1.1%,"94,614",,
EA,ELECTRONIC ARTS INC,COM,285512109,"3,266",0.7%,"24,332",,
KR,KROGER CO,COM,501044101,"2,840",0.6%,"62,166",,
PXD,PIONEER NAT RES CO,COM,723787107,"2,764",0.6%,"14,535",,
MTD,METTLER TOLEDO INTERNATIONAL,COM,592688105,"2,569",0.6%,"1,556",,
STX,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,G7997R103,"2,493",0.6%,"21,769",,
MSFT,MICROSOFT CORP,COM,594918104,"2,427",0.6%,"7,280",,
A,AGILENT TECHNOLOGIES INC,COM,00846U101,"2,406",0.5%,"15,797",,
HD,HOME DEPOT INC,COM,437076102,"2,390",0.5%,"5,818",,
TER,TERADYNE INC,COM,880770102,"2,294",0.5%,"13,799",,
CB,CHUBB LIMITED,COM,H1467J104,"2,287",0.5%,"11,803",,
STE,STERIS PLC,SHS USD,G8473T100,"2,222",0.5%,"9,101",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"2,156",0.5%,"5,817",,
CHD,CHURCH & DWIGHT CO INC,COM,171340102,"2,039",0.5%,"20,152",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"2,022",0.5%,"17,715",,
PG,PROCTER AND GAMBLE CO,COM,742718109,"2,009",0.5%,"12,318",,
BK,BANK NEW YORK MELLON CORP,COM,064058100,"1,997",0.5%,"33,101",,
COO,COOPER COS INC,COM NEW,216648402,"1,997",0.5%,"4,710",,
DG,DOLLAR GEN CORP NEW,COM,256677105,"1,919",0.4%,"8,159",,
T,AT&T INC,COM,00206R102,"1,830",0.4%,"71,580",,
HPE,HEWLETT PACKARD ENTERPRISE C,COM,42824C109,"1,740",0.4%,"104,146",,
MOH,MOLINA HEALTHCARE INC,COM,60855R100,"1,727",0.4%,"5,514",,
TT,TRANE TECHNOLOGIES PLC,SHS,G8994E103,"1,613",0.4%,"8,299",,
TEL,TE CONNECTIVITY LTD,SHS,H84989104,"1,599",0.4%,"9,749",,
EOG,EOG RES INC,COM,26875P101,"1,338",0.3%,"14,245",,
ED,CONSOLIDATED EDISON INC,COM,209115104,"1,288",0.3%,"15,151",,
AMD,ADVANCED MICRO DEVICES INC,COM,007903107,"1,244",0.3%,"8,375",,
KO,COCA COLA CO,COM,191216100,"1,229",0.3%,"20,335",,
F,FORD MTR CO DEL,COM,345370860,"1,184",0.3%,"51,105",,
L,LOEWS CORP,COM,540424108,"1,158",0.3%,"19,595",,
PGR,PROGRESSIVE CORP,COM,743315103,"1,109",0.3%,"10,872",,
MS,MORGAN STANLEY,COM NEW,617446448,"1,020",0.2%,"9,879",,
ZTS,ZOETIS INC,CL A,98978V103,"1,011",0.2%,"4,444",,
CL,COLGATE PALMOLIVE CO,COM,194162103,986,0.2%,"11,637",,
GS,GOLDMAN SACHS GROUP INC,COM,38141G104,982,0.2%,"2,419",,
DE,DEERE & CO,COM,244199105,951,0.2%,"2,623",,
O,REALTY INCOME CORP,COM,756109104,897,0.2%,"12,531",,
DD,DUPONT DE NEMOURS INC,COM,26614N102,880,0.2%,"10,771",,
PEG,PUBLIC SVC ENTERPRISE GRP IN,COM,744573106,848,0.2%,"12,767",,
RE,EVEREST RE GROUP LTD,COM,G3223R108,780,0.2%,"2,834",,
RF,REGIONS FINANCIAL CORP NEW,COM,7591EP100,692,0.2%,"29,529",,
IR,INGERSOLL RAND INC,COM,45687V106,540,0.1%,"8,942",,
V,VISA INC,COM CL A,92826C839,512,0.1%,"2,273",,
ROST,ROSS STORES INC,COM,778296103,505,0.1%,"4,444",,
GM,GENERAL MTRS CO,COM,37045V100,492,0.1%,"7,754",,
MA,MASTERCARD INCORPORATED,CL A,57636Q104,475,0.1%,"1,247",,
ADI,ANALOG DEVICES INC,COM,032654105,468,0.1%,"2,625",,
ECL,ECOLAB INC,COM,278865100,458,0.1%,"1,960",,
ARE,ALEXANDRIA REAL ESTATE EQ IN,COM,015271109,445,0.1%,"2,014",,
BR,BROADRIDGE FINL SOLUTIONS IN,COM,11133T103,435,0.1%,"2,417",,
J,JACOBS ENGR GROUP INC,COM,469814107,384,0.1%,"2,719",,
EW,EDWARDS LIFESCIENCES CORP,COM,28176E108,380,0.1%,"2,956",,
CE,CELANESE CORP DEL,COM,150870103,320,0.1%,"1,878",,
W,WAYFAIR INC,CL A,94419L101,231,0.1%,"1,212",,
