"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"LEV.TO","THE LION ELECTRIC COMPANY","COMMON STOCK","536221104","136,544","14%","77,143,685","",""
"MSFT","MICROSOFT CORP","COM","594918104","56,676","5.9%","150,719","",""
"AAPL","APPLE INC","COM","037833100","52,156","5.4%","270,899","",""
"NVDA","NVIDIA CORPORATION","COM","67066G104","21,412","2.2%","43,239","",""
"AMAT","APPLIED MATLS INC","COM","038222105","15,826","1.6%","97,655","",""
"HD","HOME DEPOT INC","COM","437076102","15,146","1.6%","43,707","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","15,012","1.6%","42,783","",""
"TSLA","TESLA INC","COM","88160R101","13,371","1.4%","53,814","",""
"AMD","ADVANCED MICRO DEVICES INC","COM","007903107","13,365","1.4%","90,669","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","13,350","1.4%","91,108","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","11,211","1.2%","173,229","",""
"INTU","INTUIT","COM","461202103","11,204","1.2%","17,926","",""
"CVX","CHEVRON CORP NEW","COM","166764100","10,751","1.1%","72,082","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","10,549","1.1%","67,305","",""
"AVGO","BROADCOM INC","COM","11135F101","10,500","1.1%","9,407","",""
"INTC","INTEL CORP","COM","458140100","10,188","1.1%","202,755","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","10,139","1.1%","231,231","",""
"ADBE","ADOBE INC","COM","00724F101","10,073","1.0%","16,885","",""
"V","VISA INC","COM CL A","92826C839","9,903","1.0%","38,040","",""
"ON","ON SEMICONDUCTOR CORP","COM","682189105","9,553","1.0%","114,374","",""
"BLK","BLACKROCK INC","COM","09247X101","9,208","1.0%","11,343","",""
"ADI","ANALOG DEVICES INC","COM","032654105","9,187","1.0%","46,272","",""
"EXPD","EXPEDITORS INTL WASH INC","COM","302130109","8,890","0.9%","69,891","",""
"CSCO","CISCO SYS INC","COM","17275R102","8,772","0.9%","173,650","",""
"BKNG","BOOKING HOLDINGS INC","COM","09857L108","8,531","0.9%","2,405","",""
"CRM","SALESFORCE INC","COM","79466L302","8,453","0.9%","32,126","",""
"SPG","SIMON PPTY GROUP INC NEW","COM","828806109","8,267","0.9%","57,961","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","8,132","0.8%","75,514","",""
"EXC","EXELON CORP","COM","30161N101","7,863","0.8%","219,031","",""
"OMC","OMNICOM GROUP INC","COM","681919106","7,830","0.8%","90,521","",""
"AMP","AMERIPRISE FINL INC","COM","03076C106","7,824","0.8%","20,600","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","7,760","0.8%","11,757","",""
"ALC.SW","ALCON AG","ORD SHS","H01301128","7,429","0.8%","95,456","",""
"NFLX","NETFLIX INC","COM","64110L106","7,403","0.8%","15,205","",""
"MCD","MCDONALDS CORP","COM","580135101","7,387","0.8%","24,915","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","7,124","0.7%","321,919","",""
"CNHI","CNH INDL N V","SHS","N20944109","7,120","0.7%","580,605","",""
"SNPS","SYNOPSYS INC","COM","871607107","6,892","0.7%","13,385","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","6,720","0.7%","35,872","",""
"CG","CARLYLE GROUP INC","COM","14316J108","6,399","0.7%","157,277","",""
"WBS","WEBSTER FINL CORP","COM","947890109","6,333","0.7%","124,769","",""
"BR","BROADRIDGE FINL SOLUTIONS IN","COM","11133T103","6,201","0.6%","30,139","",""
"AVB","AVALONBAY CMNTYS INC","COM","053484101","6,187","0.6%","33,052","",""
"PNR","PENTAIR PLC","SHS","G7S00T104","6,104","0.6%","83,955","",""
"MAS","MASCO CORP","COM","574599106","6,103","0.6%","91,130","",""
"CMI","CUMMINS INC","COM","231021106","6,076","0.6%","25,364","",""
"CCEP.AS","COCA-COLA EUROPACIFIC PARTNE","SHS","G25839104","6,063","0.6%","91,003","",""
"HUBB","HUBBELL INC","COM","443510607","6,024","0.6%","18,314","",""
"SLF.TO","SUN LIFE FINANCIAL INC.","COM","866796105","5,973","0.6%","115,004","",""
"IPG","INTERPUBLIC GROUP COS INC","COM","460690100","5,786","0.6%","177,275","",""
"LLY","ELI LILLY & CO","COM","532457108","5,762","0.6%","9,886","",""
"VRTX","VERTEX PHARMACEUTICALS INC","COM","92532F100","5,759","0.6%","14,156","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","5,689","0.6%","10,718","",""
"MCK","MCKESSON CORP","COM","58155Q103","5,671","0.6%","12,249","",""
"SEIC","SEI INVTS CO","COM","784117103","5,648","0.6%","88,883","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","5,566","0.6%","147,652","",""
"AOS","SMITH A O CORP","COM","831865209","5,492","0.6%","66,624","",""
"NWSA","NEWS CORP NEW","CL A","65249B109","5,491","0.6%","223,699","",""
