"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","5,082,392","6.2%","13,593,646","",""
"RY.TO","ROYAL BK CDA","COM","780087102","2,491,276","3.0%","30,345,972","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","2,254,176","2.7%","39,930,748","",""
"MSFT","MICROSOFT CORP","COM","594918104","2,171,897","2.6%","9,764,845","",""
"AAPL","APPLE INC","COM","037833100","2,022,888","2.5%","15,245,220","",""
"AMZN","AMAZON COM INC","COM","023135106","1,693,861","2.1%","520,079","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","1,463,068","1.8%","13,319,633","",""
"BNS.TO","BANK NOVA SCOTIA B C","COM","064149107","1,460,821","1.8%","27,050,662","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","1,452,299","1.8%","16,635,725","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","1,220,293","1.5%","29,544,929","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","1,155,303","1.4%","15,208,269","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","1,066,172","1.3%","3,076,355","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","1,037,691","1.3%","32,474,048","",""
"META","FACEBOOK INC","CL A","30303M102","1,021,375","1.2%","3,739,106","",""
"CM.TO","CANADIAN IMP BK COMM","COM","136069101","974,127","1.2%","11,414,986","",""
"V","VISA INC","COM CL A","92826C839","952,832","1.2%","4,356,202","",""
"T.TO","TELUS CORPORATION","COM","87971M103","919,931","1.1%","46,489,144","",""
"GOOG","ALPHABET INC","CAP STK CL C","02079K107","838,914","1.0%","478,865","",""
"TRP.TO","TC ENERGY CORP","COM","87807B107","739,451","0.9%","18,204,077","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","725,966","0.9%","2,070,166","",""
"QQQ","INVESCO QQQ TR","UNIT SER 1","46090E103","669,401","0.8%","2,133,618","",""
"SLF.TO","SUN LIFE FINANCIAL INC.","COM","866796105","632,557","0.8%","14,238,118","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","632,379","0.8%","35,569,590","",""
"BCE.TO","BCE INC","COM NEW","05534B760","619,910","0.8%","14,509,744","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","606,113","0.7%","4,769,920","",""
"IWM","ISHARES TR","RUSSELL 2000 ETF","464287655","600,926","0.7%","3,065,010","",""
"SHOP","SHOPIFY INC","CL A","82509L107","575,385","0.7%","509,685","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","571,469","0.7%","5,576,871","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","537,415","0.7%","22,382,044","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","520,480","0.6%","11,189,542","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","488,667","0.6%","29,159,795","",""
"NVDA","NVIDIA CORPORATION","COM","67066G104","483,139","0.6%","925,199","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","481,781","0.6%","6,603,367","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","481,227","0.6%","274,573","",""
"HD","HOME DEPOT INC","COM","437076102","476,632","0.6%","1,794,416","",""
"FTS.TO","FORTIS INC","COM","349553107","470,431","0.6%","11,525,552","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","467,724","0.6%","1,310,372","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","466,787","0.6%","2,965,986","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","461,544","0.6%","9,600,957","",""
"NKE","NIKE INC","CL B","654106103","461,250","0.6%","3,260,408","",""
"MRK","MERCK & CO. INC","COM","58933Y105","431,473","0.5%","5,274,723","",""
