"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","4,611,715","6.7%","14,328,327","",""
"RY.TO","ROYAL BK CDA MONTREAL QUE","COM","780087102","2,395,446","3.5%","30,231,473","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","2,175,718","3.2%","38,738,926","",""
"BNS.TO","BANK N S HALIFAX","COM","064149107","1,639,132","2.4%","28,978,076","",""
"MSFT","MICROSOFT CORP","COM","594918104","1,637,737","2.4%","10,385,142","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","1,484,052","2.2%","37,273,791","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","1,218,188","1.8%","13,447,477","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","1,095,335","1.6%","14,113,482","",""
"TRP.TO","TC ENERGY CORP","COM","87807B107","1,090,728","1.6%","20,451,166","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","1,056,434","1.5%","32,189,570","",""
"CM.TO","CDN IMPERIAL BK COMM TORONTO","COM","136069101","920,794","1.3%","11,049,783","",""
"AAPL","APPLE INC","COM","037833100","885,455","1.3%","3,015,340","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","870,165","1.3%","26,866,349","",""
"T.TO","TELUS CORP","COM","87971M103","852,386","1.2%","21,984,644","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","818,235","1.2%","14,141,630","",""
"SLF.TO","SUN LIFE FINL INC","COM","866796105","813,856","1.2%","17,824,137","",""
"AMZN","AMAZON COM INC","COM","023135106","797,312","1.2%","431,483","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","777,805","1.1%","3,046,964","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","774,469","1.1%","38,099,087","",""
"META","FACEBOOK INC","CL A","30303M102","755,111","1.1%","3,678,983","",""
"V","VISA INC","COM CL A","92826C839","753,168","1.1%","4,008,342","",""
"BCE.TO","BCE INC","COM NEW","05534B760","697,561","1.0%","15,035,864","",""
"GOOG","ALPHABET INC","CAP STK CL C","02079K107","677,047","1.0%","506,385","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","581,737","0.8%","8,377,549","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","571,039","0.8%","11,484,396","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","541,390","0.8%","3,883,714","",""
"FTS.TO","FORTIS INC","COM","349553107","498,009","0.7%","11,985,784","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","490,303","0.7%","1,667,813","",""
"BA","BOEING CO","COM","097023105","454,332","0.7%","1,394,684","",""
"BAC","BANK AMER CORP","COM","060505104","435,943","0.6%","12,377,704","",""
"KO","COCA COLA CO","COM","191216100","427,792","0.6%","7,728,843","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","408,197","0.6%","2,798,365","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","401,323","0.6%","4,413,547","",""
"HD","HOME DEPOT INC","COM","437076102","400,051","0.6%","1,831,903","",""
"MRK","MERCK & CO INC","COM","58933Y105","395,424","0.6%","4,347,715","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","388,717","0.6%","38,187,480","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","376,157","0.5%","3,011,670","",""
"BABA","ALIBABA GROUP HLDG LTD","SPONSORED ADS","01609W102","371,264","0.5%","1,750,421","",""
"PFE","PFIZER INC","COM","717081103","369,366","0.5%","9,427,394","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","352,388","0.5%","7,350,329","",""
"ABX.TO","BARRICK GOLD CORPORATION","COM","067901108","309,154","0.4%","16,620,947","",""
"RTX","UNITED TECHNOLOGIES CORP","COM","913017109","302,333","0.4%","2,018,782","",""
"SJR-B.TO","SHAW COMMUNICATIONS INC","CL B CONV","82028K200","301,295","0.4%","14,827,501","",""
"LIN","LINDE PLC","SHS","G5494J103","295,683","0.4%","1,388,835","",""
"TRI.TO","THOMSON REUTERS CORP","COM NEW","884903709","294,492","0.4%","4,111,279","",""
"BIP","BROOKFIELD INFRAST PARTNERS","LP INT UNIT","G16252101","289,341","0.4%","5,785,221","",""
"GIB-A.TO","CGI INC","CL A SUB VTG","12532H104","288,311","0.4%","3,440,475","",""
"NKE","NIKE INC","CL B","654106103","287,137","0.4%","2,834,243","",""
"PEP","PEPSICO INC","COM","713448108","282,184","0.4%","2,064,713","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","275,182","0.4%","3,943,561","",""
"MG.TO","MAGNA INTL INC","COM","559222401","274,501","0.4%","4,999,428","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","269,893","0.4%","830,770","",""
"MA","MASTERCARD INC","CL A","57636Q104","267,983","0.4%","897,497","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","258,696","0.4%","4,052,601","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","254,830","0.4%","2,464,389","",""
"MCD","MCDONALDS CORP","COM","580135101","252,364","0.4%","1,277,080","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","248,409","0.4%","185,464","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","248,230","0.4%","4,024,650","",""
"TJX","TJX COS INC NEW","COM","872540109","247,857","0.4%","4,059,233","",""
"TXN","TEXAS INSTRS INC","COM","882508104","242,215","0.4%","1,888,026","",""
"CVX","CHEVRON CORP NEW","COM","166764100","240,066","0.3%","1,992,081","",""
"PPL.TO","PEMBINA PIPELINE CORP","COM","706327103","236,848","0.3%","6,381,753","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","236,677","0.3%","805,243","",""
"DHR","DANAHER CORPORATION","COM","235851102","235,897","0.3%","1,536,989","",""
"AON","AON PLC","SHS CL A","G0408V102","234,626","0.3%","1,126,440","",""
"MDT","MEDTRONIC PLC","SHS","G5960L103","221,194","0.3%","1,949,701","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","220,040","0.3%","4,893,046","",""
