"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"AAPL","APPLE INC","COM","037833100","361,400","8.8%","1,877,113","",""
"BKLN","INVESCO EXCH TRADED FD TR II","SR LN ETF","46138G508","332,439","8.1%","15,695,925","",""
"MSFT","MICROSOFT CORP","COM","594918104","186,566","4.6%","496,134","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","172,068","4.2%","360,255","",""
"AMZN","AMAZON COM INC","COM","023135106","158,818","3.9%","1,045,268","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","97,301","2.4%","572,026","",""
"HEI-A","HEICO CORP NEW","CL A","422806208","88,439","2.2%","620,887","",""
"NVDA","NVIDIA CORPORATION","COM","67066G104","86,006","2.1%","173,674","",""
"TSLA","TESLA INC","COM","88160R101","78,340","1.9%","315,279","",""
"SBAC","SBA COMMUNICATIONS CORP NEW","CL A","78410G104","75,472","1.8%","297,497","",""
"WM","WASTE MGMT INC DEL","COM","94106L109","72,437","1.8%","404,454","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","67,301","1.6%","481,789","",""
"ADI","ANALOG DEVICES INC","COM","032654105","61,875","1.5%","311,621","",""
"GOOG","ALPHABET INC","CAP STK CL C","02079K107","39,301","1.0%","278,869","",""
"META","META PLATFORMS INC","CL A","30303M102","38,879","0.9%","109,842","",""
"V","VISA INC","COM CL A","92826C839","38,745","0.9%","148,819","",""
"EFX","EQUIFAX INC","COM","294429105","36,559","0.9%","147,841","",""
"ADBE","ADOBE INC","COM","00724F101","34,058","0.8%","57,088","",""
"CSCO","CISCO SYS INC","COM","17275R102","31,514","0.8%","623,798","",""
"SHOP","SHOPIFY INC","CL A","82509L107","31,198","0.8%","400,490","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","29,807","0.7%","69,887","",""
"BKNG","BOOKING HOLDINGS INC","COM","09857L108","28,441","0.7%","8,018","",""
"C","CITIGROUP INC","COM NEW","172967424","27,528","0.7%","535,149","",""
"AVGO","BROADCOM INC","COM","11135F101","27,527","0.7%","24,661","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","27,256","0.7%","621,585","",""
"WAT","WATERS CORP","COM","941848103","26,804","0.7%","81,415","",""
"LLY","ELI LILLY & CO","COM","532457108","24,973","0.6%","42,842","",""
"WMT","WALMART INC","COM","931142103","24,914","0.6%","158,038","",""
"LRCX","LAM RESEARCH CORP","COM","512807108","24,115","0.6%","30,788","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","23,673","0.6%","44,966","",""
"AJG","GALLAGHER ARTHUR J & CO","COM","363576109","23,620","0.6%","105,036","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","23,547","0.6%","290,672","",""
"KO","COCA COLA CO","COM","191216100","23,449","0.6%","397,921","",""
"VRSK","VERISK ANALYTICS INC","COM","92345Y106","23,377","0.6%","97,871","",""
"MSI","MOTOROLA SOLUTIONS INC","COM NEW","620076307","23,143","0.6%","73,921","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","CL B NEW","084670702","22,875","0.6%","64,139","",""
"ELAN","ELANCO ANIMAL HEALTH INC","COM","28414H103","21,158","0.5%","1,420,000","",""
"RY.TO","ROYAL BK CDA","COM","780087102","21,024","0.5%","207,891","",""
"HUM","HUMANA INC","COM","444859102","19,526","0.5%","42,652","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","19,360","0.5%","132,117","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","18,364","0.4%","27,822","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","18,250","0.4%","282,434","",""
"VRTX","VERTEX PHARMACEUTICALS INC","COM","92532F100","17,927","0.4%","44,060","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","17,776","0.4%","982,671","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","17,434","0.4%","111,229","",""
"CVX","CHEVRON CORP NEW","COM","166764100","16,374","0.4%","109,779","",""
"CRM","SALESFORCE INC","COM","79466L302","15,630","0.4%","59,401","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","15,106","0.4%","152,688","",""
"TXN","TEXAS INSTRS INC","COM","882508104","14,955","0.4%","87,735","",""
"INTC","INTEL CORP","COM","458140100","14,780","0.4%","294,140","",""
"LOW","LOWES COS INC","COM","548661107","14,696","0.4%","66,039","",""
"FERG","FERGUSON PLC NEW","SHS","G3421J106","14,359","0.4%","74,373","",""
"GE","GENERAL ELECTRIC CO","COM NEW","369604301","14,099","0.3%","110,471","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","13,703","0.3%","380,444","",""
"ELV","ELEVANCE HEALTH INC","COM","036752103","13,538","0.3%","28,710","",""
"NUE","NUCOR CORP","COM","670346105","13,205","0.3%","75,879","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","12,969","0.3%","129,724","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","12,666","0.3%","67,612","",""
"MRK","MERCK & CO INC","COM","58933Y105","12,484","0.3%","114,515","",""
"CDNS","CADENCE DESIGN SYSTEM INC","COM","127387108","11,870","0.3%","43,582","",""
"BAX","BAXTER INTL INC","COM","071813109","11,861","0.3%","306,819","",""
"CM.TO","CANADIAN IMPERIAL BK COMM TO","COM","136069101","11,767","0.3%","244,446","",""
"BNS.TO","BANK NOVA SCOTIA HALIFAX","COM","064149107","11,520","0.3%","236,607","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","11,232","0.3%","32,010","",""
"CTSH","COGNIZANT TECHNOLOGY SOLUTIO","CL A","192446102","10,989","0.3%","145,504","",""
"STLA.MI","STELLANTIS N.V","SHS","N82405106","10,954","0.3%","469,739","",""
"AMGN","AMGEN INC","COM","031162100","10,924","0.3%","37,930","",""
"TRV","TRAVELERS COMPANIES INC","COM","89417E109","10,924","0.3%","57,347","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","10,917","0.3%","289,589","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","10,861","0.3%","69,082","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","10,841","0.3%","66,286","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","10,652","0.3%","31,576","",""
"FDX","FEDEX CORP","COM","31428X106","10,612","0.3%","41,951","",""
"BMY","BRISTOL-MYERS SQUIBB CO","COM","110122108","10,606","0.3%","206,717","",""
"CHD","CHURCH & DWIGHT CO INC","COM","171340102","10,473","0.3%","110,756","",""
"AMAT","APPLIED MATLS INC","COM","038222105","9,746","0.2%","60,137","",""
"GM","GENERAL MTRS CO","COM","37045V100","9,683","0.2%","269,592","",""
"FAST","FASTENAL CO","COM","311900104","9,095","0.2%","140,433","",""
"NXPI","NXP SEMICONDUCTORS N V","COM","N6596X109","9,013","0.2%","39,243","",""
"KR","KROGER CO","COM","501044101","8,855","0.2%","193,731","",""
"EOG","EOG RES INC","COM","26875P101","8,833","0.2%","73,033","",""
"VLO","VALERO ENERGY CORP","COM","91913Y100","8,272","0.2%","63,635","",""
"GWW","GRAINGER W W INC","COM","384802104","8,194","0.2%","9,888","",""
"NVR","NVR INC","COM","62944T105","8,134","0.2%","1,162","",""
"STT","STATE STR CORP","COM","857477103","8,100","0.2%","104,573","",""
"HD","HOME DEPOT INC","COM","437076102","8,075","0.2%","23,303","",""
"URI","UNITED RENTALS INC","COM","911363109","8,016","0.2%","13,980","",""
"ODFL","OLD DOMINION FREIGHT LINE IN","COM","679580100","7,882","0.2%","19,447","",""
"HCA","HCA HEALTHCARE INC","COM","40412C101","7,841","0.2%","28,970","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","7,836","0.2%","119,609","",""
"PGR","PROGRESSIVE CORP","COM","743315103","7,810","0.2%","49,035","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","7,667","0.2%","155,775","",""
"SNPS","SYNOPSYS INC","COM","871607107","7,599","0.2%","14,759","",""
"MPC","MARATHON PETE CORP","COM","56585A102","7,489","0.2%","50,483","",""
"PFE","PFIZER INC","COM","717081103","7,374","0.2%","256,147","",""
"WY","WEYERHAEUSER CO MTN BE","COM NEW","962166104","7,176","0.2%","206,386","",""
"MELI","MERCADOLIBRE INC","COM","58733R102","7,163","0.2%","4,558","",""
"CBRE","CBRE GROUP INC","CL A","12504L109","7,101","0.2%","76,284","",""
"EXPD","EXPEDITORS INTL WASH INC","COM","302130109","7,029","0.2%","55,263","",""
"TFC","TRUIST FINL CORP","COM","89832Q109","7,019","0.2%","190,132","",""
"STLD","STEEL DYNAMICS INC","COM","858119100","6,873","0.2%","58,201","",""
"SPG","SIMON PPTY GROUP INC NEW","COM","828806109","6,777","0.2%","47,518","",""
"PSA","PUBLIC STORAGE","COM","74460D109","6,721","0.2%","22,037","",""
"ANET","ARISTA NETWORKS INC","COM","040413106","6,720","0.2%","28,538","",""
"CI","THE CIGNA GROUP","COM","125523100","6,687","0.2%","22,331","",""
"HIG","HARTFORD FINL SVCS GROUP INC","COM","416515104","6,503","0.2%","80,907","",""
"CP.TO","CANADIAN PACIFIC KANSAS CITY","COM","13646K108","6,415","0.2%","81,149","",""
"BK","BANK NEW YORK MELLON CORP","COM","064058100","6,413","0.2%","123,222","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","6,385","0.2%","50,830","",""
"ABBV","ABBVIE INC","COM","00287Y109","6,384","0.2%","41,198","",""
"MS","MORGAN STANLEY","COM NEW","617446448","6,377","0.2%","68,395","",""
"DECK","DECKERS OUTDOOR CORP","COM","243537107","6,358","0.2%","9,513","",""
"PEG","PUBLIC SVC ENTERPRISE GRP IN","COM","744573106","6,336","0.2%","103,627","",""
"LEN","LENNAR CORP","CL A","526057104","6,229","0.2%","41,796","",""
"EA","ELECTRONIC ARTS INC","COM","285512109","6,224","0.2%","45,499","",""
"BAC","BANK AMERICA CORP","COM","060505104","6,221","0.2%","184,792","",""
"HPE","HEWLETT PACKARD ENTERPRISE C","COM","42824C109","6,141","0.1%","361,681","",""
"PCAR","PACCAR INC","COM","693718108","6,129","0.1%","62,771","",""
"AMP","AMERIPRISE FINL INC","COM","03076C106","5,972","0.1%","15,723","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","5,886","0.1%","54,658","",""
"FICO","FAIR ISAAC CORP","COM","303250104","5,859","0.1%","5,034","",""
"YUM","YUM BRANDS INC","COM","988498101","5,791","0.1%","44,327","",""
"TRP.TO","TC ENERGY CORP","COM","87807B107","5,763","0.1%","147,436","",""
"PHM","PULTE GROUP INC","COM","745867101","5,678","0.1%","55,011","",""
"CF","CF INDS HLDGS INC","COM","125269100","5,625","0.1%","70,764","",""
"CAT","CATERPILLAR INC","COM","149123101","5,590","0.1%","18,907","",""
"AMD","ADVANCED MICRO DEVICES INC","COM","007903107","5,558","0.1%","37,708","",""
"PEP","PEPSICO INC","COM","713448108","5,452","0.1%","32,103","",""
"PAYX","PAYCHEX INC","COM","704326107","5,382","0.1%","45,190","",""
"DFS","DISCOVER FINL SVCS","COM","254709108","5,365","0.1%","47,739","",""
"BIIB","BIOGEN INC","COM","09062X103","5,319","0.1%","20,557","",""
"T","AT&T INC","COM","00206R102","5,264","0.1%","313,746","",""
"CHKP","CHECK POINT SOFTWARE TECH LT","ORD","M22465104","5,250","0.1%","34,362","",""
"VRSN","VERISIGN INC","COM","92343E102","5,172","0.1%","25,116","",""
"GIS","GENERAL MLS INC","COM","370334104","5,171","0.1%","79,385","",""
"NFLX","NETFLIX INC","COM","64110L106","5,043","0.1%","10,358","",""
"MCD","MCDONALDS CORP","COM","580135101","5,041","0.1%","17,003","",""
"CTAS","CINTAS CORP","COM","172908105","5,015","0.1%","8,322","",""
"SYF","SYNCHRONY FINANCIAL","COM","87165B103","4,985","0.1%","130,537","",""
"MANH","MANHATTAN ASSOCIATES INC","COM","562750109","4,881","0.1%","22,669","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","4,801","0.1%","9,046","",""
"RS","RELIANCE STEEL & ALUMINUM CO","COM","759509102","4,779","0.1%","17,090","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","4,751","0.1%","285,352","",""
"LIN","LINDE PLC","SHS","G54950103","4,697","0.1%","11,438","",""
"OC","OWENS CORNING NEW","COM","690742101","4,541","0.1%","30,638","",""
"LNG","CHENIERE ENERGY INC","COM NEW","16411R208","4,539","0.1%","26,594","",""
"NKE","NIKE INC","CL B","654106103","4,487","0.1%","41,336","",""
"ABT","ABBOTT LABS","COM","002824100","4,456","0.1%","40,490","",""
"EW","EDWARDS LIFESCIENCES CORP","COM","28176E108","4,421","0.1%","57,989","",""
"MMC","MARSH & MCLENNAN COS INC","COM","571748102","4,412","0.1%","23,287","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","4,238","0.1%","28,395","",""
"SYK","STRYKER CORPORATION","COM","863667101","4,225","0.1%","14,112","",""
"BRO","BROWN & BROWN INC","COM","115236101","4,214","0.1%","59,266","",""
"ECL","ECOLAB INC","COM","278865100","4,189","0.1%","21,120","",""
"PPL.TO","PEMBINA PIPELINE CORP","COM","706327103","4,184","0.1%","121,561","",""
"ADSK","AUTODESK INC","COM","052769106","4,173","0.1%","17,141","",""
"DHI","D R HORTON INC","COM","23331A109","4,171","0.1%","27,449","",""
"PXD","PIONEER NAT RES CO","COM","723787107","4,118","0.1%","18,316","",""
"CCO.TO","CAMECO CORP","COM","13321L108","4,081","0.1%","94,689","",""
"INTU","INTUIT","COM","461202103","4,071","0.1%","6,514","",""
"ORCL","ORACLE CORP","COM","68389X105","4,042","0.1%","38,344","",""
"CSL","CARLISLE COS INC","COM","142339100","3,879","0.1%","12,416","",""
"ED","CONSOLIDATED EDISON INC","COM","209115104","3,869","0.1%","42,538","",""
"DIS","DISNEY WALT CO","COM","254687106","3,856","0.1%","42,709","",""
"CBOE","CBOE GLOBAL MKTS INC","COM","12503M108","3,803","0.1%","21,303","",""
"DHR","DANAHER CORPORATION","COM","235851102","3,795","0.1%","16,406","",""
"QCOM","QUALCOMM INC","COM","747525103","3,761","0.1%","26,007","",""
"BG","BUNGE GLOBAL SA","COM SHS","H11356104","3,750","0.1%","37,153","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","3,739","0.1%","37,098","",""
"MET","METLIFE INC","COM","59156R108","3,662","0.1%","55,388","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","3,613","0.1%","112,770","",""
"BA","BOEING CO","COM","097023105","3,493","0.1%","13,401","",""
"UNP","UNION PAC CORP","COM","907818108","3,491","0.1%","14,216","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","3,488","0.1%","157,873","",""
"ULTA","ULTA BEAUTY INC","COM","90384S303","3,451","0.1%","7,043","",""
"RHI","ROBERT HALF INC.","COM","770323103","3,449","0.1%","39,231","",""
"EIX","EDISON INTL","COM","281020107","3,430","0.1%","47,981","",""
"BKR","BAKER HUGHES COMPANY","CL A","05722G100","3,407","0.1%","99,700","",""
"PM","PHILIP MORRIS INTL INC","COM","718172109","3,406","0.1%","36,213","",""
"HST","HOST HOTELS & RESORTS INC","COM","44107P104","3,405","0.1%","174,908","",""
"NOW","SERVICENOW INC","COM","81762P102","3,379","0.1%","4,783","",""
"EBAY","EBAY INC.","COM","278642103","3,349","0.1%","76,795","",""
"SPGI","S&P GLOBAL INC","COM","78409V104","3,332","0.1%","7,564","",""
"MCHP","MICROCHIP TECHNOLOGY INC.","COM","595017104","3,300","0.1%","36,594","",""
"FTNT","FORTINET INC","COM","34959E109","3,279","0.1%","56,023","",""
"RE","EVEREST GROUP LTD","COM","G3223R108","3,275","0.1%","9,263","",""
"HON","HONEYWELL INTL INC","COM","438516106","3,241","0.1%","15,459","",""
"COP","CONOCOPHILLIPS","COM","20825C104","3,239","0.1%","27,910","",""
