"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","412,784","20%","1,074,372","",""
"AAPL","APPLE INC","COM","037833100","313,269","15%","2,411,063","",""
"MSFT","MICROSOFT CORP","COM","594918104","110,021","5.4%","458,765","",""
"HEI-A","HEICO CORP NEW","CL A","422806208","74,007","3.6%","617,500","",""
"SBAC","SBA COMMUNICATIONS CORP NEW","CL A","78410G104","68,675","3.3%","245,000","",""
"MSI","MOTOROLA SOLUTIONS INC","COM NEW","620076307","68,293","3.3%","265,000","",""
"AJG","GALLAGHER ARTHUR J & CO","COM","363576109","64,103","3.1%","340,000","",""
"VRSK","VERISK ANALYTICS INC","COM","92345Y106","58,218","2.8%","330,000","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","58,101","2.8%","433,267","",""
"BAX","BAXTER INTL INC","COM","071813109","56,321","2.7%","1,105,000","",""
"AMZN","AMAZON COM INC","COM","023135106","52,095","2.5%","620,179","",""
"ADI","ANALOG DEVICES INC","COM","032654105","41,007","2.0%","250,000","",""
"WM","WASTE MGMT INC DEL","COM","94106L109","36,082","1.8%","230,000","",""
"TSLA","TESLA INC","COM","88160R101","34,933","1.7%","283,595","",""
"MSCI","MSCI INC","COM","55354G100","28,558","1.4%","61,393","",""
"WAT","WATERS CORP","COM","941848103","27,406","1.3%","80,000","",""
"ELAN","ELANCO ANIMAL HEALTH INC","COM","28414H103","26,885","1.3%","2,200,100","",""
"C","CITIGROUP INC","COM NEW","172967424","15,500","0.8%","342,709","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","13,874","0.7%","809,968","",""
"SHOP","SHOPIFY INC","CL A","82509L107","13,600","0.7%","392,000","",""
"TWLO","TWILIO INC","CL A","90138F102","11,995","0.6%","245,000","",""
"META","META PLATFORMS INC","CL A","30303M102","11,181","0.5%","92,917","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","10,641","0.5%","120,607","",""
"MRK","MERCK & CO INC","COM","58933Y105","10,070","0.5%","90,770","",""
"AVGO","BROADCOM INC","COM","11135F101","9,831","0.5%","17,583","",""
"V","VISA INC","COM CL A","92826C839","8,972","0.4%","43,186","",""
"CVS","CVS HEALTH CORP","COM","126650100","8,901","0.4%","95,521","",""
"CSCO","CISCO SYS INC","COM","17275R102","8,820","0.4%","185,144","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","8,793","0.4%","49,780","",""
"PFE","PFIZER INC","COM","717081103","8,185","0.4%","159,742","",""
"VRTX","VERTEX PHARMACEUTICALS INC","COM","92532F100","8,113","0.4%","28,097","",""
"ELV","ELEVANCE HEALTH INC","COM","036752103","8,106","0.4%","15,804","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","7,738","0.4%","85,484","",""
"RY.TO","ROYAL BK CDA SUSTAINABL","COM","780087102","7,716","0.4%","82,132","",""
"BMY","BRISTOL-MYERS SQUIBB CO","COM","110122108","7,646","0.4%","106,280","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","7,616","0.4%","117,714","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","7,066","0.3%","64,069","",""
"TFC","TRUIST FINL CORP","COM","89832Q109","6,841","0.3%","159,000","",""
"ADM","ARCHER DANIELS MIDLAND CO","COM","039483102","6,639","0.3%","71,509","",""
"CI","CIGNA CORP NEW","COM","125523100","6,584","0.3%","19,871","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","6,522","0.3%","24,443","",""
"GOOG","ALPHABET INC","CAP STK CL C","02079K107","6,446","0.3%","72,648","",""
"CM.TO","CANADIAN IMPERIAL BK COMM TO","COM","136069101","6,217","0.3%","153,814","",""
"COP","CONOCOPHILLIPS","COM","20825C104","6,156","0.3%","52,173","",""
"BNS.TO","BANK NOVA SCOTIA HALIFAX","COM","064149107","6,039","0.3%","123,361","",""
"LOW","LOWES COS INC","COM","548661107","5,583","0.3%","28,022","",""
"MPC","MARATHON PETE CORP","COM","56585A102","5,474","0.3%","47,035","",""
"VLO","VALERO ENERGY CORP","COM","91913Y100","5,452","0.3%","42,981","",""
"TXN","TEXAS INSTRS INC","COM","882508104","5,405","0.3%","32,717","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","4,923","0.2%","32,488","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","4,841","0.2%","56,393","",""
"HSY","HERSHEY CO","COM","427866108","4,482","0.2%","19,356","",""
"SNPS","SYNOPSYS INC","COM","871607107","4,403","0.2%","13,792","",""
"CAT","CATERPILLAR INC","COM","149123101","4,135","0.2%","17,261","",""
"MCK","MCKESSON CORP","COM","58155Q103","3,999","0.2%","10,661","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","3,996","0.2%","16,731","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","3,898","0.2%","111,475","",""
"GWW","GRAINGER W W INC","COM","384802104","3,880","0.2%","6,976","",""
"BKNG","BOOKING HOLDINGS INC","COM","09857L108","3,867","0.2%","1,919","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","3,797","0.2%","11,059","",""
"CTSH","COGNIZANT TECHNOLOGY SOLUTIO","CL A","192446102","3,712","0.2%","64,912","",""
"GIS","GENERAL MLS INC","COM","370334104","3,653","0.2%","43,574","",""
"CBRE","CBRE GROUP INC","CL A","12504L109","3,637","0.2%","47,269","",""
"AZO","AUTOZONE INC","COM","053332102","3,580","0.2%","1,452","",""
"CNC","CENTENE CORP DEL","COM","15135B101","3,550","0.2%","43,291","",""
"WY","WEYERHAEUSER CO MTN BE","COM NEW","962166104","3,537","0.2%","114,097","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","3,398","0.2%","31,158","",""
"KR","KROGER CO","COM","501044101","3,395","0.2%","76,165","",""
"KMB","KIMBERLY-CLARK CORP","COM","494368103","3,281","0.2%","24,171","",""
