"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"IVV","ISHARES","LARGE CAP","464287200","135,444","18%","419,019","",""
"IWR","ISHARES","SMALL CAP","464287499","56,182","7.4%","942,328","",""
"IWM","ISHARES","SMALL CAP","464287655","49,898","6.6%","301,185","",""
"AMJ","JP MORGAN CHASE & CO","MLPS (ENERGY)","46625H365","41,004","5.4%","1,880,046","",""
"EFA","ISHARES","DEVELOPED MARKE","464287465","34,724","4.6%","500,054","",""
"MLPI","ETRACS","MLPS (ENERGY)","902641646","26,829","3.5%","1,381,475","",""
"VWO","VANGUARD","EMERGING MARKET","922042858","20,314","2.7%","456,809","",""
"AAPL","APPLE INC","COMMON STOCK, R","037833100","19,627","2.6%","66,836","",""
"VEA","VANGUARD","DEVELOPED MARKE","921943858","17,482","2.3%","396,784","",""
"IWB","ISHARES","LARGE CAP","464287622","14,890","2.0%","83,455","",""
"VOO","VANGUARD","LARGE CAP","922908363","13,147","1.7%","44,447","",""
"VB","VANGUARD","SMALL CAP","922908751","11,838","1.6%","71,467","",""
"IWF","ISHARES","LARGE CAP","464287614","11,350","1.5%","64,515","",""
"AMZN","AMAZON.COM","COMMON STOCK, R","023135106","9,936","1.3%","5,377","",""
"MSFT","MICROSOFT CORP","COMMON STOCK, R","594918104","8,619","1.1%","54,654","",""
"META","FACEBOOK","COMMON STOCK, R","30303M102","7,003","0.9%","34,121","",""
"VO","VANGUARD","SMALL CAP","922908629","6,702","0.9%","37,614","",""
"JPM","JP MORGAN CHASE & CO","COMMON STOCK, R","46625H100","5,828","0.8%","41,806","",""
"SPY","SPDR S&P","LARGE CAP","78462F103","5,335","0.7%","16,577","",""
"VNQ","VANGUARD","REITS","922908553","4,855","0.6%","52,317","",""
"SBUX","STARBUCKS CORP","COMMON STOCK, R","855244109","4,624","0.6%","52,591","",""
"GOOGL","ALPHABET INC","COMMON STOCK, R","02079K305","4,378","0.6%","3,269","",""
"V","VISA INC","COMMON STOCK, R","92826C839","4,090","0.5%","21,770","",""
"PEP","PEPSICO INC","COMMON STOCK, R","713448108","4,052","0.5%","29,655","",""
"CM.TO","CANADIAN IMPERIAL BK OF COMMERCE","COMMON STOCK, R","136069101","3,927","0.5%","47,209","",""
"PM","PHILIP MORRIS INTL INC","COMMON STOCK, R","718172109","3,877","0.5%","45,565","",""
"BA","BOEING CO","COMMON STOCK, R","097023105","3,844","0.5%","11,798","",""
"EEM","ISHARES","EMERGING MARKET","464287234","3,592","0.5%","80,036","",""
"WYNN","WYNN RESORTS LTD","COMMON STOCK, R","983134107","3,504","0.5%","25,230","",""
"ABBV","ABBVIE INC","COMMON STOCK, R","00287Y109","3,500","0.5%","39,530","",""
"FAS","DIREXION DAILY","SPECIALTY","25459Y694","3,431","0.5%","36,250","",""
"LMT","LOCKHEED MARTIN CORP","COMMON STOCK, R","539830109","3,337","0.4%","8,570","",""
"IWD","ISHARES","LARGE CAP","464287598","3,294","0.4%","24,132","",""
"JNJ","JOHNSON & JOHNSON","COMMON STOCK, R","478160104","3,289","0.4%","22,547","",""
"AAXJ","ISHARES","GLOBAL MARKETS","464288182","3,263","0.4%","44,391","",""
"PG","PROCTER & GAMBLE CO","COMMON STOCK, R","742718109","3,247","0.4%","25,996","",""
"DIS","WALT DISNEY COMPANY","COMMON STOCK, R","254687106","3,219","0.4%","22,257","",""
"ABT","ABBOTT LABORATORIES","COMMON STOCK, R","002824100","3,175","0.4%","36,552","",""
"BRK-B","BERKSHIRE HATHAWAY INC","COMMON STOCK, R","084670702","3,117","0.4%","13,763","",""
"C","CITIGROUP INC","COMMON STOCK, R","172967424","3,061","0.4%","38,318","",""
"GD","GENERAL DYNAMICS CORP","COMMON STOCK, R","369550108","2,830","0.4%","16,048","",""
"IVW","ISHARES","LARGE CAP","464287309","2,806","0.4%","14,495","",""
"CVX","CHEVRON CORPORATION","COMMON STOCK, R","166764100","2,660","0.4%","22,073","",""
"UNH","UNITEDHEALTH GROUP INC","COMMON STOCK, R","91324P102","2,653","0.4%","9,025","",""
"BAC","BANK OF AMERICA CORP","COMMON STOCK, R","060505104","2,596","0.3%","73,710","",""
"VTI","VANGUARD","MULTI-CAP","922908769","2,594","0.3%","15,856","",""
"PFE","PFIZER INC","COMMON STOCK, R","717081103","2,485","0.3%","63,433","",""
"GOOG","ALPHABET INC","COMMON STOCK, R","02079K107","2,378","0.3%","1,779","",""
"MO","ALTRIA GROUP INC","COMMON STOCK, R","02209S103","2,351","0.3%","47,107","",""
"MDLZ","MONDELEZ INTERNATIONAL","COMMON STOCK, R","609207105","2,309","0.3%","41,917","",""
"ACN","ACCENTURE PLC","COMMON STOCK, R","G1151C101","2,301","0.3%","10,926","",""
"IWP","ISHARES","SMALL CAP","464287481","2,248","0.3%","14,736","",""
"HON","HONEYWELL INTERNATIONAL","COMMON STOCK, R","438516106","2,248","0.3%","12,695","",""
"LOW","LOWE'S COMPANIES INC","COMMON STOCK, R","548661107","1,991","0.3%","16,626","",""
"ATMP","BARCLAYS","MLPS (ENERGY)","06742C723","1,985","0.3%","111,492","",""
"CMCSA","COMCAST CORP","COMMON STOCK, R","20030N101","1,924","0.3%","42,785","",""
"INTC","INTEL CORP","COMMON STOCK, R","458140100","1,868","0.2%","31,206","",""
"VEU","VANGUARD","GLOBAL MARKETS","922042775","1,860","0.2%","34,595","",""
"IVE","ISHARES","LARGE CAP","464287408","1,839","0.2%","14,138","",""
"OMC","OMNICOM GROUP, INC.","COMMON STOCK, R","681919106","1,838","0.2%","22,687","",""
"WMT","WALMART INC.","COMMON STOCK, R","931142103","1,829","0.2%","15,390","",""
"XOM","EXXON MOBIL CORP","COMMON STOCK, R","30231G102","1,814","0.2%","26,002","",""
"ITW","ILLINOIS TOOL WORKS INC","COMMON STOCK, R","452308109","1,750","0.2%","9,746","",""
"CSCO","CISCO SYSTEMS INC","COMMON STOCK, R","17275R102","1,726","0.2%","35,976","",""
"NFLX","NETFLIX INC COM","COMMON STOCK, R","64110L106","1,674","0.2%","5,175","",""
"ACES","ALPS","CLEAN ENERGY","00162Q460","1,629","0.2%","48,238","",""
"MRK","MERCK & CO INC","COMMON STOCK, R","58933Y105","1,605","0.2%","17,658","",""
"IJR","ISHARES","SMALL CAP","464287804","1,576","0.2%","18,800","",""
"LBRDK","LIBERTY BROADBAND CORP","COMMON STOCK, R","530307305","1,571","0.2%","12,492","",""
"TGT","TARGET CORP","COMMON STOCK, R","87612E106","1,525","0.2%","11,900","",""
"TEL","TE CONNECTIVITY LTD","COMMON STOCK, R","H84989104","1,524","0.2%","15,894","",""
"KO","COCA-COLA CO","COMMON STOCK, R","191216100","1,472","0.2%","26,588","",""
"HD","HOME DEPOT INC","COMMON STOCK, R","437076102","1,446","0.2%","6,616","",""
"WFC","WELLS FARGO & COMPANY","COMMON STOCK, R","949746101","1,431","0.2%","26,597","",""
"MCD","MC DONALDS CORP","COMMON STOCK, R","580135101","1,401","0.2%","7,088","",""
"LKQ","LKQ CORP","COMMON STOCK, R","501889208","1,399","0.2%","39,190","",""
"BMY","BRISTOL-MYERS SQUIBB CO","COMMON STOCK, R","110122108","1,351","0.2%","21,037","",""
"VZ","VERIZON COMMUNICATIONS","COMMON STOCK, R","92343V104","1,336","0.2%","21,758","",""
"SDY","SPDR","MULTI-CAP","78464A763","1,316","0.2%","12,230","",""
"T","AT&T INC","COMMON STOCK, R","00206R102","1,295","0.2%","33,133","",""
"RE","EVEREST RE GROUP LTD BERMUDA","COMMON STOCK, R","G3223R108","1,292","0.2%","4,668","",""
"ORCL","ORACLE CORP","COMMON STOCK, R","68389X105","1,292","0.2%","24,386","",""
"SLB","SCHLUMBERGER LTD","COMMON STOCK, R","806857108","1,289","0.2%","32,069","",""
"FIS","FIDELITY","COMMON STOCK, R","31620M106","1,285","0.2%","9,243","",""
"TJX","TJX COMPANIES INC","COMMON STOCK, R","872540109","1,264","0.2%","20,699","",""
"CB","CHUBB LTD","COMMON STOCK, R","H1467J104","1,250","0.2%","8,032","",""
"DG","DOLLAR GENERAL CORP","COMMON STOCK, R","256677105","1,231","0.2%","7,893","",""
"ISRG","INTUITIVE SURGICAL INC","COMMON STOCK, R","46120E602","1,186","0.2%","2,006","",""
"LUV","SOUTHWEST AIRLINES CO.","COMMON STOCK, R","844741108","1,158","0.2%","21,468","",""
"KHC","THE KRAFT HEINZ CO","COMMON STOCK, R","500754106","1,141","0.2%","35,494","",""
"MUB","ISHARES","HIGH YIELD TAX-","464288414","1,139","0.2%","10,000","",""
