"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","7,151,954","6.0%","15,058,012","",""
"MSFT","MICROSOFT CORP","COM","594918104","4,868,814","4.1%","14,476,729","",""
"AAPL","APPLE INC","COM","037833100","3,920,207","3.3%","22,076,969","",""
"AMZN","AMAZON COM INC","COM","023135106","3,415,231","2.9%","1,024,260","",""
"RY.TO","ROYAL BK CDA","COM","780087102","3,113,493","2.6%","29,294,665","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","2,855,312","2.4%","37,190,014","",""
"GOOG","ALPHABET INC","CAP STK CL C","02079K107","2,577,008","2.2%","890,592","",""
"META","META PLATFORMS INC","CL A","30303M102","2,060,059","1.7%","6,124,750","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","1,836,273","1.5%","30,363,763","",""
"QQQ","INVESCO QQQ TR","UNIT SER 1","46090E103","1,751,506","1.5%","4,402,427","",""
"NVDA","NVIDIA CORPORATION","COM","67066G104","1,719,657","1.4%","5,846,984","",""
"BNS.TO","BANK NOVA SCOTIA B C","COM","064149107","1,688,867","1.4%","23,822,364","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","1,622,914","1.4%","15,052,376","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","1,547,111","1.3%","12,577,123","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","1,379,691","1.2%","2,747,623","",""
"CM.TO","CANADIAN IMP BK COMM","COM","136069101","1,287,401","1.1%","11,028,696","",""
"TSLA","TESLA INC","COM","88160R101","1,146,092","1.0%","1,084,513","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","1,137,248","1.0%","29,073,358","",""
"V","VISA INC","COM CL A","92826C839","1,132,830","0.9%","5,227,401","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","1,053,519","0.9%","14,626,874","",""
"T.TO","TELUS CORPORATION","COM","87971M103","990,186","0.8%","41,985,722","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","988,250","0.8%","341,124","",""
"SHOP","SHOPIFY INC","CL A","82509L107","979,595","0.8%","710,780","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","938,214","0.8%","22,172,234","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","818,852","0.7%","32,680,358","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","809,910","0.7%","5,936,086","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","792,721","0.7%","10,531,590","",""
