"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"AAPL","APPLE INC","COM","037833100","4,633,872","4.1%","18,504,403","",""
"MSFT","MICROSOFT CORP","COM","594918104","3,988,184","3.5%","9,461,884","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","3,828,111","3.4%","6,531,721","",""
"RY.TO","ROYAL BK CDA","COM","780087102","3,764,538","3.3%","31,237,938","",""
"NVDA","NVIDIA CORPORATION","COM","67066G104","3,753,131","3.3%","27,947,960","",""
"META","META PLATFORMS INC","CL A","30303M102","2,118,903","1.9%","3,618,903","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","1,962,099","1.7%","36,873,016","",""
"AMZN","AMAZON COM INC","COM","023135106","1,875,058","1.7%","8,546,690","",""
"AVGO","BROADCOM INC","COM","11135F101","1,829,837","1.6%","7,892,675","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","1,709,214","1.5%","17,615,141","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","1,643,934","1.5%","38,752,759","",""
"CP.TO","CANADIAN PACIFIC KANSAS CITY","COM","13646K108","1,502,460","1.3%","20,761,327","",""
"CM.TO","CANADIAN IMPERIAL BK COMM","COM","136069101","1,492,138","1.3%","23,600,495","",""
"BN.TO","BROOKFIELD CORP","CL A LTD VT SH","11271J107","1,391,944","1.2%","24,230,140","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","1,311,608","1.2%","42,504,611","",""
"V","VISA INC","COM CL A","92826C839","1,197,247","1.1%","3,788,279","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","1,194,443","1.1%","11,768,500","",""
"JPM","JPMORGAN CHASE & CO.","COM","46625H100","1,188,836","1.1%","4,959,479","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","1,119,564","1.0%","2,213,191","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","1,097,867","1.0%","1,198,192","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","1,068,654","0.9%","34,803,859","",""
"BNS.TO","BANK NOVA SCOTIA HALIFAX","COM","064149107","1,017,933","0.9%","18,966,078","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","982,012","0.9%","27,525,431","",""
"LLY","ELI LILLY & CO","COM","532457108","970,972","0.9%","1,257,737","",""
"SHOP","SHOPIFY INC","CL A","82509L107","962,022","0.9%","9,044,000","",""
"SLF.TO","SUN LIFE FINANCIAL INC.","COM","866796105","933,239","0.8%","15,725,658","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","928,739","0.8%","4,906,176","",""
"BAM.TO","BROOKFIELD ASSET MANAGMT LTD","CL A LMT VTG SHS","113004105","903,322","0.8%","16,664,426","",""
"GOOG","ALPHABET INC","CAP STK CL C","02079K107","791,909","0.7%","4,158,317","",""
"TRP.TO","TC ENERGY CORP","COM","87807B107","765,626","0.7%","16,437,150","",""
"TRI.TO","THOMSON REUTERS CORP","COM","884903808","764,654","0.7%","4,764,429","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","682,563","0.6%","2,299,819","",""
"ETN","EATON CORP PLC","SHS","G29183103","642,463","0.6%","1,935,890","",""
"HD","HOME DEPOT INC","COM","437076102","639,670","0.6%","1,644,440","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","634,199","0.6%","3,698,507","",""
"TSLA","TESLA INC","COM","88160R101","606,979","0.5%","1,503,019","",""
"QQQ","INVESCO QQQ TR","UNIT SER 1","46090E103","596,697","0.5%","1,167,180","",""
"TJX","TJX COS INC NEW","COM","872540109","584,475","0.5%","4,837,972","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","525,813","0.5%","3,136,374","",""
"T.TO","TELUS CORPORATION","COM","87971M103","521,004","0.5%","38,445,822","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","515,294","0.5%","34,010,827","",""
"TMUS","T-MOBILE US INC","COM","872590104","514,075","0.5%","2,328,979","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","513,316","0.5%","974,831","",""
"NFLX","NETFLIX INC","COM","64110L106","512,836","0.5%","575,367","",""
"FTS.TO","FORTIS INC","COM","349553107","509,425","0.5%","12,266,121","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","496,630","0.4%","6,568,314","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","494,527","0.4%","6,324,291","",""
