Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
VST,Vistra Energy Corp,COM,92840M102,"1,518,559",7.5%,"66,370,568",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"384,046",1.9%,"12,346,240",,
WMB,WILLIAMS COS INC DEL,COM,969457100,"383,454",1.9%,"17,390,241",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"336,622",1.7%,"13,689,386",,
ET,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,"333,891",1.7%,"25,275,595",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"224,756",1.1%,"14,613,507",,
OKE,ONEOK INC NEW,COM,682680103,"147,444",0.7%,"2,732,979",,
AEP,AMERICAN ELEC PWR INC,COM,025537101,"98,365",0.5%,"1,316,101",,
NI,NISOURCE INC,COM,65473P105,"98,190",0.5%,"3,873,377",,
FE,FIRSTENERGY CORP,COM,337932107,"91,474",0.5%,"2,436,062",,
TRP,TRANSCANADA CORP,COM,89353D107,"90,386",0.4%,"2,527,685",,
CMS,CMS ENERGY CORP,COM,125896100,"88,540",0.4%,"1,783,293",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"84,471",0.4%,"2,840,866",,
SRE,SEMPRA ENERGY,COM,816851109,"64,340",0.3%,"594,695",,
TA.TO,Transalta Corporation,COMMON STOCK,89346D107,"57,410",0.3%,"14,007,164",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"56,318",0.3%,"324,003",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"53,947",0.3%,"911,429",,
XEL,XCEL ENERGY INC,COM,98389B100,"45,298",0.2%,"919,385",,
AEE,AMEREN CORP,COM,023608102,"43,451",0.2%,"666,120",,
EVRG,EVERGY INC,COM,30034W106,"40,206",0.2%,"708,224",,
