Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"330,072",1.6%,"5,950,000",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"243,735",1.2%,"6,120,018",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"194,467",1.0%,"5,735,000",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"144,225",0.7%,"4,551,400",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"51,889",0.3%,"1,329,000",,
CVX,CHEVRON CORP NEW,COM,166764100,"46,883",0.2%,"261,204",,
PBF,PBF ENERGY INC,CL A,69318G106,"42,390",0.2%,"1,039,500",,
XOM,EXXON MOBIL CORP,COM,30231G102,"40,038",0.2%,"362,998",,
PSX,PHILLIPS 66,COM,718546104,"34,963",0.2%,"335,931",,
DHT,DHT HOLDINGS INC,SHS NEW,Y2065G121,"27,446",0.1%,"3,090,800",,
STNG,SCORPIO TANKERS INC,SHS,Y7542C130,"21,889",0.1%,"407,100",,
FTI,TECHNIPFMC PLC,COM,G87110105,"19,621",0.1%,"1,609,600",,
TNK,TEEKAY TANKERS LTD,CL A,Y8565N300,"11,282",0.1%,"366,200",,
SM,SM ENERGY CO,COM,78454L100,"10,170",0.0%,"292,000",,
GLNG,GOLAR LNG LTD,SHS,G9456A100,"9,893",0.0%,"434,100",,
VIST,VISTA ENERGY S.A.B. DE C.V.,SPONSORED ADS,92837L109,"9,275",0.0%,"592,300",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"8,778",0.0%,"164,200",,
TDW,TIDEWATER INC NEW,COM,88642R109,"8,287",0.0%,"224,900",,
NE,NOBLE CORP PLC,ORD SHS A,G65431127,"6,723",0.0%,"178,298",,
NI,NISOURCE INC,COM,65473P105,"6,556",0.0%,"239,100",,
