Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CVX,CHEVRON CORP NEW,COM,166764100,"235,438",0.5%,"2,006,285",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"161,032",0.3%,"3,459,166",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"112,522",0.2%,"3,706,000",,
XOM,EXXON MOBIL CORP,COM,30231G102,"64,568",0.1%,"1,055,197",,
COP,CONOCOPHILLIPS,COM,20825C104,"46,339",0.1%,"641,994",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"36,142",0.1%,"2,278,831",,
PBR-A,PETROLEO BRASILEIRO SA PETRO,SP ADR NON VTG,71654V101,"26,441",0.1%,"2,615,300",,
VG,VONAGE HLDGS CORP,COM,92886T201,"23,794",0.1%,"1,144,500",,
WMB,WILLIAMS COS INC,COM,969457100,"22,188",0.0%,"852,076",,
EOG,EOG RES INC,COM,26875P101,"19,070",0.0%,"214,683",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"17,816",0.0%,"594,850",,
NI,NISOURCE INC,COM,65473P105,"16,044",0.0%,"581,100",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"13,964",0.0%,"481,676",,
CRK,COMSTOCK RES INC,COM,205768302,"13,096",0.0%,"1,618,800",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"12,530",0.0%,"123,542",,
MPC,MARATHON PETE CORP,COM,56585A102,"10,920",0.0%,"170,659",,
E,ENI S P A,SPONSORED ADR,26874R108,"9,307",0.0%,"336,600",,
VLO,VALERO ENERGY CORP,COM,91913Y100,"7,560",0.0%,"100,656",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"6,892",0.0%,"162,942",,
HCC,WARRIOR MET COAL INC,COM,93627C101,"6,458",0.0%,"251,200",,
