"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"GOOGL","ALPHABET INC CAP STK CL A","COMMON STOCK","02079K305","1,356,388","3.0%","1,298,138","",""
"MA","MASTERCARD INCORPORATED CL A","COMMON STOCK","57636Q104","1,307,217","2.9%","6,929,910","",""
"INFO","IHS MARKIT LTD SHS","COMMON STOCK","G47567105","1,056,784","2.4%","22,031,949","",""
"META","FACEBOOK INC CL A","COMMON STOCK","30303M102","877,663","2.0%","6,695,678","",""
"UNH","UNITEDHEALTH GROUP INC COM","COMMON STOCK","91324P102","808,802","1.8%","3,246,909","",""
"BABA","ALIBABA GROUP HLDG LTD SPONSORED ADS","DEPOSITORY RECEIPT","01609W102","796,334","1.8%","5,810,178","",""
"IAC","IAC INTERACTIVECORP COM","COMMON STOCK","44919P508","757,878","1.7%","4,140,853","",""
"ATUS","ALTICE USA INC CL A","COMMON STOCK","02156K103","698,221","1.6%","42,268,771","",""
"IQV","IQVIA HLDGS INC COM","COMMON STOCK","46266C105","685,993","1.5%","5,905,572","",""
"WP","WORLDPAY INC CL A","COMMON STOCK","981558109","602,193","1.3%","7,879,673","",""
"CNQ.TO","CANADIAN NAT RES LTD COM","COMMON STOCK","136385101","585,917","1.3%","24,296,079","",""
"FDX","FEDEX CORP COM","COMMON STOCK","31428X106","573,433","1.3%","3,554,710","",""
"GDX","VANECK VECTORS ETF TR GOLD MINERS ETF","PUBLIC FUND","92189F106","571,491","1.3%","27,100,000","",""
"LQD","ISHARES TR IBOXX INV CP ETF","PUBLIC FUND","464287242","544,683","1.2%","4,828,300","",""
"UNP","UNION PAC CORP COM","COMMON STOCK","907818108","540,811","1.2%","3,912,726","",""
"LYV","LIVE NATION ENTERTAINMENT IN COM","COMMON STOCK","538034109","532,997","1.2%","10,823,188","",""
"MSFT","MICROSOFT CORP COM","COMMON STOCK","594918104","503,539","1.1%","4,957,967","",""
"JNJ","JOHNSON & JOHNSON COM","COMMON STOCK","478160104","498,267","1.1%","3,861,364","",""
"MDLZ","MONDELEZ INTL INC CL A","COMMON STOCK","609207105","465,043","1.0%","11,618,330","",""
"BAC","BANK AMER CORP COM","COMMON STOCK","060505104","430,003","1.0%","17,452,880","",""
"NKE","NIKE INC CL B","COMMON STOCK","654106103","410,745","0.9%","5,540,600","",""
"XLNX","XILINX INC COM","COMMON STOCK","983919101","405,390","0.9%","4,760,172","",""
"ADSW","ADVANCED DISP SVCS INC DEL COM","COMMON STOCK","00790X101","396,703","0.9%","16,572,106","",""
"AIG","AMERICAN INTL GROUP INC COM NEW","COMMON STOCK","026874784","394,737","0.9%","10,016,993","",""
"LIN","LINDE PLC COM ADDED","COMMON STOCK","G5494J103","357,930","0.8%","2,294,029","",""
"AMZN","AMAZON COM INC COM","COMMON STOCK","023135106","352,379","0.8%","234,630","",""
"RY.TO","ROYAL BK CDA MONTREAL QUE COM","COMMON STOCK","780087102","350,874","0.8%","5,129,110","",""
"GDXJ","VANECK VECTORS ETF TR JR GOLD MINERS E","PUBLIC FUND","92189F791","347,501","0.8%","11,500,000","",""
"PFE","PFIZER INC COM","COMMON STOCK","717081103","344,375","0.8%","7,890,126","",""
"MRK","MERCK & CO INC COM","COMMON STOCK","58933Y105","342,362","0.8%","4,480,968","",""
"RACE","FERRARI N V COM","COMMON STOCK","N3167Y103","337,545","0.8%","3,402,871","",""
"ILMN","ILLUMINA INC COM","COMMON STOCK","452327109","337,143","0.8%","1,124,168","",""
"PEP","PEPSICO INC COM","COMMON STOCK","713448108","311,558","0.7%","2,820,280","",""
"","FIRST DATA CORP NEW COM CL A","COMMON STOCK","32008D106","306,187","0.7%","18,108,357","",""
"PG","PROCTER AND GAMBLE CO COM","COMMON STOCK","742718109","305,804","0.7%","3,327,132","",""
"AABA","ALTABA INC COM","PUBLIC FUND","021346101","303,003","0.7%","5,230,000","",""
"GOOG","ALPHABET INC CAP STK CL C","COMMON STOCK","02079K107","298,390","0.7%","288,154","",""
"SBAC","SBA COMMUNICATIONS CORP NEW CL A","REIT","78410G104","294,073","0.7%","1,816,653","",""
"AMGN","AMGEN INC COM","COMMON STOCK","031162100","291,770","0.7%","1,498,919","",""
"TIMB","TIM PARTICIPACOES S A SPONSORED ADR","DEPOSITORY RECEIPT","88706P205","288,408","0.6%","18,802,600","",""
"AKAM","AKAMAI TECHNOLOGIES INC COM","COMMON STOCK","00971T101","288,219","0.6%","4,719,117","",""
"DLR","DIGITAL RLTY TR INC COM","REIT","253868103","283,842","0.6%","2,664,148","",""
"KO","COCA COLA CO COM","COMMON STOCK","191216100","283,154","0.6%","5,980,528","",""
"EQH","AXA EQUITABLE HLDGS INC COM","COMMON STOCK","054561105","275,294","0.6%","16,555,432","",""
"PANW","PALO ALTO NETWORKS INC COM","COMMON STOCK","697435105","271,429","0.6%","1,441,210","",""
"LLY","LILLY ELI & CO COM","COMMON STOCK","532457108","259,241","0.6%","2,240,434","",""
