"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"GOOG","ALPHABET INC CAP STK CL C","COM","02079K107","1,271,486","6.4%","725,784","",""
"META","FACEBOOK INC CL A","COM","30303M102","1,152,553","5.8%","4,219,334","",""
"MSFT","MICROSOFT CORP","COM","594918104","819,774","4.1%","3,685,702","",""
"AAPL","APPLE INC","COM","037833100","712,029","3.6%","5,366,111","",""
"IYR","ISHARES TR U.S. REAL ES ETF","COM","464287739","699,409","3.5%","8,165,898","",""
"PM","PHILIP MORRIS INTL INC","COM","718172109","647,424","3.3%","7,820,069","",""
"AMZN","AMAZON COM INC","COM","023135106","480,928","2.4%","147,663","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","440,229","2.2%","1,669,368","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL CL B NEW","COM","084670702","378,206","1.9%","1,631,113","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","370,195","1.9%","2,913,312","",""
"C","CITIGROUP INC","COM","172967424","319,985","1.6%","5,189,503","",""
"BAC","BANK AMER CORP","COM","060505104","274,454","1.4%","9,054,909","",""
"WFC","WELLS FARGO & CO NEW COM","COM","949746101","269,096","1.4%","8,916,379","",""
"NKE","NIKE INC CL B","COM","654106103","256,302","1.3%","1,811,704","",""
"LRCX","LAM RESEARCH CORP","COM","512807108","254,747","1.3%","539,409","",""
"IWM","ISHARES RUSSELL ETF","COM","464287655","245,330","1.2%","1,251,300","",""
"KO","COCA COLA CO","COM","191216100","234,134","1.2%","4,269,401","",""
"TXN","TEXAS INSTRS INC","COM","882508104","228,437","1.1%","1,391,804","",""
"GOOGL","ALPHABET INC CAP STK CL A","COM","02079K305","227,587","1.1%","129,854","",""
"PG","PROCTER & GAMBLE CO COM","COM","742718109","220,329","1.1%","1,583,507","",""
"PEP","PEPSICO INC COM","COM","713448108","171,364","0.9%","1,155,521","",""
"INTC","INTEL CORP","COM","458140100","170,183","0.9%","3,415,953","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","169,744","0.9%","484,043","",""
"V","VISA INC COM CL A","COM","92826C839","158,916","0.8%","726,539","",""
"WMT","WAL-MART STORES INC","COM","931142103","158,012","0.8%","1,096,164","",""
"TSLA","TESLA MTRS INC","COM","88160R101","151,833","0.8%","215,162","",""
"AMAT","APPLIED MATLS INC","COM","038222105","151,019","0.8%","1,749,930","",""
"NVDA","NVIDIA CORP COM","COM","67066G104","127,624","0.6%","244,396","",""
"VZ","VERIZON COMMUNICATIONS INC COM","COM","92343V104","124,725","0.6%","2,122,982","",""
"NFLX","NETFLIX INC","COM","64110L106","122,818","0.6%","227,133","",""
"PYPL","PAYPAL HLDGS INC","COM","70450Y103","120,296","0.6%","513,645","",""
"MRK","MERCK & CO INC NEW","COM","58933Y105","119,407","0.6%","1,459,740","",""
"MDT","MEDTRONIC PLC","COM","G5960L103","118,483","0.6%","1,011,467","",""
"NEE","NEXTERA ENERGY INC COM","COM","65339F101","113,393","0.6%","1,469,779","",""
"DIS","DISNEY WALT CO","COM","254687106","112,496","0.6%","620,907","",""
