"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"GOOGL","ALPHABET INC","COMMON STOCK","02079K305","1,485,617","2.6%","16,838,010","",""
"UNH","UNITEDHEALTH GROUP INC","COMMON STOCK","91324P102","1,288,104","2.3%","2,429,561","",""
"CIVI","CIVITAS RESOURCES INC","COMMON STOCK","17888H103","1,239,629","2.2%","21,398,753","",""
"CNQ.TO","CANADIAN NAT RES LTD","COMMON STOCK","136385101","1,228,846","2.2%","22,144,239","",""
"INFA","INFORMATICA INC","COMMON STOCK","45674M101","1,196,426","2.1%","73,445,447","",""
"MA","MASTERCARD INCORPORATED","COMMON STOCK","57636Q104","1,094,094","1.9%","3,146,392","",""
"WTRG","ESSENTIAL UTILS INC","COMMON STOCK","29670G102","1,033,884","1.8%","21,661,095","",""
"SRAD","SPORTRADAR GROUP AG","COMMON STOCK","H8088L103","972,167","1.7%","97,607,178","",""
"LIN","LINDE PLC","COMMON STOCK","G5494J103","913,637","1.6%","2,801,023","",""
"NVDA","NVIDIA CORPORATION","COMMON STOCK","67066G104","795,921","1.4%","5,446,294","",""
"BNS.TO","BANK NOVA SCOTIA HALIFAX","COMMON STOCK","064149107","769,220","1.4%","15,710,820","",""
"UNP","UNION PAC CORP","COMMON STOCK","907818108","758,955","1.3%","3,665,214","",""
"RY.TO","ROYAL BK CDA SUSTAINABL","COMMON STOCK","780087102","705,732","1.3%","7,511,645","",""
"D","DOMINION ENERGY INC","COMMON STOCK","25746U109","693,176","1.2%","11,304,255","",""
"TD","TORONTO DOMINION BK ONT","COMMON STOCK","891160509","679,286","1.2%","10,498,449","",""
"SPY","SPDR S&P 500 ETF TR","PUBLIC FUND","78462F103","651,087","1.2%","1,702,500","",""
"IQV","IQVIA HLDGS INC","COMMON STOCK","46266C105","633,701","1.1%","3,092,885","",""
"TRP.TO","TC ENERGY CORP","COMMON STOCK","87807B107","628,429","1.1%","15,774,185","",""
