"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"BABA","ALIBABA GROUP HLDG LTD","DEPOSITORY RECEIPT","01609W102","2,969,710","5.8%","14,001,461","",""
"INFO","IHS MARKIT LTD","COMMON STOCK","G47567105","1,660,107","3.3%","22,031,949","",""
"GOOGL","ALPHABET INC","COMMON STOCK","02079K305","1,567,216","3.1%","1,170,097","",""
"MA","MASTERCARD INC","COMMON STOCK","57636Q104","1,500,615","2.9%","5,025,670","",""
"SPY","SPDR S&P 500 ETF TR","PUBLIC FUND","78462F103","1,123,291","2.2%","3,490,000","",""
"RCL","ROYAL CARIBBEAN CRUISES LTD","COMMON STOCK","V7780T103","1,081,763","2.1%","8,102,492","",""
"META","FACEBOOK INC","COMMON STOCK","30303M102","870,081","1.7%","4,239,126","",""
"IAC","IAC INTERACTIVECORP","COMMON STOCK","44919P508","846,594","1.7%","3,398,475","",""
"UNH","UNITEDHEALTH GROUP INC","COMMON STOCK","91324P102","834,045","1.6%","2,837,081","",""
"CNQ.TO","CANADIAN NAT RES LTD","COMMON STOCK","136385101","827,885","1.6%","25,560,959","",""
"LYV","LIVE NATION ENTERTAINMENT IN","COMMON STOCK","538034109","763,914","1.5%","10,688,598","",""
"LIN","LINDE PLC","COMMON STOCK","G5494J103","751,734","1.5%","3,524,972","",""
"UNP","UNION PACIFIC CORP","COMMON STOCK","907818108","710,849","1.4%","3,931,907","",""
"NVDA","NVIDIA CORP","COMMON STOCK","67066G104","708,380","1.4%","3,010,538","",""
"IQV","IQVIA HLDGS INC","COMMON STOCK","46266C105","632,670","1.2%","4,094,685","",""
"BAC","BANK AMER CORP","COMMON STOCK","060505104","585,346","1.1%","16,619,705","",""
"JNJ","JOHNSON & JOHNSON","COMMON STOCK","478160104","573,326","1.1%","3,930,390","",""
"SBAC","SBA COMMUNICATIONS CORP NEW","REIT","78410G104","554,994","1.1%","2,302,977","",""
"ADSW","ADVANCED DISP SVCS INC DEL","COMMON STOCK","00790X101","544,725","1.1%","16,572,106","",""
"GDX","VANECK VECTORS ETF TRUST","PUBLIC FUND","92189F106","494,832","1.0%","16,900,000","",""
"XLNX","XILINX INC","COMMON STOCK","983919101","453,440","0.9%","4,637,827","",""
"MSFT","MICROSOFT CORP","COMMON STOCK","594918104","445,087","0.9%","2,822,367","",""
"JPM","JPMORGAN CHASE & CO","COMMON STOCK","46625H100","436,726","0.9%","3,132,900","",""
"MDLZ","MONDELEZ INTL INC","COMMON STOCK","609207105","427,433","0.8%","7,760,227","",""
"AAPL","APPLE INC","COMMON STOCK","037833100","422,066","0.8%","1,437,310","",""
"NKE","NIKE INC","COMMON STOCK","654106103","416,198","0.8%","4,108,164","",""
"IWM","ISHARES TR","PUBLIC FUND","464287655","414,175","0.8%","2,500,000","",""
"EQH","AXA EQUITABLE HLDGS INC","COMMON STOCK","054561105","411,816","0.8%","16,618,882","",""
"AKAM","AKAMAI TECHNOLOGIES INC","COMMON STOCK","00971T101","408,220","0.8%","4,725,868","",""
"RY.TO","ROYAL BK CDA MONTREAL QUE","COMMON STOCK","780087102","402,514","0.8%","5,079,900","",""
"LQD","ISHARES TR","PUBLIC FUND","464287242","391,340","0.8%","3,058,300","",""
"DLR","DIGITAL RLTY TR INC","REIT","253868103","389,993","0.8%","3,257,002","",""
"AMZN","AMAZON COM INC","COMMON STOCK","023135106","388,834","0.8%","210,426","",""
"MRK","MERCK & CO INC","COMMON STOCK","58933Y105","366,118","0.7%","4,025,483","",""
"FDX","FEDEX CORP","COMMON STOCK","31428X106","354,944","0.7%","2,347,355","",""
"PANW","PALO ALTO NETWORKS INC","COMMON STOCK","697435105","335,295","0.7%","1,449,927","",""
"0A2Z.IL","TENCENT MUSIC ENTMT GROUP","DEPOSITORY RECEIPT","88034P109","317,267","0.6%","27,024,406","",""
"ESGR","ENSTAR GROUP LIMITED","COMMON STOCK","G3075P101","310,541","0.6%","1,501,211","",""
"QQQ","INVESCO QQQ TR","PUBLIC FUND","46090E103","308,285","0.6%","1,450,000","",""
"ATUS","ALTICE USA INC","COMMON STOCK","02156K103","306,008","0.6%","11,192,697","",""
"AMT","AMERICAN TOWER CORP NEW","COMMON STOCK","03027X100","298,148","0.6%","1,297,310","",""
