"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"GOOGL","ALPHABET INC","COMMON STOCK","02079K305","2,801,385","3.5%","20,054,300","",""
"INFA","INFORMATICA INC","COMMON STOCK","45674M101","2,085,116","2.6%","73,445,447","",""
"NVDA","NVIDIA CORPORATION","COMMON STOCK","67066G104","1,905,325","2.4%","3,847,433","",""
"MA","MASTERCARD INCORPORATED","COMMON STOCK","57636Q104","1,678,211","2.1%","3,934,752","",""
"CNQ.TO","CANADIAN NAT RES LTD","COMMON STOCK","136385101","1,408,183","1.8%","21,389,589","",""
"UNH","UNITEDHEALTH GROUP INC","COMMON STOCK","91324P102","1,406,418","1.8%","2,671,413","",""
"MSFT","MICROSOFT CORP","COMMON STOCK","594918104","1,330,062","1.7%","3,537,025","",""
"LIN","LINDE PLC","COMMON STOCK","G54950103","1,160,885","1.5%","2,826,534","",""
"CIVI","CIVITAS RESOURCES INC","COMMON STOCK","17888H103","1,126,951","1.4%","16,480,721","",""
"SPY","SPDR S&P 500 ETF TR","PUBLIC FUND","78462F103","1,059,228","1.3%","2,228,500","",""
"AMZN","AMAZON COM INC","COMMON STOCK","023135106","1,058,219","1.3%","6,964,717","",""
"META","META PLATFORMS INC","COMMON STOCK","30303M102","928,393","1.2%","2,622,878","",""
"UNP","UNION PAC CORP","COMMON STOCK","907818108","906,573","1.1%","3,690,961","",""
"COST","COSTCO WHSL CORP NEW","COMMON STOCK","22160K105","894,641","1.1%","1,355,353","",""
"SRAD","SPORTRADAR GROUP AG","COMMON STOCK","H8088L103","879,083","1.1%","79,555,080","",""
"AAPL","APPLE INC","COMMON STOCK","037833100","859,657","1.1%","4,465,059","",""
"LYV","LIVE NATION ENTERTAINMENT IN","COMMON STOCK","538034109","833,709","1.1%","8,907,156","",""
"WTRG","ESSENTIAL UTILS INC","COMMON STOCK","29670G102","809,041","1.0%","21,661,095","",""
"QQQ","INVESCO QQQ TR","PUBLIC FUND","46090E103","728,945","0.9%","1,780,000","",""
"PG","PROCTER AND GAMBLE CO","COMMON STOCK","742718109","695,689","0.9%","4,747,439","",""
"GOOG","ALPHABET INC","COMMON STOCK","02079K107","695,677","0.9%","4,936,337","",""
"IQV","IQVIA HLDGS INC","COMMON STOCK","46266C105","693,800","0.9%","2,998,531","",""
"PANW","PALO ALTO NETWORKS INC","COMMON STOCK","697435105","632,140","0.8%","2,143,722","",""
"TMUS","T-MOBILE US INC","COMMON STOCK","872590104","606,907","0.8%","3,785,366","",""
"DLR","DIGITAL RLTY TR INC","REIT","253868103","605,360","0.8%","4,498,149","",""
"EQH","EQUITABLE HLDGS INC","COMMON STOCK","29452E101","604,953","0.8%","18,166,769","",""
"RNW","RENEW ENERGY GLOBAL PLC","COMMON STOCK","G7500M104","585,998","0.7%","76,501,166","",""
"EQIX","EQUINIX INC","REIT","29444U700","582,981","0.7%","723,850","",""
"PEP","PEPSICO INC","COMMON STOCK","713448108","579,605","0.7%","3,412,655","",""
"NFLX","NETFLIX INC","COMMON STOCK","64110L106","559,960","0.7%","1,150,099","",""
"LLY","ELI LILLY & CO","COMMON STOCK","532457108","551,169","0.7%","945,532","",""
"BAC","BANK AMERICA CORP","COMMON STOCK","060505104","549,547","0.7%","16,321,574","",""
"D","DOMINION ENERGY INC","COMMON STOCK","25746U109","539,072","0.7%","11,469,631","",""
"KO","COCA COLA CO","COMMON STOCK","191216100","531,309","0.7%","9,015,945","",""
"PLD","PROLOGIS INC.","REIT","74340W103","520,368","0.7%","3,903,737","",""
"ARE","ALEXANDRIA REAL ESTATE EQ IN","REIT","015271109","511,909","0.6%","4,038,096","",""
"AVTR","AVANTOR INC","COMMON STOCK","05352A100","507,235","0.6%","22,217,943","",""
"EDR","ENDEAVOR GROUP HLDGS INC","COMMON STOCK","29260Y109","499,248","0.6%","21,038,712","",""
"JPM","JPMORGAN CHASE & CO","COMMON STOCK","46625H100","495,776","0.6%","2,914,619","",""
"TRP.TO","TC ENERGY CORP","COMMON STOCK","87807B107","485,958","0.6%","12,379,924","",""
"RCL","ROYAL CARIBBEAN GROUP","COMMON STOCK","V7780T103","466,638","0.6%","3,603,668","",""
"WMT","WALMART INC","COMMON STOCK","931142103","456,668","0.6%","2,896,721","",""
"AVGO","BROADCOM INC","COMMON STOCK","11135F101","453,784","0.6%","406,526","",""
"TD","TORONTO DOMINION BK ONT","COMMON STOCK","891160509","450,433","0.6%","6,936,955","",""
"BKNG","BOOKING HOLDINGS INC","COMMON STOCK","09857L108","445,615","0.6%","125,624","",""
"SHOP","SHOPIFY INC","COMMON STOCK","82509L107","443,373","0.6%","5,674,864","",""
"JNJ","JOHNSON & JOHNSON","COMMON STOCK","478160104","436,364","0.6%","2,784,005","",""
"INVH","INVITATION HOMES INC","REIT","46187W107","420,763","0.5%","12,335,488","",""
"AMD","ADVANCED MICRO DEVICES INC","COMMON STOCK","007903107","417,488","0.5%","2,832,157","",""
"BSX","BOSTON SCIENTIFIC CORP","COMMON STOCK","101137107","397,135","0.5%","6,869,660","",""
"ABBV","ABBVIE INC","COMMON STOCK","00287Y109","369,039","0.5%","2,381,363","",""
"RY.TO","ROYAL BK CDA","COMMON STOCK","780087102","364,525","0.5%","3,587,044","",""
"MS","MORGAN STANLEY","COMMON STOCK","617446448","353,982","0.4%","3,796,054","",""
"DLTR","DOLLAR TREE INC","COMMON STOCK","256746108","353,561","0.4%","2,488,991","",""
"DHR","DANAHER CORPORATION","COMMON STOCK","235851102","352,315","0.4%","1,522,932","",""
"IWM","ISHARES TR","PUBLIC FUND","464287655","345,823","0.4%","1,723,000","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COMMON STOCK","883556102","344,566","0.4%","649,158","",""
"MRK","MERCK & CO INC","COMMON STOCK","58933Y105","341,055","0.4%","3,128,371","",""
"CRM","SALESFORCE INC","COMMON STOCK","79466L302","326,055","0.4%","1,239,096","",""
"AVB","AVALONBAY CMNTYS INC","REIT","053484101","324,129","0.4%","1,731,275","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","COMMON STOCK","084670702","317,918","0.4%","891,376","",""
"HD","HOME DEPOT INC","COMMON STOCK","437076102","317,669","0.4%","916,664","",""
"VSAT","VIASAT INC","COMMON STOCK","92552V100","317,421","0.4%","11,356,776","",""
"AMT","AMERICAN TOWER CORP NEW","COMMON STOCK","03027X100","311,418","0.4%","1,442,555","",""
"MELI","MERCADOLIBRE INC","COMMON STOCK","58733R102","310,564","0.4%","197,618","",""
"FYBR","FRONTIER COMMUNICATIONS PARE","COMMON STOCK","35909D109","309,688","0.4%","12,221,319","",""
"LNG","CHENIERE ENERGY INC","COMMON STOCK","16411R208","301,816","0.4%","1,768,010","",""
"EQR","EQUITY RESIDENTIAL","REIT","29476L107","300,134","0.4%","4,907,360","",""
"PM","PHILIP MORRIS INTL INC","COMMON STOCK","718172109","298,959","0.4%","3,177,718","",""
"MDLZ","MONDELEZ INTL INC","COMMON STOCK","609207105","296,759","0.4%","4,097,197","",""
"CNR.TO","CANADIAN NATL RY CO","COMMON STOCK","136375102","295,818","0.4%","2,342,040","",""
