"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"MAC","MACERICH CO","COM","554382101","1,007,828","25%","23,286,237","",""
"SITE","SITEONE LANDSCAPE SUPPLY INC","COM","82982L103","110,540","2.7%","2,000,000","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","80,390","2.0%","426,134","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","79,091","2.0%","75,688","",""
"V","VISA INC","COM CL A","92826C839","73,813","1.8%","559,443","",""
"DHR","DANAHER CORP DEL","COM","235851102","69,088","1.7%","669,973","",""
"CB","CHUBB LIMITED","COM","H1467J104","64,746","1.6%","501,208","",""
"","MICROCHIP TECHNOLOGY INC","NOTE 1.625% 2/1","595017AD6","63,605","1.6%","","45,000,000",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","62,395","1.5%","1,832,463","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","60,118","1.5%","268,637","",""
"BB.TO","BLACKBERRY LTD","COM","09228F103","56,930","1.4%","8,000,488","",""
"HD","HOME DEPOT INC","COM","437076102","53,078","1.3%","308,917","",""
"TRUE","TRUECAR INC","COM","89785L107","53,001","1.3%","5,850,000","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","49,484","1.2%","383,445","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","49,295","1.2%","663,836","",""
"AIG","AMERICAN INTL GROUP INC","COM NEW","026874784","47,871","1.2%","1,214,683","",""
"FRC","FIRST REP BK SAN FRANCISCO C","COM","33616C100","45,834","1.1%","527,430","",""
"AMZN","AMAZON COM INC","COM","023135106","45,528","1.1%","30,312","",""
"MMM","3M CO","COM","88579Y101","41,524","1.0%","217,928","",""
"ZTO","ZTO EXPRESS CAYMAN INC","SPONSORED ADR","98980A105","40,032","1.0%","2,528,900","",""
"CRM","SALESFORCE COM INC","COM","79466L302","39,898","1.0%","291,289","",""
"HEI-A","HEICO CORP NEW","CL A","422806208","38,543","1.0%","611,801","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","37,850","0.9%","5,000,000","","call"
"WAT","WATERS CORP","COM","941848103","32,664","0.8%","173,146","",""
"BV","BRIGHTVIEW HLDGS INC","COM","10948C107","29,502","0.7%","2,889,540","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","CL B NEW","084670702","29,134","0.7%","142,687","",""
"ZTS","ZOETIS INC","CL A","98978V103","28,010","0.7%","327,447","",""
"MCD","MCDONALDS CORP","COM","580135101","27,073","0.7%","152,466","",""
"LIN","LINDE PLC","COM","G5494J103","25,870","0.6%","165,791","",""
"MTD","METTLER TOLEDO INTERNATIONAL","COM","592688105","24,564","0.6%","43,431","",""
"YEXT","YEXT INC","COM","98585N106","24,503","0.6%","1,650,000","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","23,949","0.6%","106,291","",""
"","TESLA INC","NOTE 1.250% 3/0","88160RAC5","23,642","0.6%","","21,000,000",""
"NTLA","INTELLIA THERAPEUTICS INC","COM","45826J105","22,659","0.6%","1,660,000","",""
