Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
NFG,NATIONAL FUEL GAS CO N J,COM,636180101,"8,383",0.1%,"167,099",,
ATO,ATMOS ENERGY CORP,COM,049560105,"7,570",0.1%,"65,315",,
OGS,ONE GAS INC,COM,68235P108,"7,477",0.1%,"117,342",,
MPC,MARATHON PETE CORP,COM,56585A102,"6,326",0.1%,"42,640",,
COP,CONOCOPHILLIPS,COM,20825C104,"6,277",0.1%,"54,085",,
CHRD,CHORD ENERGY CORPORATION,COM NEW,674215207,"6,173",0.1%,"37,140",,
CTRA,CABOT OIL & GAS CORP,COM,127097103,"6,016",0.1%,"235,762",,
EOG,EOG RES INC,COM,26875P101,"5,920",0.1%,"48,949",,
BKH,BLACK HILLS CORP,COM,092113109,"3,852",0.0%,"71,413",,
NJR,NEW JERSEY RES,COM,646025106,"3,555",0.0%,"79,751",,
PSX,PHILLIPS 66,COM,718546104,"3,326",0.0%,"24,984",,
DINO,HF SINCLAIR CORP,COM,403949100,"2,862",0.0%,"51,518",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"2,221",0.0%,"38,988",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"2,143",0.0%,"13,823",,
VLO,VALERO ENERGY CORP NEW,COM,91913Y100,"1,881",0.0%,"14,475",,
OKE,ONEOK INC NEW,COM,682680103,"1,740",0.0%,"24,784",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"1,601",0.0%,"44,296",,
XOM,EXXON MOBIL CORP,COM,30231G102,"1,271",0.0%,"12,713",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,606,0.0%,"34,377",,
TRGP,TARGA RES CORP,COM,87612G101,590,0.0%,"6,793",,
