Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"1,988,663",1.5%,"50,004,092",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"1,773,779",1.3%,"33,272,919",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"1,248,579",0.9%,"38,066,392",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"1,010,081",0.8%,"31,223,501",,
FTS.TO,FORTIS INC,COM,349553107,"851,165",0.6%,"20,500,083",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"737,407",0.6%,"19,897,649",,
ET,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,"588,077",0.4%,"45,836,090",,
CVX,CHEVRON CORP NEW,COM,166764100,"463,828",0.3%,"3,848,885",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"433,426",0.3%,"15,391,578",,
XOM,EXXON MOBIL CORP,COM,30231G102,"351,170",0.3%,"5,032,511",,
COP,CONOCOPHILLIPS,COM,20825C104,"320,197",0.2%,"4,923,825",,
AES,AES CORP,COM,00130H105,"214,967",0.2%,"10,802,346",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"207,305",0.2%,"20,424,181",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"159,929",0.1%,"660,421",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"152,562",0.1%,"738,662",,
TA.TO,TRANSALTA CORP,COM,89346D107,"139,569",0.1%,"19,492,892",,
SO,SOUTHERN CO,COM,842587107,"129,813",0.1%,"2,037,851",,
VEA,VANGUARD TAX MANAGED INTL FD,FTSE DEV MKT ETF,921943858,"128,444",0.1%,"2,915,194",,
PPL,PPL CORP,COM,69351T106,"115,825",0.1%,"3,228,170",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"102,074",0.1%,"1,119,100",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"101,479",0.1%,"3,833,748",,
CSX,CSX CORP,COM,126408103,"98,586",0.1%,"1,362,449",,
CTRA,CABOT OIL & GAS CORP,COM,127097103,"92,349",0.1%,"5,304,231",,
