"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"RY.TO","ROYAL BK CDA MONTREAL QUE","COM","780087102","830,891","3.9%","12,126,248","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","682,127","3.2%","13,719,364","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","506,908","2.4%","7,756,827","",""
"EZU","ISHARES INC","MSCI EURZONE ETF","464286608","492,334","2.3%","14,042,612","",""
"MSFT","MICROSOFT CORP","COM","594918104","468,105","2.2%","4,609,489","",""
"CM.TO","CDN IMPERIAL BK COMM TORONTO","COM","136069101","455,949","2.1%","6,116,847","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","430,247","2.0%","1,709,975","",""
"AMZN","AMAZON COM INC","COM","023135106","405,011","1.9%","269,653","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","368,967","1.7%","11,871,528","",""
"BCE.TO","BCE INC","COM NEW","05534B760","349,650","1.6%","8,843,663","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","344,004","1.6%","8,807,066","",""
"VT","VANGUARD INTL EQUITY INDEX F","TT WRLD ST ETF","922042742","323,450","1.5%","4,941,185","",""
"FXI","ISHARES TR","CHINA LG-CAP ETF","464287184","304,418","1.4%","7,789,611","",""
"GOOG","ALPHABET INC","CAP STK CL C","02079K107","282,621","1.3%","272,904","",""
"EMB","ISHARES TR","JPMORGAN USD EMG","464288281","267,475","1.3%","2,574,103","",""
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","253,057","1.2%","6,641,916","",""
"AAPL","APPLE INC","COM","037833100","241,048","1.1%","1,528,136","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","237,711","1.1%","6,198,458","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","235,636","1.1%","3,179,547","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","CL B NEW","084670702","233,835","1.1%","1,145,238","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","231,727","1.1%","1,795,957","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","229,172","1.1%","16,150,255","",""
"TRP","TRANSCANADA CORP","COM","89353D107","225,304","1.1%","6,311,030","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","204,148","1.0%","816,853","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","191,875","0.9%","6,860,029","",""
"BAP","CREDICORP LTD","COM","G2519Y108","183,295","0.9%","826,880","",""
"EMLC","VANECK VECTORS ETF TR","JP MORGAN MKTS","92189H300","175,875","0.8%","5,329,545","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","170,734","0.8%","163,389","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","163,636","0.8%","3,551,715","",""
"META","FACEBOOK INC","CL A","30303M102","155,575","0.7%","1,186,779","",""
"T.TO","TELUS CORP","COM","87971M103","147,018","0.7%","4,436,257","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","143,926","0.7%","2,807,772","",""
"AABA","ALTABA INC","COM","021346101","142,289","0.7%","2,455,795","",""
"MDT","MEDTRONIC PLC","SHS","G5960L103","139,861","0.7%","1,537,763","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","138,494","0.6%","2,946,679","",""
"EWP","ISHARES INC","MSCI SPAIN ETF","464286764","137,131","0.6%","5,113,012","",""
"PPL.TO","PEMBINA PIPELINE CORP","COM","706327103","133,406","0.6%","4,496,340","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","132,831","0.6%","5,504,793","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","130,066","0.6%","1,332,373","",""
"PFE","PFIZER INC","COM","717081103","129,805","0.6%","2,974,367","",""
"SLF.TO","SUN LIFE FINL INC","COM","866796105","127,204","0.6%","3,832,600","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","127,021","0.6%","1,382,125","",""
"KO","COCA COLA CO","COM","191216100","125,733","0.6%","2,655,808","",""
"FTS.TO","FORTIS INC","COM","349553107","121,485","0.6%","3,641,647","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","113,309","0.5%","2,015,878","",""
"EWJ","ISHARES INC","MSCI JPN ETF NEW","46434G822","113,172","0.5%","2,232,629","",""
"ADBE","ADOBE INC","COM","00724F101","107,235","0.5%","474,041","",""
"AGG","ISHARES TR","CORE US AGGBD ET","464287226","106,490","0.5%","1,000,000","",""
"INTC","INTEL CORP","COM","458140100","106,105","0.5%","2,261,397","",""
"PM","PHILIP MORRIS INTL INC","COM","718172109","102,754","0.5%","1,539,401","",""
"T","AT&T INC","COM","00206R102","102,240","0.5%","3,583,371","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","99,644","0.5%","560,992","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","91,079","0.4%","1,336,254","",""
"SMH","VANECK VECTORS ETF TR","SEMICONDUCTOR ET","92189F676","87,280","0.4%","1,000,000","",""
"UNP","UNION PAC CORP","COM","907818108","87,022","0.4%","629,625","",""
"HD","HOME DEPOT INC","COM","437076102","85,503","0.4%","497,633","",""
"SJR-B.TO","SHAW COMMUNICATIONS INC","CL B CONV","82028K200","84,737","0.4%","4,684,195","",""
"BKNG","BOOKING HLDGS INC","COM","09857L108","83,347","0.4%","48,390","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","82,111","0.4%","2,412,059","",""
"CVX","CHEVRON CORP NEW","COM","166764100","80,559","0.4%","740,502","",""
"CMI","CUMMINS INC","COM","231021106","80,314","0.4%","600,989","",""
"","RED HAT INC","NOTE 0.250%10/0","756577AD4","79,760","0.4%","33,585,703","",""
"TFCF","TWENTY FIRST CENTY FOX INC","CL B","90130A200","79,045","0.4%","1,654,407","",""
"NKE","NIKE INC","CL B","654106103","78,164","0.4%","1,054,425","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","76,206","0.4%","1,218,488","",""
"ABT","ABBOTT LABS","COM","002824100","74,208","0.3%","1,026,124","",""
"DHR","DANAHER CORP DEL","COM","235851102","73,693","0.3%","714,700","",""
"BAC","BANK AMER CORP","COM","060505104","72,065","0.3%","2,925,914","",""
"MO","ALTRIA GROUP INC","COM","02209S103","71,973","0.3%","1,457,518","",""
"EWW","ISHARES INC","MSCI MEXICO ETF","464286822","70,348","0.3%","1,708,305","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","69,897","0.3%","312,375","",""
"TFCFA","TWENTY FIRST CENTY FOX INC","CL A","90130A101","69,480","0.3%","1,443,996","",""
"HCA","HCA HEALTHCARE INC","COM","40412C101","69,368","0.3%","557,426","",""
"GIB","GROUPE CGI INC","CL A SUB VTG","39945C109","69,135","0.3%","1,129,839","",""
"WMT","WALMART INC","COM","931142103","67,549","0.3%","725,306","",""
"IWM","ISHARES TR","RUSSELL 2000 ETF","464287655","66,950","0.3%","500,000","","call"
"CSCO","CISCO SYS INC","COM","17275R102","66,847","0.3%","1,543,239","",""
"LLY","LILLY ELI & CO","COM","532457108","64,991","0.3%","561,714","",""
"BMY","BRISTOL MYERS SQUIBB CO","COM","110122108","64,939","0.3%","1,249,523","",""
"V","VISA INC","COM CL A","92826C839","64,592","0.3%","489,556","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","62,918","0.3%","4,646,824","",""
"AAXJ","ISHARES TR","MSCI AC ASIA ETF","464288182","62,575","0.3%","984,968","",""
"PEP","PEPSICO INC","COM","713448108","61,935","0.3%","560,762","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","61,779","0.3%","832,033","",""
"CRM","SALESFORCE COM INC","COM","79466L302","60,882","0.3%","444,565","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","59,736","0.3%","239,788","",""
"AMGN","AMGEN INC","COM","031162100","58,809","0.3%","302,095","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","58,202","0.3%","308,519","",""
"MG.TO","MAGNA INTL INC","COM","559222401","58,153","0.3%","1,279,494","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","56,981","0.3%","1,089,503","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","56,415","0.3%","117,797","",""
"MRK","MERCK & CO INC","COM","58933Y105","54,811","0.3%","717,601","",""
"NLOK","SYMANTEC CORP","COM","871503108","54,015","0.3%","2,858,792","",""
"MCHI","ISHARES TR","MSCI CHINA ETF","46429B671","52,620","0.2%","1,000,000","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","52,172","0.2%","458,977","",""
"C","CITIGROUP INC","COM NEW","172967424","52,107","0.2%","1,001,271","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","51,984","0.2%","847,014","",""
"","ANTHEM INC","NOTE 2.750%10/1","94973VBG1","51,107","0.2%","14,149,264","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","51,046","0.2%","727,459","",""
"TJX","TJX COS INC NEW","COM","872540109","48,697","0.2%","1,088,608","",""
"LMT","LOCKHEED MARTIN CORP","COM","539830109","47,951","0.2%","183,130","",""
"GD","GENERAL DYNAMICS CORP","COM","369550108","47,178","0.2%","300,131","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","45,569","0.2%","347,579","",""
"ABBV","ABBVIE INC","COM","00287Y109","45,292","0.2%","491,447","",""
"INTU","INTUIT","COM","461202103","45,209","0.2%","229,692","",""
"ORCL","ORACLE CORP","COM","68389X105","44,338","0.2%","982,015","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","44,091","0.2%","216,439","",""
"LOW","LOWES COS INC","COM","548661107","43,202","0.2%","467,852","",""
"TECK-B.TO","TECK RESOURCES LTD","CL B","878742204","42,812","0.2%","1,987,568","",""
"DIS","DISNEY WALT CO","COM DISNEY","254687106","42,783","0.2%","390,176","",""
"MGM","MGM RESORTS INTERNATIONAL","COM","552953101","42,537","0.2%","1,753,463","",""
