Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
XOM,EXXON MOBIL CORP,COM,30231G102,"221,610",1.9%,"2,060,151",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"109,780",1.0%,"1,531,329",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"100,630",0.9%,"2,372,192",,
HES,HESS CORP,COM,42809H107,"97,236",0.9%,"731,050",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"96,235",0.8%,"3,118,654",,
SQ,BLOCK INC,CL A,852234103,"17,608",0.2%,"207,188",,
CVX,CHEVRON CORP NEW,COM,166764100,"12,137",0.1%,"83,799",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"12,044",0.1%,"128,077",,
CMS,CMS ENERGY CORP,COM,125896100,"10,979",0.1%,"164,728",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"8,722",0.1%,"141,600",,
PGR,PROGRESSIVE CORP,COM,743315103,"8,668",0.1%,"36,178",,
COP,CONOCOPHILLIPS,COM,20825C104,"7,098",0.1%,"71,584",,
EOG,EOG RES INC,COM,26875P101,"4,152",0.0%,"33,876",,
SO,SOUTHERN CO,COM,842587107,"3,758",0.0%,"45,661",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"3,468",0.0%,"32,194",,
VST,VISTRA CORP,COM,92840M102,"3,344",0.0%,"24,259",,
WMB,WILLIAMS COS INC,COM,969457100,"2,837",0.0%,"52,426",,
CSX,CSX CORP,COM,126408103,"2,664",0.0%,"82,555",,
ECL,ECOLAB INC,COM,278865100,"2,513",0.0%,"10,726",,
OKE,ONEOK INC NEW,COM,682680103,"2,449",0.0%,"24,394",,
