Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
TD,TORONTO DOMINION BK ONT,COM NEW,891160509,"205,166",2.8%,"4,129,325",,
V,VISA INC,COM CL A,92826C839,"192,275",2.6%,"1,457,293",,
MSFT,MICROSOFT CORP,COM,594918104,"156,968",2.1%,"1,545,420",,
TRP,TRANSCANADA CORP,COM,89353D107,"148,978",2.0%,"4,173,836",,
KO,COCA COLA CO,COM,191216100,"124,567",1.7%,"2,630,776",,
WM,WASTE MGMT INC DEL,COM,94106L109,"85,880",1.2%,"965,050",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"81,280",1.1%,"467,610",,
EMB,ISHARES TR,JPMORGAN USD EMG,464288281,"73,257",1.0%,"705,000",,
BA,BOEING CO,COM,097023105,"71,664",1.0%,"222,215",,
WMB,WILLIAMS COS INC DEL,COM,969457100,"23,157",0.3%,"1,050,207",,
ED,CONSOLIDATED EDISON INC,COM,209115104,"9,298",0.1%,"121,600",,
MA,MASTERCARD INCORPORATED,CL A,57636Q104,"5,443",0.1%,"28,855",,
MB,MINDBODY INC,COM CL A,60255W105,"2,020",0.0%,"55,500",,
ROST,ROSS STORES INC,COM,778296103,749,0.0%,"9,000",,
LW,LAMB WESTON HLDGS INC,COM,513272104,566,0.0%,"7,700",,
K,KELLOGG CO,COM,487836108,564,0.0%,"9,900",,
HT,HERSHA HOSPITALITY TR,PR SHS BEN INT,427825500,361,0.0%,"20,600",,
BW,BABCOCK & WILCOX ENTERPRIS I,COM,05614L100,39,0.0%,"100,292",,
