Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"330,072",1.6%,"5,950,000",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"243,735",1.2%,"6,120,018",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"194,467",1.0%,"5,735,000",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"144,225",0.7%,"4,551,400",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"51,889",0.3%,"1,329,000",,
CVX,CHEVRON CORP NEW,COM,166764100,"46,883",0.2%,"261,204",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"41,462",0.2%,"167,115",,
XOM,EXXON MOBIL CORP,COM,30231G102,"40,038",0.2%,"362,998",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"28,821",0.1%,"344,754",,
CSX,CSX CORP,COM,126408103,"28,509",0.1%,"920,263",,
FTS.TO,FORTIS INC,COM,349553107,"26,791",0.1%,"670,234",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"26,184",0.1%,"800,000",,
ARCH,ARCH RESOURCES INC,CL A,03940R107,"19,076",0.1%,"133,600",,
ECL,ECOLAB INC,COM,278865100,"17,541",0.1%,"120,509",,
CEIX,CONSOL ENERGY INC NEW,COM,20854L108,"15,970",0.1%,"245,700",,
TA,TRAVELCENTERS OF AMERICA INC,COM NEW,89421B109,"13,434",0.1%,"300,000",,
PNM,PNM RES INC,COM,69349H107,"10,997",0.1%,"225,400",,
SM,SM ENERGY CO,COM,78454L100,"10,170",0.0%,"292,000",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"8,778",0.0%,"164,200",,
PGR,PROGRESSIVE CORP,COM,743315103,"7,610",0.0%,"58,677",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"7,305",0.0%,"1,025,000",,
NI,NISOURCE INC,COM,65473P105,"6,556",0.0%,"239,100",,
APA,APA CORPORATION,COM,03743Q108,"5,836",0.0%,"125,042",,
AVA,AVISTA CORP,COM,05379B107,"5,555",0.0%,"125,300",,
MRO,MARATHON OIL CORP,COM,565849106,"5,495",0.0%,"203,000",,
TER,TERADYNE INC,COM,880770102,"5,439",0.0%,"62,276",,
EQT,EQT CORP,COM,26884L109,"5,206",0.0%,"153,900",,
FE,FIRSTENERGY CORP,COM,337932107,"5,083",0.0%,"121,200",,
CHK,CHESAPEAKE ENERGY CORP,COM,165167735,"4,916",0.0%,"52,100",,
MDU,MDU RES GROUP INC,COM,552690109,"4,817",0.0%,"158,800",,
COP,CONOCOPHILLIPS,COM,20825C104,"4,473",0.0%,"37,907",,
PPL,PPL CORP,COM,69351T106,"4,440",0.0%,"151,954",,
MOH,MOLINA HEALTHCARE INC,COM,60855R100,"3,950",0.0%,"11,963",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"3,618",0.0%,"150,000",,
POR,PORTLAND GEN ELEC CO,COM NEW,736508847,"3,449",0.0%,"70,400",,
