Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
TRP.TO,TC ENERGY CORP,COM,87807B107,"343,360",1.2%,"8,785,018",,
PGR,PROGRESSIVE CORP,COM,743315103,"83,409",0.3%,"523,668",,
XOM,EXXON MOBIL CORP,COM,30231G102,"69,986",0.2%,"700,000",,
HES,HESS CORP,COM,42809H107,"58,774",0.2%,"407,700",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"43,598",0.1%,"298,111",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"41,379",0.1%,"726,000",,
XEL,XCEL ENERGY INC,COM,98389B100,"39,454",0.1%,"637,286",,
SO,SOUTHERN CO,COM,842587107,"34,639",0.1%,"494,000",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"32,496",0.1%,"190,362",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"29,859",0.1%,"829,000",,
PNM,PNM RES INC,COM,69349H107,"27,289",0.1%,"656,000",,
COP,CONOCOPHILLIPS,COM,20825C104,"26,202",0.1%,"225,747",,
MUR,MURPHY OIL CORP,COM,626717102,"25,400",0.1%,"595,413",,
NRG,NRG ENERGY INC,COM NEW,629377508,"21,658",0.1%,"418,933",,
EVRG,EVERGY INC,COM,30034W106,"20,880",0.1%,"400,000",,
VEA,VANGUARD TAX-MANAGED FDS,VAN FTSE DEV MKT,921943858,"19,160",0.1%,"400,000",,
IVZ,INVESCO LTD,SHS,G491BT108,"14,077",0.0%,"789,088",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"13,623",0.0%,"425,000",,
FTS.TO,FORTIS INC,COM,349553107,"13,241",0.0%,"321,696",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"13,090",0.0%,"380,000",,
CSX,CSX CORP,COM,126408103,"11,611",0.0%,"334,912",,
LNT,ALLIANT ENERGY CORP,COM,018802108,"11,449",0.0%,"223,194",,
PXD,PIONEER NAT RES CO,COM,723787107,"11,139",0.0%,"49,535",,
TER,TERADYNE INC,COM,880770102,"10,852",0.0%,"100,000",,
POR,PORTLAND GEN ELEC CO,COM NEW,736508847,"10,271",0.0%,"237,000",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"7,529",0.0%,"144,686",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"6,245",0.0%,"900,000",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"5,545",0.0%,"91,299",,
ENLC,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,"4,529",0.0%,"372,500",,
APA,APA CORPORATION,COM,03743Q108,"4,487",0.0%,"125,072",,
SM,SM ENERGY CO,COM,78454L100,"4,104",0.0%,"106,000",,
HRL,HORMEL FOODS CORP,COM,440452100,"3,885",0.0%,"121,000",,
SQ,BLOCK INC,CL A,852234103,"3,875",0.0%,"50,100",,
MRO,MARATHON OIL CORP,COM,565849106,"3,865",0.0%,"160,000",,
VST,VISTRA CORP,COM,92840M102,"3,659",0.0%,"95,000",,
CR,CRANE NXT CO,COM,224441105,"3,525",0.0%,"62,000",,
HUN,HUNTSMAN CORP,COM,447011107,"2,839",0.0%,"113,000",,
HCI,HCI GROUP INC,COM,40416E103,"1,485",0.0%,"17,000",,
CTRA,COTERRA ENERGY INC,COM,127097103,"1,378",0.0%,"54,000",,
OTTR,OTTER TAIL CORP,COM,689648103,"1,274",0.0%,"15,000",,
MDU,MDU RES GROUP INC,COM,552690109,988,0.0%,"49,900",,
MGEE,MGE ENERGY INC,COM,55277P104,397,0.0%,"5,500",,
PPL,PPL CORP,COM,69351T106,289,0.0%,"10,666",,
CMS,CMS ENERGY CORP,COM,125896100,284,0.0%,"4,893",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,284,0.0%,"2,935",,
DTE,DTE ENERGY CO,COM,233331107,282,0.0%,"2,566",,
AEE,AMEREN CORP,COM,023608102,278,0.0%,"3,846",,
