Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"1,274,006",1.2%,"40,991,140",,
TRP,TRANSCANADA CORP,COM,89353D107,"1,106,588",1.0%,"30,996,812",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"926,447",0.9%,"33,122,828",,
CVX,CHEVRON CORP NEW,COM,166764100,"664,574",0.6%,"6,108,772",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"618,133",0.6%,"25,616,798",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"559,070",0.5%,"18,842,945",,
ET,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,"435,927",0.4%,"32,999,783",,
COP,CONOCOPHILLIPS,COM,20825C104,"348,494",0.3%,"5,589,339",,
XOM,EXXON MOBIL CORP,COM,30231G102,"324,354",0.3%,"4,756,646",,
MPLX,MPLX LP,COM UNIT REP LTD,55336V100,"198,472",0.2%,"6,550,234",,
VLO,VALERO ENERGY CORP NEW,COM,91913Y100,"171,543",0.2%,"2,288,153",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"144,304",0.1%,"20,526,939",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"141,978",0.1%,"5,607,353",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"117,685",0.1%,"4,785,920",,
MPC,MARATHON PETE CORP,COM,56585A102,"116,607",0.1%,"1,976,046",,
PAA,PLAINS ALL AMERN PIPELINE L,UNIT LTD PARTN,726503105,"110,174",0.1%,"5,497,660",,
OXY,OCCIDENTAL PETE CORP DEL,COM,674599105,"84,336",0.1%,"1,374,009",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"64,554",0.1%,"3,063,770",,
PSX,PHILLIPS 66,COM,718546104,"63,223",0.1%,"733,874",,
OVV,ENCANA CORP,COM,292505104,"62,580",0.1%,"10,826,893",,
