"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"GOOGL","ALPHABET INC","COMMON STOCK","02079K305","3,118,881","3.3%","1,076,575","",""
"INFA","INFORMATICA INC","COMMON STOCK","45674M101","2,716,013","2.9%","73,445,447","",""
"NVDA","NVIDIA CORPORATION","COMMON STOCK","67066G104","1,817,943","1.9%","6,181,167","",""
"SRAD","SPORTRADAR GROUP AG","COMMON STOCK","H8088L103","1,714,958","1.8%","97,607,178","",""
"UNH","UNITEDHEALTH GROUP INC","COMMON STOCK","91324P102","1,619,997","1.7%","3,226,185","",""
"MA","MASTERCARD INCORPORATED","COMMON STOCK","57636Q104","1,453,781","1.5%","4,045,922","",""
"META","META PLATFORMS INC","COMMON STOCK","30303M102","1,363,616","1.4%","4,054,158","",""
"MSFT","MICROSOFT CORP","COMMON STOCK","594918104","1,356,002","1.4%","4,031,881","",""
"GOOG","ALPHABET INC","COMMON STOCK","02079K107","1,352,499","1.4%","467,412","",""
"AAPL","APPLE INC","COMMON STOCK","037833100","1,257,508","1.3%","7,081,762","",""
"WOOF","PETCO HEALTH & WELLNESS CO I","COMMON STOCK","71601V105","1,182,757","1.3%","59,765,368","",""
"WTRG","ESSENTIAL UTILS INC","COMMON STOCK","29670G102","1,162,984","1.2%","21,661,095","",""
"INFO","IHS MARKIT LTD","COMMON STOCK","G47567105","1,107,483","1.2%","8,331,949","",""
"LIN","LINDE PLC","COMMON STOCK","G5494J103","1,104,267","1.2%","3,187,563","",""
"AVTR","AVANTOR INC","COMMON STOCK","05352A100","1,051,405","1.1%","24,950,296","",""
"CIVI","CIVITAS RESOURCES INC","COMMON STOCK","17888H103","1,047,897","1.1%","21,398,753","",""
"UNP","UNION PAC CORP","COMMON STOCK","907818108","993,058","1.1%","3,941,801","",""
"CNQ.TO","CANADIAN NAT RES LTD","COMMON STOCK","136385101","985,071","1.0%","23,279,559","",""
"LYV","LIVE NATION ENTERTAINMENT IN","COMMON STOCK","538034109","981,487","1.0%","8,200,245","",""
"AMZN","AMAZON COM INC","COMMON STOCK","023135106","950,590","1.0%","285,091","",""
"AKAM","AKAMAI TECHNOLOGIES INC","COMMON STOCK","00971T101","863,279","0.9%","7,375,930","",""
"JPM","JPMORGAN CHASE & CO","COMMON STOCK","46625H100","857,206","0.9%","5,413,365","",""
"PG","PROCTER AND GAMBLE CO","COMMON STOCK","742718109","785,538","0.8%","4,802,165","",""
"EDR","ENDEAVOR GROUP HLDGS INC","COMMON STOCK","29260Y109","734,041","0.8%","21,038,712","",""
"DLR","DIGITAL RLTY TR INC","REIT","253868103","733,293","0.8%","4,145,944","",""
"QQQ","INVESCO QQQ TR","PUBLIC FUND","46090E103","674,754","0.7%","1,696,000","",""
"IQV","IQVIA HLDGS INC","COMMON STOCK","46266C105","668,696","0.7%","2,370,085","",""
"COST","COSTCO WHSL CORP NEW","COMMON STOCK","22160K105","660,157","0.7%","1,162,863","",""
"JNJ","JOHNSON & JOHNSON","COMMON STOCK","478160104","646,548","0.7%","3,779,433","",""
"PFE","PFIZER INC","COMMON STOCK","717081103","618,314","0.7%","10,471,028","",""
"DLTR","DOLLAR TREE INC","COMMON STOCK","256746108","606,787","0.6%","4,318,151","",""
"AMT","AMERICAN TOWER CORP NEW","COMMON STOCK","03027X100","600,126","0.6%","2,051,713","",""
"NKE","NIKE INC","COMMON STOCK","654106103","599,661","0.6%","3,597,896","",""
"EQH","EQUITABLE HLDGS INC","COMMON STOCK","29452E101","598,116","0.6%","18,240,809","",""
"DHR","DANAHER CORPORATION","COMMON STOCK","235851102","578,560","0.6%","1,758,489","",""
"XLNX","XILINX INC","COMMON STOCK","983919101","577,150","0.6%","2,722,020","",""
"KO","COCA COLA CO","COMMON STOCK","191216100","549,723","0.6%","9,284,298","",""
"ARE","ALEXANDRIA REAL ESTATE EQ IN","REIT","015271109","537,116","0.6%","2,409,025","",""
"PANW","PALO ALTO NETWORKS INC","COMMON STOCK","697435105","519,391","0.6%","932,882","",""
"MS","MORGAN STANLEY","COMMON STOCK","617446448","513,563","0.5%","5,231,897","",""
"TSLA","TESLA INC","COMMON STOCK","88160R101","510,442","0.5%","483,016","",""
"IAC","IAC INTERACTIVECORP NEW","COMMON STOCK","44891N208","507,271","0.5%","3,880,887","",""
"BAC","BK OF AMERICA CORP","COMMON STOCK","060505104","505,857","0.5%","11,370,134","",""
"PLD","PROLOGIS INC.","REIT","74340W103","503,435","0.5%","2,990,229","",""
"PEP","PEPSICO INC","COMMON STOCK","713448108","501,472","0.5%","2,886,836","",""
"IWM","ISHARES TR","PUBLIC FUND","464287655","483,829","0.5%","2,175,000","",""
"ABBV","ABBVIE INC","COMMON STOCK","00287Y109","450,852","0.5%","3,329,776","",""
"AVB","AVALONBAY CMNTYS INC","REIT","053484101","449,282","0.5%","1,778,699","",""
"ABT","ABBOTT LABS","COMMON STOCK","002824100","440,511","0.5%","3,129,962","",""
"MMC","MARSH & MCLENNAN COS INC","COMMON STOCK","571748102","439,830","0.5%","2,530,372","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","COMMON STOCK","084670702","439,632","0.5%","1,470,342","",""
"T","AT&T INC","COMMON STOCK","00206R102","437,991","0.5%","17,804,483","",""
"NEE","NEXTERA ENERGY INC","COMMON STOCK","65339F101","437,901","0.5%","4,690,460","",""
"WMT","WALMART INC","COMMON STOCK","931142103","435,465","0.5%","3,009,640","",""
"WMS","ADVANCED DRAIN SYS INC DEL","COMMON STOCK","00790R104","434,151","0.5%","3,189,240","",""
"BMO.TO","BANK MONTREAL QUE","COMMON STOCK","063671101","420,489","0.4%","3,900,000","",""
"LLY","LILLY ELI & CO","COMMON STOCK","532457108","418,437","0.4%","1,514,867","",""
"TFC","TRUIST FINL CORP","COMMON STOCK","89832Q109","397,676","0.4%","6,792,082","",""
"CCI","CROWN CASTLE INTL CORP NEW","REIT","22822V101","396,983","0.4%","1,901,805","",""
"MGM","MGM RESORTS INTERNATIONAL","COMMON STOCK","552953101","392,489","0.4%","8,745,291","",""
"MRK","MERCK & CO INC","COMMON STOCK","58933Y105","385,707","0.4%","5,032,710","",""
"DDOG","DATADOG INC","COMMON STOCK","23804L103","381,756","0.4%","2,143,372","",""
"MDT","MEDTRONIC PLC","COMMON STOCK","G5960L103","379,963","0.4%","3,672,911","",""
"VRTX","VERTEX PHARMACEUTICALS INC","COMMON STOCK","92532F100","375,155","0.4%","1,708,354","",""
"BABA","ALIBABA GROUP HLDG LTD","DEPOSITORY RECEIPT","01609W102","371,882","0.4%","3,130,580","",""
"ESGR","ENSTAR GROUP LIMITED","COMMON STOCK","G3075P101","371,685","0.4%","1,501,211","",""
"CNR.TO","CANADIAN NATL RY CO","COMMON STOCK","136375102","369,522","0.4%","3,004,000","",""
"RCL","ROYAL CARIBBEAN GROUP","COMMON STOCK","V7780T103","368,506","0.4%","4,792,014","",""
"RNW","RENEW ENERGY GLOBAL PLC","COMMON STOCK","G7500M104","364,631","0.4%","46,867,691","",""
"VZ","VERIZON COMMUNICATIONS INC","COMMON STOCK","92343V104","361,457","0.4%","6,956,446","",""
"LRCX","LAM RESEARCH CORP","COMMON STOCK","512807108","359,682","0.4%","500,149","",""
"CSCO","CISCO SYS INC","COMMON STOCK","17275R102","346,662","0.4%","5,470,437","",""
"HD","HOME DEPOT INC","COMMON STOCK","437076102","346,060","0.4%","833,859","",""
"PM","PHILIP MORRIS INTL INC","COMMON STOCK","718172109","343,428","0.4%","3,615,028","",""
"GDS","GDS HLDGS LTD","DEPOSITORY RECEIPT","36165L108","338,439","0.4%","7,176,405","",""
"SHOP","SHOPIFY INC","COMMON STOCK","82509L107","338,199","0.4%","245,361","",""
"EQR","EQUITY RESIDENTIAL","REIT","29476L107","331,653","0.4%","3,664,676","",""
"MAA","MID-AMER APT CMNTYS INC","COMMON STOCK","59522J103","330,184","0.4%","1,439,087","",""
"SBAC","SBA COMMUNICATIONS CORP NEW","REIT","78410G104","327,113","0.3%","840,865","",""
"MRNA","MODERNA INC","COMMON STOCK","60770K107","320,641","0.3%","1,262,466","",""
"BSX","BOSTON SCIENTIFIC CORP","COMMON STOCK","101137107","318,215","0.3%","7,490,936","",""
"NFLX","NETFLIX INC","COMMON STOCK","64110L106","311,539","0.3%","517,129","",""
"CMCSA","COMCAST CORP NEW","COMMON STOCK","20030N101","289,714","0.3%","5,756,289","",""
"BKNG","BOOKING HOLDINGS INC","COMMON STOCK","09857L108","288,757","0.3%","120,354","",""
"TRP.TO","TC ENERGY CORP","COMMON STOCK","87807B107","283,473","0.3%","6,086,500","",""
"DIS","DISNEY WALT CO","COMMON STOCK","254687106","281,844","0.3%","1,819,638","",""
"ACWI","ISHARES TR","PUBLIC FUND","464288257","280,317","0.3%","2,650,000","",""
"ENB.TO","ENBRIDGE INC","COMMON STOCK","29250N105","277,728","0.3%","7,100,010","",""
"RY.TO","ROYAL BK CDA","COMMON STOCK","780087102","271,019","0.3%","2,550,000","",""
"CAR","AVIS BUDGET GROUP","COMMON STOCK","053774105","269,417","0.3%","1,299,208","",""
"ILMN","ILLUMINA INC","COMMON STOCK","452327109","266,063","0.3%","699,357","",""
"PSA","PUBLIC STORAGE","REIT","74460D109","265,664","0.3%","709,270","",""
"CVS","CVS HEALTH CORP","COMMON STOCK","126650100","264,155","0.3%","2,560,633","",""
"INVH","INVITATION HOMES INC","REIT","46187W107","262,063","0.3%","5,779,945","",""
"WFC","WELLS FARGO CO NEW","COMMON STOCK","949746101","248,461","0.3%","5,178,425","",""
"TMUS","T-MOBILE US INC","COMMON STOCK","872590104","246,375","0.3%","2,124,290","",""
"0A2Z.IL","TENCENT MUSIC ENTMT GROUP","DEPOSITORY RECEIPT","88034P109","242,944","0.3%","35,466,257","",""
"EQIX","EQUINIX INC","REIT","29444U700","241,961","0.3%","286,060","",""
"TD","TORONTO DOMINION BK ONT","COMMON STOCK","891160509","241,922","0.3%","3,151,001","",""
"C","CITIGROUP INC","COMMON STOCK","172967424","241,369","0.3%","3,996,842","",""
"AMGN","AMGEN INC","COMMON STOCK","031162100","238,702","0.3%","1,061,041","",""
"IFF","INTERNATIONAL FLAVORS&FRAGRA","COMMON STOCK","459506101","236,032","0.3%","1,566,759","",""
"KRC","KILROY RLTY CORP","REIT","49427F108","235,186","0.2%","3,538,753","",""
"BMY","BRISTOL-MYERS SQUIBB CO","COMMON STOCK","110122108","231,248","0.2%","3,708,868","",""
"MDLZ","MONDELEZ INTL INC","COMMON STOCK","609207105","227,795","0.2%","3,435,304","",""
"RSP","INVESCO EXCHANGE TRADED FD T","PUBLIC FUND","46137V357","223,456","0.2%","1,373,000","",""
"NXPI","NXP SEMICONDUCTORS N V","COMMON STOCK","N6596X109","218,061","0.2%","957,330","",""
"ACN","ACCENTURE PLC IRELAND","COMMON STOCK","G1151C101","216,093","0.2%","521,271","",""
"MPC","MARATHON PETE CORP","COMMON STOCK","56585A102","212,121","0.2%","3,314,907","",""
"MELI","MERCADOLIBRE INC","COMMON STOCK","58733R102","208,801","0.2%","154,851","",""
"QCOM","QUALCOMM INC","COMMON STOCK","747525103","208,303","0.2%","1,139,075","",""
"PYPL","PAYPAL HLDGS INC","COMMON STOCK","70450Y103","203,789","0.2%","1,080,649","",""
"SPG","SIMON PPTY GROUP INC NEW","REIT","828806109","203,582","0.2%","1,274,222","",""
"PPL.TO","PEMBINA PIPELINE CORP","COMMON STOCK","706327103","203,033","0.2%","6,683,905","",""
"FTV","FORTIVE CORP","COMMON STOCK","34959J108","200,353","0.2%","2,626,200","",""
"SCHW","SCHWAB CHARLES CORP","COMMON STOCK","808513105","197,611","0.2%","2,349,716","",""
