"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"WMT","WALMART INC","COM","931142103","6,450","1.5%","44,645","",""
"TGT","TARGET CORP","COM","87612E106","6,099","1.4%","26,165","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","5,571","1.3%","106,748","",""
"LLY","LILLY ELI & CO","COM","532457108","5,478","1.2%","20,524","",""
"XLNX","XILINX INC","COM","983919101","5,335","1.2%","24,237","",""
"USB","US BANCORP DEL","COM NEW","902973304","5,130","1.2%","87,941","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","4,998","1.1%","94,614","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","4,355","1.0%","59,623","",""
"AMZN","AMAZON COM INC","COM","023135106","4,117","0.9%","1,214","",""
"PSA","PUBLIC STORAGE","COM","74460D109","3,908","0.9%","10,651","",""
"SNPS","SYNOPSYS INC","COM","871607107","3,813","0.9%","10,645","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","3,709","0.8%","1,273","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","3,600","0.8%","21,695","",""
"KEYS","KEYSIGHT TECHNOLOGIES INC","COM","49338L103","3,564","0.8%","17,785","",""
"CTSH","COGNIZANT TECHNOLOGY SOLUTIO","CL A","192446102","3,406","0.8%","37,232","",""
"QCOM","QUALCOMM INC","COM","747525103","3,350","0.8%","17,965","",""
"MRK","MERCK & CO INC","COM","58933Y105","3,267","0.7%","42,792","",""
"EA","ELECTRONIC ARTS INC","COM","285512109","3,266","0.7%","24,332","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","3,191","0.7%","5,620","",""
"ABT","ABBOTT LABS","COM","002824100","3,121","0.7%","22,601","",""
"DLTR","DOLLAR TREE INC","COM","256746108","3,071","0.7%","21,775","",""
"AAPL","APPLE INC","COM","037833100","2,909","0.7%","15,985","",""
"KR","KROGER CO","COM","501044101","2,840","0.6%","62,166","",""
"WBA","WALGREENS BOOTS ALLIANCE INC","COM","931427108","2,815","0.6%","52,795","",""
