"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"ENB.TO","ENBRIDGE INC","COM","29250N105","159,351","5.2%","3,919,098","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","142,500","4.6%","1,986,890","",""
"RY.TO","ROYAL BK CDA","COM","780087102","133,085","4.3%","1,276,353","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","95,660","3.1%","4,488,952","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","94,472","3.1%","977,463","",""
"T.TO","TELUS CORPORATION","COM","87971M103","87,578","2.8%","3,478,062","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","83,123","2.7%","3,673,125","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","80,880","2.6%","579,783","",""
"SHOP","SHOPIFY INC","CL A","82509L107","74,534","2.4%","51,920","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","74,201","2.4%","2,428,050","",""
"BNS.TO","BANK NOVA SCOTIA B C","COM","064149107","64,708","2.1%","941,890","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","63,132","2.0%","1,204,115","",""
"OTEX","OPEN TEXT CORP","COM","683715106","63,051","2.0%","1,091,800","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","58,318","1.9%","986,930","",""
"CM.TO","CANADIAN IMP BK COMM","COM","136069101","56,154","1.8%","516,500","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","56,139","1.8%","917,301","",""
"PPL.TO","PEMBINA PIPELINE CORP","COM","706327103","55,424","1.8%","1,842,563","",""
"FTS.TO","FORTIS INC","COM","349553107","53,992","1.7%","1,040,700","",""
"TRP.TO","TC ENERGY CORP","COM","87807B107","53,415","1.7%","1,032,980","",""
"BIP","BROOKFIELD INFRAST PARTNERS","LP INT UNIT","G16252101","43,154","1.4%","687,711","",""
"AQN.TO","ALGONQUIN PWR UTILS CORP","COM","015857105","37,589","1.2%","1,797,660","",""
"TRI.TO","THOMSON REUTERS CORP.","COM NEW","884903709","37,203","1.2%","357,655","",""
"TFII.TO","TFI INTL INC","COM","87241L109","36,569","1.2%","558,300","",""
"SJR-B.TO","SHAW COMMUNICATIONS INC","CL B CONV","82028K200","32,958","1.1%","1,476,600","",""
"GRT-UN.TO","GRANITE REAL ESTATE INVT TR","UNIT 99/99/9999","387437114","32,298","1.0%","416,000","",""
"TA.TO","TRANSALTA CORP","COM","89346D107","31,840","1.0%","3,302,900","",""
"MG.TO","MAGNA INTL INC","COM","559222401","31,637","1.0%","351,520","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","31,372","1.0%","71,300","",""
"SLF.TO","SUN LIFE FINANCIAL INC.","COM","866796105","31,346","1.0%","554,600","",""
"BCE.TO","BCE INC","COM NEW","05534B760","30,794","1.0%","566,060","",""
"SSRM.TO","SSR MNG INC","COM","784730103","27,499","0.9%","1,077,951","",""
"DCBO.TO","DOCEBO INC","COM","25609L105","26,961","0.9%","326,800","",""
"K.TO","KINROSS GOLD CORP","COM","496902404","24,243","0.8%","2,598,400","",""
"FNV.TO","FRANCO NEV CORP","COM","351858105","21,349","0.7%","134,100","",""
"MX.TO","METHANEX CORP","COM","59151K108","20,538","0.7%","351,200","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","20,142","0.7%","224,900","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","19,466","0.6%","250,691","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","17,902","0.6%","128,800","",""
"MRK","MERCK & CO. INC","COM","58933Y105","16,951","0.5%","207,300","",""
"KO","COCA COLA CO","COM","191216100","16,350","0.5%","298,300","",""
