Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
MU,MICRON TECHNOLOGY INC,COM,595112103,"52,619",2.3%,"700,000",,
GM,GENERAL MTRS CO,COM,37045V100,"15,655",0.7%,"375,965",,
GE,GENERAL ELECTRIC CO,COM,369604103,"15,022",0.7%,"1,390,900",,
CVX,CHEVRON CORP,COM,166764100,"13,148",0.6%,"155,800",,
HP,HELMERICH & PAYNE INC,COM,423452101,"9,875",0.4%,"426,400",,
KKR,KKR & CO INC,COM,48251W104,"1,620",0.1%,"40,000",,
J,JACOBS ENGR GROUP INC,COM,469814107,"1,199",0.1%,"11,000",,
DK,DELEK US HOLDINGS INC,COM,24665A103,"1,125",0.1%,"70,000",,
UA,UNDER ARMOUR INC,CL C,904311206,952,0.0%,"64,000",,
CCI,CROWN CASTLE INTL CORP,COM,22822V101,637,0.0%,"4,000",,
