Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"5,308,292",1.5%,"135,761,993",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"3,714,642",1.1%,"93,192,204",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"3,230,613",0.9%,"58,177,817",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"2,269,081",0.7%,"71,512,136",,
XOM,EXXON MOBIL CORP,COM,30231G102,"1,781,325",0.5%,"16,149,835",,
CVX,CHEVRON CORP NEW,COM,166764100,"1,777,271",0.5%,"9,901,801",,
VEA,VANGUARD TAX-MANAGED FDS,VAN FTSE DEV MKT,921943858,"1,458,976",0.4%,"34,762,357",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"1,404,583",0.4%,"16,801,222",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"1,358,438",0.4%,"40,012,851",,
FTS.TO,FORTIS INC,COM,349553107,"1,292,314",0.4%,"32,275,590",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"1,190,687",0.3%,"4,799,029",,
EOG,EOG RES INC,COM,26875P101,"1,026,156",0.3%,"7,922,779",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"948,372",0.3%,"9,208,392",,
CSX,CSX CORP,COM,126408103,"824,580",0.2%,"26,616,576",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"756,610",0.2%,"38,980,475",,
WMB,WILLIAMS COS INC,COM,969457100,"639,327",0.2%,"19,432,457",,
XEL,XCEL ENERGY INC,COM,98389B100,"613,202",0.2%,"8,746,306",,
COP,CONOCOPHILLIPS,COM,20825C104,"569,178",0.2%,"4,823,548",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"495,161",0.1%,"10,159,235",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"481,912",0.1%,"5,075,428",,
ECL,ECOLAB INC,COM,278865100,"455,426",0.1%,"3,128,786",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"407,422",0.1%,"10,420,000",,put
TA.TO,TRANSALTA CORP,COM,89346D107,"325,009",0.1%,"36,232,921",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"268,793",0.1%,"6,874,500",,call
SO,SOUTHERN CO,COM,842587107,"243,886",0.1%,"3,415,306",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"220,109",0.1%,"6,725,000",,put
SLB,SCHLUMBERGER LTD,COM STK,806857108,"213,397",0.1%,"3,991,698",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"184,179",0.1%,"5,425,000",,put
HES,HESS CORP,COM,42809H107,"182,413",0.1%,"1,286,229",,
PGR,PROGRESSIVE CORP,COM,743315103,"176,501",0.1%,"1,360,732",,
ERF.TO,ENERPLUS CORP,COM,292766102,"159,590",0.0%,"9,041,999",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"159,454",0.0%,"2,871,500",,put
PXD,PIONEER NAT RES CO,COM,723787107,"155,398",0.0%,"680,405",,
SRE,SEMPRA,COM,816851109,"151,447",0.0%,"979,986",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"142,424",0.0%,"3,573,100",,put
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"139,754",0.0%,"2,272,067",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"118,073",0.0%,"6,530,508",,
FE,FIRSTENERGY CORP,COM,337932107,"107,659",0.0%,"2,566,945",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"106,927",0.0%,"3,369,900",,put
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"103,037",0.0%,"753,296",,
BHP,BHP GROUP LTD,SPONSORED ADS,088606108,"93,902",0.0%,"1,513,330",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"91,645",0.0%,"2,800,000",,call
EWC,ISHARES INC,MSCI CDA ETF,464286509,"88,397",0.0%,"2,700,789",,
PPL,PPL CORP,COM,69351T106,"84,287",0.0%,"2,884,583",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"78,469",0.0%,"523,262",,
CTRA,COTERRA ENERGY INC,COM,127097103,"77,830",0.0%,"3,167,719",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"76,339",0.0%,"3,164,977",,
DTE,DTE ENERGY CO,COM,233331107,"73,478",0.0%,"625,204",,
SHV,ISHARES TR,SHORT TREAS BD,464288679,"72,033",0.0%,"655,319",,
SQ,BLOCK INC,CL A,852234103,"65,497",0.0%,"1,042,269",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"58,261",0.0%,"924,941",,
OKE,ONEOK INC NEW,COM,682680103,"55,991",0.0%,"852,209",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"52,844",0.0%,"2,722,500",,put
WEC,WEC ENERGY GROUP INC,COM,92939U106,"51,566",0.0%,"549,985",,
CMS,CMS ENERGY CORP,COM,125896100,"47,504",0.0%,"750,124",,
XOM,EXXON MOBIL CORP,COM,30231G102,"42,742",0.0%,"387,500",,put
MRO,MARATHON OIL CORP,COM,565849106,"41,913",0.0%,"1,548,347",,
APA,APA CORPORATION,COM,03743Q108,"39,727",0.0%,"851,083",,
ET,ENERGY TRANSFER L P,COM UT LTD PTN,29273V100,"39,318",0.0%,"3,312,542",,
HRL,HORMEL FOODS CORP,COM,440452100,"38,122",0.0%,"836,933",,
BHF,BRIGHTHOUSE FINL INC,COM,10922N103,"35,645",0.0%,"695,261",,
EQNR,EQUINOR ASA,SPONSORED ADR,29446M102,"32,751",0.0%,"914,587",,
EVRG,EVERGY INC,COM,30034W106,"32,737",0.0%,"520,211",,
MOH,MOLINA HEALTHCARE INC,COM,60855R100,"32,398",0.0%,"98,108",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"32,265",0.0%,"1,822,856",,
TER,TERADYNE INC,COM,880770102,"32,102",0.0%,"367,514",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"29,296",0.0%,"1,509,300",,call
IDA,IDACORP INC,COM,451107106,"28,613",0.0%,"265,299",,
AES,AES CORP,COM,00130H105,"28,244",0.0%,"982,073",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"27,487",0.0%,"495,000",,call
LNT,ALLIANT ENERGY CORP,COM,018802108,"26,966",0.0%,"488,418",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"24,673",0.0%,"3,450,810",,
OVV.TO,OVINTIV INC,COM,69047Q102,"22,574",0.0%,"445,179",,
CVX,CHEVRON CORP NEW,COM,166764100,"22,436",0.0%,"125,000",,put
NEE,NEXTERA ENERGY INC,COM,65339F101,"21,753",0.0%,"260,200",,put
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"21,529",0.0%,"350,000",,put
EQT,EQT CORP,COM,26884L109,"21,200",0.0%,"626,665",,
NRG,NRG ENERGY INC,COM NEW,629377508,"21,112",0.0%,"663,493",,
IVZ,INVESCO LTD,SHS,G491BT108,"19,495",0.0%,"1,083,639",,
GTE,GRAN TIERRA ENERGY INC,COM,38500T101,"18,646",0.0%,"18,833,595",,
FTS.TO,FORTIS INC,COM,349553107,"18,018",0.0%,"450,000",,put
MGY,MAGNOLIA OIL & GAS CORP,CL A,559663109,"16,242",0.0%,"692,628",,
PDCE,PDC ENERGY INC,COM,69327R101,"16,192",0.0%,"255,067",,
CNP,CENTERPOINT ENERGY INC,COM,15189T107,"15,959",0.0%,"532,106",,
MTDR,MATADOR RES CO,COM,576485205,"15,647",0.0%,"273,342",,
STX,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,G7997R103,"15,270",0.0%,"290,260",,
BC,BRUNSWICK CORP,COM,117043109,"14,357",0.0%,"199,200",,
SQ,BLOCK INC,CL A,852234103,"14,139",0.0%,"225,000",,call
AEE,AMEREN CORP,COM,023608102,"13,854",0.0%,"155,803",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"13,231",0.0%,"247,500",,call
PKI,PERKINELMER INC,COM,714046109,"12,987",0.0%,"92,626",,
PNW,PINNACLE WEST CAP CORP,COM,723484101,"12,316",0.0%,"161,971",,
CHK,CHESAPEAKE ENERGY CORP,COM,165167735,"12,164",0.0%,"128,900",,call
NFG,NATIONAL FUEL GAS CO,COM,636180101,"11,946",0.0%,"188,734",,
CHK,CHESAPEAKE ENERGY CORP,COM,165167735,"11,696",0.0%,"123,938",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"10,450",0.0%,"125,000",,call
NI,NISOURCE INC,COM,65473P105,"10,362",0.0%,"377,901",,
PR,PERMIAN RESOURCES CORP,CLASS A COM,71424F105,"10,339",0.0%,"1,100,067",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"10,055",0.0%,"206,300",,put
POR,PORTLAND GEN ELEC CO,COM NEW,736508847,"10,011",0.0%,"204,304",,
CPE,CALLON PETE CO DEL,COM,13123X508,"9,948",0.0%,"268,208",,
ALE,ALLETE INC,COM NEW,018522300,"9,821",0.0%,"152,248",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"9,700",0.0%,"305,700",,call
VST,VISTRA CORP,COM,92840M102,"9,255",0.0%,"398,881",,
PXD,PIONEER NAT RES CO,COM,723787107,"9,136",0.0%,"40,000",,put
NOG,NORTHERN OIL AND GAS INC MN,COM,665531307,"7,793",0.0%,"252,860",,
SWN,SOUTHWESTERN ENERGY CO,COM,845467109,"7,383",0.0%,"1,262,040",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"7,236",0.0%,"52,900",,call
BHP,BHP GROUP LTD,SPONSORED ADS,088606108,"7,198",0.0%,"116,000",,call
SD,SANDRIDGE ENERGY INC,COM NEW,80007P869,"6,927",0.0%,"406,816",,
CRC,CALIFORNIA RES CORP,COM STOCK,13057Q305,"6,853",0.0%,"157,536",,
ORI,OLD REP INTL CORP,COM,680223104,"6,352",0.0%,"263,039",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"6,091",0.0%,"179,400",,call
