"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"BBU","BROOKFIELD BUSINESS PARTNERS","UNIT LTD LP","G16234109","451,837","8.1%","12,039,362","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","256,684","4.6%","8,032,798","",""
"BNS.TO","BANK NOVA SCOTIA B C","COM","064149107","252,386","4.6%","4,673,548","",""
"TRP.TO","TC ENERGY CORP","COM","87807B107","240,332","4.3%","5,916,577","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","239,577","4.3%","4,243,895","",""
"RY.TO","ROYAL BK CDA","COM","780087102","238,062","4.3%","2,899,813","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","206,677","3.7%","5,007,919","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","160,745","2.9%","2,116,033","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","159,928","2.9%","1,455,966","",""
"CM.TO","CANADIAN IMP BK COMM","COM","136069101","148,749","2.7%","1,743,071","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","148,106","2.7%","567,000","",""
"ATVI","ACTIVISION BLIZZARD INC","COM","00507V109","142,710","2.6%","1,537,000","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","135,840","2.4%","77,506","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","119,743","2.2%","4,987,008","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","111,756","2.0%","3,108,639","",""
"BIPC","BROOKFIELD INFRASTRUCTURE CO","COM SB VTG SHS A","11275Q107","108,450","2.0%","1,500,000","",""
"T.TO","TELUS CORPORATION","COM","87971M103","102,591","1.9%","5,184,248","",""
"BCE.TO","BCE INC","COM NEW","05534B760","99,843","1.8%","2,336,477","",""
"ARCC","ARES CAPITAL CORP","COM","04010L103","90,023","1.6%","5,329,986","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","88,916","1.6%","1,520,718","",""
"FIS","FIDELITY NATL INFORMATION SV","COM","31620M106","84,735","1.5%","599,000","",""
"SHW","SHERWIN WILLIAMS CO","COM","824348106","78,813","1.4%","107,242","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","78,741","1.4%","220,600","",""
"OTIS","OTIS WORLDWIDE CORP","COM","68902V107","71,527","1.3%","1,058,882","",""
"INFY","INFOSYS LTD","SPONSORED ADR","456788108","65,156","1.2%","3,844,013","",""
"AON","AON PLC","SHS CL A","G0403H108","64,971","1.2%","311,100","",""
"MSFT","MICROSOFT CORP","COM","594918104","64,159","1.2%","288,461","",""
"FTS.TO","FORTIS INC","COM","349553107","57,352","1.0%","1,405,117","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","56,784","1.0%","1,881,519","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","54,857","1.0%","117,774","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","50,362","0.9%","961,108","",""
"AVB","AVALONBAY CMNTYS INC","COM","053484101","49,728","0.9%","309,964","",""
"PPG","PPG INDS INC","COM","693506107","49,007","0.9%","339,810","",""
"XYL","XYLEM INC","COM","98419M100","47,074","0.8%","462,464","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","46,604","0.8%","125,235","",""
