Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
GFL.TO,GFL ENVIRONMENTAL INC,SUB VTG SHS,36168Q104,"1,652,158",20%,"43,660,872",,
MSFT,MICROSOFT CORP,COM,594918104,"918,473",11%,"2,730,949",,
AZEK,AZEK CO INC,CL A,05478C105,"882,999",11%,"19,095,990",,
AMZN,AMAZON COM INC,COM,023135106,"681,246",8.2%,"204,312",,
UNH,UNITEDHEALTH GROUP INC,COM,91324P102,"675,500",8.1%,"1,345,243",,
NOW,SERVICENOW INC,COM,81762P102,"518,659",6.2%,"799,031",,
MA,MASTERCARD INCORPORATED,CL A,57636Q104,"491,425",5.9%,"1,367,652",,
CSX,CSX CORP,COM,126408103,"486,657",5.8%,"12,943,010",,
BERY,BERRY GLOBAL GROUP INC,COM,08579W103,"390,584",4.7%,"5,293,905",,
COOK,TRAEGER INC,COMMON STOCK,89269P103,"300,268",3.6%,"24,693,075",,
CWK,CUSHMAN WAKEFIELD PLC,SHS,G2717B108,"247,876",3.0%,"11,145,496",,
,PALO ALTO NETWORKS INC,NOTE 0.750% 7/0,697435AD7,"107,039",1.3%,,"51,000,000",
STEM,STEM INC,COM,85859N102,"97,321",1.2%,"5,130,271",,
,SOUTHWEST AIRLS CO,NOTE 1.250% 5/0,844741BG2,"73,521",0.9%,,"55,000,000",
AAPL,APPLE INC,COM,037833100,"51,425",0.6%,"289,602",,
YMM,FULL TRUCK ALLIANCE CO LTD,SPONSORED ADS,35969L108,"44,053",0.5%,"5,263,157",,
,PINDUODUO INC,NOTE12/0,722304AC6,"33,503",0.4%,,"37,000,000",
,HUAZHU GROUP LTD,NOTE 0.375%11/0,16949NAC3,"31,840",0.4%,,"31,100,000",
,WEIBO CORP,NOTE 1.250%11/1,948596AC5,"23,961",0.3%,,"24,450,000",
MNSO,MINISO GROUP HLDG LTD,SPONSORED ADS,66981J102,"22,748",0.3%,"2,200,000",,
CD,CHINDATA GROUP HLDGS LTD,ADS,16955F107,"21,612",0.3%,"3,279,445",,
,HUAZHU GROUP LTD,NOTE 3.000% 5/0,44332NAB2,"20,708",0.2%,,"18,500,000",
,PALO ALTO NETWORKS INC,NOTE 0.375% 6/0,697435AF2,"19,678",0.2%,,"10,360,000",
GHG,GREENTREE HOSPITALITY GROUP,SPONSORED ADS,39579V100,"10,949",0.1%,"1,382,405",,
,SEA LTD,NOTE 0.250% 9/1,81141RAG5,"9,244",0.1%,,"10,000,000",
,ROYAL CARIBBEAN GROUP,NOTE 2.875%11/1,780153BF8,"5,119",0.1%,,"4,327,000",
DTE,DTE ENERGY CO,COM,233331107,"5,110",0.1%,"42,749",,
IDA,IDACORP INC,COM,451107106,"4,664",0.1%,"41,163",,
PPL,PPL CORP,COM,69351T106,"4,335",0.1%,"144,219",,
NFG,NATIONAL FUEL GAS CO,COM,636180101,"4,323",0.1%,"67,606",,
