Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"256,684",4.6%,"8,032,798",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"240,332",4.3%,"5,916,577",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"119,743",2.2%,"4,987,008",,
FTS.TO,FORTIS INC,COM,349553107,"57,352",1.0%,"1,405,117",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"42,158",0.8%,"546,440",,
CMS,CMS ENERGY CORP,COM,125896100,"34,486",0.6%,"565,255",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"30,055",0.5%,"1,272,109",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"16,915",0.3%,"1,237,404",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"15,358",0.3%,"916,458",,
WMB,WILLIAMS COS INC,COM,969457100,"2,973",0.1%,"148,265",,
EVRG,EVERGY INC,COM,30034W106,"2,515",0.0%,"45,300",,
AVA,AVISTA CORP,COM,05379B107,"2,143",0.0%,"53,400",,
