Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
BEPC.TO,BROOKFIELD RENEWABLE CORP,COMMON STOCK,11284V105,"3,485,352",16%,"59,813,835",,
BEP,BROOKFIELD RENEWABLE PARTNERS,PARTNERSHIP SHARES,G16258108,"2,966,537",13%,"68,749,416",,
BPY,BROOKFIELD PROPERTY PARTNERS LP,PARTNERSHIP SHARES,G16249107,"1,715,747",7.7%,"118,572,736",,
EAF,GRAFTECH INTERNATIONAL LTD,COMMON STOCK,384313508,"1,574,936",7.1%,"147,742,570",,
,NORBORD INC,COMMON STOCK,65548P403,"1,501,433",6.7%,"34,787,535",,
BBU,BROOKFIELD BUSINESS PARTNERS LP,PARTNERSHIP SHARES,G16234109,"930,153",4.2%,"24,784,246",,
BIPC,BROOKFIELD INFRASTRUCTURE CO,COMMON STOCK,11275Q107,"627,216",2.8%,"8,675,193",,
VST,VISTRA CORP,COMMON STOCK,92840M102,"379,220",1.7%,"19,288,903",,
PLD,PROLOGIS INC.,COM,74340W103,"324,836",1.5%,"3,259,441",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"285,984",1.3%,"8,939,791",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"262,000",1.2%,"3,395,975",,
TA.TO,TRANSALTA CORP,COMMON STOCK,89346D107,"254,491",1.1%,"33,512,585",,
PCG,PG&E CORP,COM,69331C108,"252,399",1.1%,"20,256,722",,
AEL,AMERICAN EQTY INVT LIFE HLD,COMMON STOCK,025676206,"251,873",1.1%,"9,106,042",,
AMT,AMERICAN TOWER CORP NEW,COM,03027X100,"245,462",1.1%,"1,093,567",,
OIBZQ,OI SA,DEPOSITARY RECEIPT,670851500,"226,311",1.0%,"111,483,033",,
AWK,AMERICAN WTR WKS CO INC NEW,COM,030420103,"205,658",0.9%,"1,340,051",,
WELL,WELLTOWER INC,COM,95040Q104,"201,316",0.9%,"3,115,383",,
SPG,SIMON PPTY GROUP INC NEW,COM,828806109,"190,445",0.9%,"2,233,171",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"180,995",0.8%,"13,240,287",,
NI,NISOURCE INC,COM,65473P105,"171,889",0.8%,"7,492,979",,
FE,FIRSTENERGY CORP,COM,337932107,"161,231",0.7%,"5,267,255",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"159,059",0.7%,"8,119,398",,
ETR,ENTERGY CORP NEW,COM,29364G103,"156,259",0.7%,"1,565,098",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"140,645",0.6%,"1,536,101",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"138,376",0.6%,"1,661,771",,
AEE,AMEREN CORP,COM,023608102,"137,472",0.6%,"1,761,105",,
SRE,SEMPRA ENERGY,COM,816851109,"137,420",0.6%,"1,078,565",,
VTR,VENTAS INC,COM,92276F100,"127,721",0.6%,"2,604,421",,
CPT,CAMDEN PPTY TR,SH BEN INT,133131102,"126,449",0.6%,"1,265,506",,
HST,HOST HOTELS & RESORTS INC,COM,44107P104,"124,378",0.6%,"8,501,584",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"124,194",0.6%,"2,068,859",,
PAA,PLAINS ALL AMERN PIPELINE L,UNIT LTD PARTN,726503105,"123,657",0.6%,"15,006,891",,
SBAC,SBA COMMUNICATIONS CORP NEW,CL A,78410G104,"122,995",0.6%,"435,950",,
MPLX,MPLX LP,PARTNERSHIP SHARES,55336V100,"122,431",0.6%,"5,655,004",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"121,856",0.5%,"5,150,290",,
CMS,CMS ENERGY CORP,COM,125896100,"119,353",0.5%,"1,956,292",,
MMP,MAGELLAN MIDSTREAM PRTNRS LP,COM UNIT RP LP,559080106,"116,624",0.5%,"2,747,976",,
AMH,AMERICAN HOMES 4 RENT,CL A,02665T306,"115,658",0.5%,"3,855,250",,
ESS,ESSEX PPTY TR INC,COM,297178105,"106,282",0.5%,"447,652",,
WMB,WILLIAMS COS INC,COM,969457100,"102,799",0.5%,"5,127,108",,
MAA,MID-AMER APT CMNTYS INC,COM,59522J103,"101,840",0.5%,"803,850",,
CUZ,COUSINS PPTYS INC,COM NEW,222795502,"100,807",0.5%,"3,009,153",,
CONE,CYRUSONE INC,COM,23283R100,"99,552",0.4%,"1,360,924",,
OKE,ONEOK INC NEW,COM,682680103,"92,707",0.4%,"2,415,511",,
TRGP,TARGA RES CORP,COM,87612G101,"89,959",0.4%,"3,410,122",,
MPLX,MPLX LP,COM UNIT REP LTD,55336V100,"86,351",0.4%,"3,988,509",,
PEB,PEBBLEBROOK HOTEL TR,COM,70509V100,"85,462",0.4%,"4,545,828",,
ET,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,"83,375",0.4%,"13,491,161",,
HIW,HIGHWOODS PPTYS INC,COM,431284108,"80,009",0.4%,"2,018,905",,
NNN,NATIONAL RETAIL PROPERTIES I,COM,637417106,"79,875",0.4%,"1,951,974",,
SUI,SUN CMNTYS INC,COM,866674104,"79,534",0.4%,"523,419",,
VICI,VICI PPTYS INC,COM,925652109,"77,083",0.3%,"3,022,858",,
ETRN,EQUITRANS MIDSTREAM CORP,COM,294600101,"69,978",0.3%,"8,703,682",,
EPRT,ESSENTIAL PPTYS RLTY TR INC,COM,29670E107,"68,436",0.3%,"3,228,107",,
EQR,EQUITY RESIDENTIAL,SH BEN INT,29476L107,"65,332",0.3%,"1,102,100",,
REG,REGENCY CTRS CORP,COM,758849103,"62,057",0.3%,"1,361,191",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"58,963",0.3%,"1,448,021",,
SLG,SL GREEN RLTY CORP,COM,78440X804,"53,293",0.2%,"894,473",,
OUT,OUTFRONT MEDIA INC,COM,69007J106,"51,751",0.2%,"2,645,777",,
TCP,TC PIPELINES LP,UT COM LTD PRT,87233Q108,"51,363",0.2%,"1,744,061",,
CSX,CSX CORP,COM,126408103,"50,292",0.2%,"554,187",,
REXR,REXFORD INDL RLTY INC,COM,76169C100,"50,149",0.2%,"1,021,162",,
PSXP,PHILLIPS 66 PARTNERS LP,COM UNIT REP INT,718549207,"49,011",0.2%,"1,855,769",,
FCPT,FOUR CORNERS PPTY TR INC,COM,35086T109,"48,690",0.2%,"1,635,531",,
EQIX,EQUINIX INC,COM,29444U700,"47,682",0.2%,"66,765",,
OGE,OGE ENERGY CORP,COM,670837103,"46,716",0.2%,"1,466,300",,
OGS,ONE GAS INC,COM,68235P108,"46,238",0.2%,"602,292",,
BPYU,BROOKFIELD PPTY REIT INC,REIT,11282X103,"45,363",0.2%,"3,036,315",,
CP.TO,CANADIAN PAC RY LTD,COM,13645T100,"37,935",0.2%,"109,700",,
AM,ANTERO MIDSTREAM CORP,COM,03676B102,"35,083",0.2%,"4,550,302",,
WES,WESTERN MIDSTREAM PARTNERS L,COM UNIT LP INT,958669103,"34,466",0.2%,"2,493,888",,
CCI,CROWN CASTLE INTL CORP NEW,COM,22822V101,"33,741",0.2%,"211,957",,
NS,NUSTAR ENERGY LP,UNIT COM,67058H102,"32,150",0.1%,"2,231,058",,
DCP,DCP MIDSTREAM LP,COM UT LTD PTN,23311P100,"31,780",0.1%,"1,715,962",,
ACM,AECOM,COM,00766T100,"24,660",0.1%,"495,370",,
SPCE,VIRGIN GALACTIC HOLDINGS INC,COM,92766K106,"23,730",0.1%,"1,000,000",,call
AMZN,AMAZON COM INC,COM,023135106,"20,773",0.1%,"6,378",,
CBB,CINCINNATI BELL INC,COMMON STOCK,171871502,"19,161",0.1%,"1,254,000",,
TCP,TC PIPELINES LP,PARTNERSHIP SHARES,87233Q108,"17,938",0.1%,"609,089",,
FISV,FISERV INC,COM,337738108,"17,079",0.1%,"150,000",,
NOVA,SUNNOVA ENERGY INTL INC.,COM,86745K104,"15,393",0.1%,"341,100",,
AY,ATLANTICA SUSTAINABLE INFR P,SHS,G0751N103,"14,850",0.1%,"391,000",,
AZEK,AZEK CO INC,CL A,05478C105,"13,650",0.1%,"355,000",,
GM,GENERAL MTRS CO,COM,37045V100,"13,203",0.1%,"317,069",,
ATUS,ALTICE USA INC,CL A,02156K103,"13,030",0.1%,"344,080",,
SHYG,ISHARES TR,MUTUAL FUND,46434V407,"12,577",0.1%,"276,777",,
CLH,CLEAN HARBORS INC,COM,184496107,"12,556",0.1%,"165,000",,
PLYM,PLYMOUTH INDL REIT INC,COM,729640102,"12,344",0.1%,"822,939",,
BIP,BROOKFIELD INFRASTRUCTURE PARTNERS LP,PARTNERSHIP SHARES,G16252101,"12,332",0.1%,"249,645",,
VRT,VERTIV HOLDINGS CO,COM CL A,92537N108,"12,250",0.1%,"656,121",,
NBLX,NOBLE MIDSTREAM PARTNERS LP,COM UNIT REPST,65506L105,"11,670",0.1%,"1,119,999",,
KRG,KITE RLTY GROUP TR,COM NEW,49803T300,"11,655",0.1%,"779,052",,
CUBE,CUBESMART,COM,229663109,"11,542",0.1%,"343,400",,
FOUR,SHIFT4 PMTS INC,CL A,82452J109,"11,310",0.1%,"150,000",,
ABNB,AIRBNB INC,COM CL A,009066101,"11,010",0.0%,"75,000",,
LBRDK,LIBERTY BROADBAND CORP,COM SER C,530307305,"10,794",0.0%,"68,156",,
RTLR,RATTLER MIDSTREAM LP,COM UNITS,75419T103,"10,513",0.0%,"1,108,931",,
HESM,HESS MIDSTREAM LP,CL A SHS,428103105,"10,337",0.0%,"528,227",,
XLNX,XILINX INC,COM,983919101,"10,108",0.0%,"71,297",,
GPN,GLOBAL PMTS INC,COM,37940X102,"9,980",0.0%,"46,329",,
META,FACEBOOK INC,CL A,30303M102,"9,834",0.0%,"36,000",,
CMCSA,COMCAST CORP NEW,CL A,20030N101,"9,694",0.0%,"185,000",,
DISCK,DISCOVERY INC,COM SER C,25470F302,"9,689",0.0%,"369,962",,
DASH,DOORDASH INC,CL A,25809K105,"9,279",0.0%,"65,000",,
TGT,TARGET CORP,COM,87612E106,"9,051",0.0%,"51,274",,
CLGX,CORELOGIC INC,COM,21871D103,"8,892",0.0%,"115,000",,
BE,BLOOM ENERGY CORP,COM CL A,093712107,"8,856",0.0%,"308,987",,
EGHT,8X8 INC NEW,COM,282914100,"8,618",0.0%,"250,010",,
BAC,BK OF AMERICA CORP,COM,060505104,"8,465",0.0%,"279,292",,
ZI,ZOOMINFO TECHNOLOGIES INC,COM CL A,98980F104,"8,440",0.0%,"175,000",,
MKL,MARKEL CORP,COM,570535104,"8,188",0.0%,"7,924",,
ITRI,ITRON INC,COM,465741106,"8,094",0.0%,"84,400",,
NWSA,NEWS CORP NEW,CL A,65249B109,"7,907",0.0%,"440,000",,
IWM,ISHARES TR,RUSSELL 2000 ETF,464287655,"7,842",0.0%,"40,000",,put
