Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CQP,CHENIERE ENERGY PARTNERS LP,PARTNERSHIP SHARES,16411Q101,"5,779,150",22%,"101,620,376",,
BN.TO,BROOKFIELD CORPORATION,COMMON STOCK,11271J107,"4,149,188",16%,"131,887,746",,
BEP,BROOKFIELD RENEWABLE PARTNERS,PARTNERSHIP SHARES,G16258108,"1,742,110",6.6%,"68,749,416",,
BEPC.TO,BROOKFIELD RENEWABLE CORP,COMMON STOCK,11284V105,"1,234,173",4.6%,"44,813,835",,
BAM.TO,BROOKFIELD ASSET MANAGEMENT LTD.,COMMON STOCK,113004105,"934,182",3.5%,"32,583,973",,
BBUC,BROOKFIELD BUSINESS CORP,COMMON STOCK,11259V106,"901,781",3.4%,"47,992,611",,
AEL,AMERICAN EQUITY INVESTMENT LIF,EQTY,025676206,"724,726",2.7%,"15,886,163",,
BIPC,BROOKFIELD INFRASTRUCTURE CORP,COMMON STOCK,11275Q107,"506,197",1.9%,"13,012,789",,
BBU,BROOKFIELD BUSINESS PARTNERS L,PARTNERSHIP SHARES,G16234109,"445,703",1.7%,"26,279,715",,
TA.TO,TRANSALTA CORP,COMMON STOCK,89346D107,"316,430",1.2%,"35,456,023",,
EAF,GRAFTECH INTERNATIONAL LTD,COMMON STOCK,384313508,"303,822",1.1%,"63,828,253",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"287,071",1.1%,"1,914,323",,
MIDD,MIDDLEBY CORP/THE,COMMON STOCK,596278101,"276,361",1.0%,"2,063,942",,
VST,VISTRA CORP,COMMON STOCK,92840M102,"263,680",1.0%,"11,365,536",,
PCG,PG&E CORP,COM,69331C108,"257,711",1.0%,"15,849,403",,
BABA,ALIBABA GROUP HOLDING LTD,EQTY,01609W102,"240,848",0.9%,"2,734,115",,
PLD,PROLOGIS INC.,COM,74340W103,"226,743",0.9%,"2,011,383",,
CCI,CROWN CASTLE INC,COM,22822V101,"220,606",0.8%,"1,626,410",,
ETR,ENTERGY CORP NEW,COM,29364G103,"214,311",0.8%,"1,904,988",,
CNP,CENTERPOINT ENERGY INC,COM,15189T107,"209,386",0.8%,"6,981,882",,
VNO,VORNADO REALTY TRUST,REIT,929042109,"194,728",0.7%,"9,357,436",,
