"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TRUST","* SPDR S&P 500 ETF TR TR UNIT","78462F103","161,290","43%","501,118","",""
"QQQ","INVESCO QQQ TRUST SERIES 1","* INVESCO QQQ TR UNIT SER 1","46090E103","51,792","14%","243,600","",""
"VEU","VANGUARD INTL EQUITY INDEX F","ALLWRLD EX US","922042775","17,950","4.8%","333,962","",""
"VOO","VANGUARD INDEX FDS","S&P 500 ETF SHS","922908363","15,256","4.1%","51,575","",""
"IVV","ISHARES MSCI EAFE INDEX FUND","* ISHARES TR CORE S&P500 ETF","464287200","9,565","2.6%","29,590","",""
"EWU","ISHARES MSCI UNITED KINGDOM INDEX FUND","* ISHARES TR MSCI UK ETF NEW","46435G334","8,321","2.2%","244,015","",""
"VYM","VANGUARD WHITEHALL FDS INC","HIGH DIV YLD","921946406","6,823","1.8%","72,805","",""
"MDY","SPDR S&P MIDCAP 400 ETF TR","UTSER1 S&PDCRP","78467Y107","6,569","1.8%","17,500","",""
"VTI","VANGUARD INDEX FDS","TOTAL STK MKT","922908769","5,838","1.6%","35,678","",""
"EWJ","ISHARES MSCI JAPAN UCITS ETF","* ISHARES INC MSCI JPN ETF NEW","46434G822","4,547","1.2%","76,764","",""
"IVOO","VANGUARD ADMIRAL FDS INC","MIDCP 400 IDX","921932885","3,946","1.1%","28,404","",""
"VTWO","VANGUARD SCOTTSDALE FDS","VNG RUS2000IDX","92206C664","3,922","1.0%","29,456","",""
"EWQ","ISHARES MSCI FRANCE ETF","* ISHARES INC MSCI FRANCE ETF","464286707","2,536","0.7%","77,525","",""
"VIOO","VANGUARD ADMIRAL FDS INC","SMLLCP 600 IDX","921932828","1,917","0.5%","12,600","",""
"V","VISA INC","* VISA INC COM CL A","92826C839","1,649","0.4%","8,770","",""
"TMO","THERMO FISHER SCIENTIFIC INC","* THERMO FISHER SCIENTIFIC INC COM","883556102","1,613","0.4%","4,965","",""
"CMCSA","COMCAST CORP","* COMCAST CORP NEW CL A","20030N101","1,497","0.4%","33,268","",""
"MDT","MEDTRONIC PLC","* MEDTRONIC PLC SHS","G5960L103","1,487","0.4%","13,100","",""
"T","AT&T INC","* AT&T INC COM","00206R102","1,272","0.3%","32,553","",""
"HON","HONEYWELL INTERNATIONAL INC","* HONEYWELL INTL INC COM","438516106","1,190","0.3%","6,716","",""
"K","KELLOGG CO","* KELLOGG CO COM","487836108","1,174","0.3%","16,975","",""
"UPS","UNITED PARCEL SERVICE INC","* UNITED PARCEL SERVICE INC CL B","911312106","1,171","0.3%","10,000","",""
"DIS","WALT DISNEY CO","* DISNEY WALT CO COM DISNEY","254687106","1,138","0.3%","7,869","",""
"IRM","IRON MOUNTAIN INC","* IRON MTN INC NEW COM","46284V101","1,104","0.3%","34,647","",""
"MO","ALTRIA GROUP INC","* ALTRIA GROUP INC COM","02209S103","1,102","0.3%","22,087","",""
"EFA","ISHARES MSCI EAFE INDEX FUND","* ISHARES TR MSCI EAFE ETF","464287465","1,053","0.3%","15,162","",""
"KIM","KIMCO REALTY CORP","* KIMCO RLTY CORP COM","49446R109","1,042","0.3%","50,310","",""
"PPL","PPL CORP","* PPL CORP COM","69351T106","994","0.3%","27,701","",""
"SLB","SCHLUMBERGER NV","* SCHLUMBERGER LTD COM","806857108","986","0.3%","24,537","",""
"PM","PHILIP MORRIS INTERNATIONAL INC","* PHILIP MORRIS INTL INC COM","718172109","984","0.3%","11,563","",""
"WY","WEYERHAEUSER CO","* WEYERHAEUSER CO COM","962166104","961","0.3%","31,808","",""
"KSU","KANSAS CITY SOUTHERN","* KANSAS CITY SOUTHERN COM NEW","485170302","960","0.3%","6,265","",""
"EWW","ISHARES MSCI MEXICO CAPPED ETF","* ISHARES INC MSCI MEXICO ETF","464286822","955","0.3%","21,205","",""
"ZBH","ZIMMER BIOMET HOLDINGS INC","* ZIMMER BIOMET HLDGS INC COM","98956P102","876","0.2%","5,849","",""
"OKE","ONEOK INC","* ONEOK INC NEW COM","682680103","874","0.2%","11,549","",""
"VZ","VERIZON COMMUNICATIONS INC","* VERIZON COMMUNICATIONS INC COM","92343V104","869","0.2%","14,153","",""
"SYK","STRYKER CORP","* STRYKER CORP COM","863667101","848","0.2%","4,039","",""
"MAC","MACERICH CO","* MACERICH CO COM","554382101","846","0.2%","31,443","",""
"SO","SOUTHERN CO","* SOUTHERN CO COM","842587107","823","0.2%","12,922","",""
"D","DOMINION ENERGY INC","* DOMINION ENERGY INC COM","25746U109","817","0.2%","9,868","",""
"CVS","CVS HEALTH CORP","* CVS HEALTH CORP COM","126650100","817","0.2%","11,000","",""
"XOM","EXXON MOBIL CORP","* EXXON MOBIL CORP COM","30231G102","800","0.2%","11,465","",""
"CNR.TO","CANADIAN NATIONAL RAILWAY CO","* CANADIAN NATL RY CO COM","136375102","791","0.2%","8,738","",""
"WU","WESTERN UNION CO","* WESTERN UN CO COM","959802109","790","0.2%","29,497","",""
"OXY","OCCIDENTAL PETROLEUM CORP","* OCCIDENTAL PETE CORP COM","674599105","789","0.2%","19,149","",""
"PEAK","HEALTHPEAK PROPERTIES INC","* HEALTHPEAK PPTYS INC COM ADDED","42250P103","785","0.2%","22,772","",""
