"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"AMTD","TD Ameritrade Holding Corp","COM","87236Y108","13,449,816","25%","253,578,738","",""
"AAPL","Apple Inc","COM","037833100","2,281,435","4.2%","13,184,718","",""
"RY.TO","Royal Bank of Canada","COM","780087102","1,556,013","2.9%","18,987,786","",""
"CM.TO","Canadian Imperial Bank of Comm","COM","136069101","1,217,788","2.2%","14,295,964","",""
"MSFT","Microsoft Corp","COM","594918104","1,212,243","2.2%","5,844,899","",""
"BNS.TO","Bank of Nova Scotia/The","COM","064149107","1,187,308","2.2%","22,025,522","",""
"AMZN","Amazon.com Inc","COM","023135106","1,018,278","1.9%","312,653","",""
"BMO.TO","Bank of Montreal","COM","063671101","822,037","1.5%","10,840,632","",""
"META","Facebook Inc","COM","30303M102","721,402","1.3%","2,640,985","",""
"GOOGL","Alphabet Inc","COM","02079K305","588,906","1.1%","336,015","",""
"GOOG","Alphabet Inc","COM","02079K107","582,082","1.1%","332,265","",""
"INTC","Intel Corp","COM","458140100","482,189","0.9%","7,935,558","",""
"SHOP","Shopify Inc","COM","82509L107","467,656","0.9%","414,636","",""
"TD","Toronto-Dominion Bank/The","COM","891160509","463,482","0.9%","8,224,740","",""
"CNR.TO","Canadian National Railway Co","COM","136375102","431,141","0.8%","3,932,128","",""
"BKAA.SG","Brookfield Asset Management In","COM","112585104","417,860","0.8%","10,134,773","",""
"BRK-B","Berkshire Hathaway Inc","COM","084670702","366,336","0.7%","1,579,939","",""
"DIS","Walt Disney Co/The","COM","254687106","353,403","0.6%","1,894,896","",""
"FTS.TO","Fortis Inc/Canada","COM","349553107","350,903","0.6%","8,612,623","",""
"QQQ","Invesco QQQ Trust Series 1","ETF","46090E103","348,272","0.6%","1,110,079","",""
"TSLA","Tesla Inc","COM","88160R101","347,889","0.6%","492,997","",""
"ENB.TO","Enbridge Inc","COM","29250N105","332,889","0.6%","10,436,167","",""
"JPM","JPMorgan Chase & Co","COM","46625H100","318,260","0.6%","2,856,314","",""
"BCE.TO","BCE Inc","COM","05534B760","299,280","0.5%","7,017,513","",""
"TRP.TO","TransCanada Corp","COM","87807B107","298,714","0.5%","7,367,066","",""
"BAC","Bank of America Corp","COM","060505104","287,773","0.5%","8,005,455","",""
"PG","Procter & Gamble Co/The","COM","742718109","279,092","0.5%","2,772,725","",""
"JNJ","Johnson & Johnson","COM","478160104","276,884","0.5%","2,626,315","",""
"NVDA","NVIDIA Corp","COM","67066G104","259,364","0.5%","496,683","",""
"SPY","SPDR S&P 500 ETF Trust","ETF","78462F103","245,802","0.5%","657,443","",""
"VZ","Verizon Communications Inc","COM","92343V104","239,012","0.4%","4,639,640","",""
"CP.TO","Canadian Pacific Railway Ltd","COM","13645T100","238,116","0.4%","688,269","",""
"COST","Costco Wholesale Corp","COM","22160K105","229,191","0.4%","743,118","",""
"V","Visa Inc","COM","92826C839","227,702","0.4%","1,041,033","",""
"UNH","UnitedHealth Group Inc","COM","91324P102","222,690","0.4%","960,847","",""
"HD","Home Depot Inc/The","COM","437076102","221,263","0.4%","993,907","",""
"NFLX","Netflix Inc","COM","64110L106","218,340","0.4%","403,794","",""
"UNP","Union Pacific Corp","COM","907818108","217,334","0.4%","1,043,784","",""
"MA","Mastercard Inc","COM","57636Q104","217,114","0.4%","700,649","",""
"WMT","Wal-Mart Stores Inc","COM","931142103","212,837","0.4%","1,928,764","",""
"NKE","NIKE Inc","COM","654106103","211,897","0.4%","1,497,845","",""
"CMCSA","Comcast Corp","COM","20030N101","210,600","0.4%","4,655,094","",""
