"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"MSFT","MICROSOFT CORP","COM","594918104","318,744","3.0%","3,138,169","",""
"GOOGL","ALPHABET INC CAP STK CL A","COM","02079K305","301,015","2.8%","288,064","",""
"META","FACEBOOK INC CL A","COM","30303M102","293,123","2.7%","2,236,043","",""
"","SPDR S&P 500 ETF TR","COM","78462F953","268,664","2.5%","1,075,000","","put"
"AAPL","APPLE INC","COM","037833100","219,072","2.0%","1,388,820","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","209,682","2.0%","1,624,811","",""
"CMCSA","COMCAST CORP NEW CL A","COM","20030N101","179,611","1.7%","5,274,932","",""
"PEP","PEPSICO INC COM","COM","713448108","176,010","1.6%","1,593,143","",""
"PG","PROCTER & GAMBLE CO COM","COM","742718109","159,498","1.5%","1,735,186","",""
"HD","HOME DEPOT INC","COM","437076102","154,385","1.4%","898,528","",""
"BA","BOEING CO","COM","097023105","149,438","1.4%","463,374","",""
"AABA","ALTABA INC COM","COM","021346101","136,959","1.3%","2,363,804","",""
"DD","DOWDUPONT INC","COM","26078J100","124,739","1.2%","2,332,449","",""
"KO","COCA COLA CO","COM","191216100","123,461","1.1%","2,607,415","",""
"GOOG","ALPHABET INC CAP STK CL C","COM","02079K107","120,252","1.1%","116,117","",""
"AMZN","AMAZON COM INC","COM","023135106","113,307","1.1%","75,439","",""
"MRK","MERCK & CO INC NEW","COM","58933Y105","113,129","1.1%","1,480,549","",""
"HON","HONEYWELL INTL INC COM","COM","438516106","109,770","1.0%","830,836","",""
"PFE","PFIZER INC","COM","717081103","105,556","1.0%","2,418,239","",""
"PM","PHILIP MORRIS INTL INC","COM","718172109","88,400","0.8%","1,324,151","",""
"HCA","HCA HOLDINGS INC","COM","40412C101","84,743","0.8%","680,942","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","84,324","0.8%","863,799","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","83,576","0.8%","335,485","",""
"SPY","SPDR S&P 500 ETF TR","COM","78462F103","80,997","0.8%","324,092","",""
"CI","CIGNA CORPORATION","COM","125509109","73,644","0.7%","387,761","",""
"EXC","EXELON CORP COM","COM","30161N101","72,424","0.7%","1,605,843","",""
"WMT","WAL-MART STORES INC","COM","931142103","71,759","0.7%","770,360","",""
"","COMCAST CORP NEW","COM","20030N901","71,427","0.7%","2,097,701","","call"
"","COMCAST CORP NEW","COM","20030N951","71,427","0.7%","2,097,701","","put"
"AMGN","AMGEN INC","COM","031162100","69,727","0.6%","358,183","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","69,582","0.6%","1,112,425","",""
"VZ","VERIZON COMMUNICATIONS INC COM","COM","92343V104","69,184","0.6%","1,230,596","",""
"","HONEYWELL INTL INC","COM","438516906","68,993","0.6%","522,201","","call"
"","HONEYWELL INTL INC","COM","438516956","68,993","0.6%","522,201","","put"
"ADP","AUTOMATIC DATA PROCESSING I","COM","053015103","67,561","0.6%","515,261","",""
"MA","MASTERCARD INC CL A","COM","57636Q104","66,360","0.6%","351,761","",""
"PYPL","PAYPAL HLDGS INC","COM","70450Y103","63,318","0.6%","752,976","",""
"T","AT&T INC COM","COM","00206R102","61,983","0.6%","2,171,786","",""
"FIS","FIDELITY NATL INFORMATION SV COM","COM","31620M106","61,076","0.6%","595,573","",""
"V","VISA INC COM CL A","COM","92826C839","58,866","0.5%","446,157","",""
"ELV","ANTHEM INC","COM","036752103","58,799","0.5%","223,885","",""
"","PHILIP MORRIS INTL INC","COM","718172959","57,841","0.5%","866,400","","put"
"YUM","YUM BRANDS INC COM","COM","988498101","56,926","0.5%","619,302","",""
"","PHILIP MORRIS INTL INC","COM","718172909","56,686","0.5%","849,100","","call"
"HAL","HALLIBURTON CO","COM","406216101","56,418","0.5%","2,122,562","",""
"PSX","PHILLIPS 66","COM","718546104","56,095","0.5%","651,130","",""
"DIS","DISNEY WALT CO","COM","254687106","56,087","0.5%","511,509","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL CL B NEW","COM","084670702","55,457","0.5%","271,606","",""
"INTC","INTEL CORP","COM","458140100","54,173","0.5%","1,154,344","",""
"ADBE","ADOBE SYS INC","COM","00724F101","54,060","0.5%","238,951","",""
"AGN","ALLERGAN PLC","COM","G0177J108","53,842","0.5%","402,828","",""
"STZ","CONSTELLATION BRANDS INC CL A","COM","21036P108","53,423","0.5%","332,194","",""
"MCD","MCDONALDS CORP COM","COM","580135101","53,232","0.5%","299,778","",""
"NKE","NIKE INC CL B","COM","654106103","52,739","0.5%","711,349","",""
"CAR","AVIS BUDGET GROUP COM","COM","053774105","50,580","0.5%","2,250,000","",""
"","ISHARES TR MSCI EAFE ETF","COM","464287955","50,521","0.5%","859,500","","put"
"AAP","ADVANCE AUTO PARTS INC COM","COM","00751Y106","50,384","0.5%","319,977","",""
"CSCO","CISCO SYS INC","COM","17275R102","49,287","0.5%","1,137,485","",""
"VFC","V F CORP COM","COM","918204108","49,269","0.5%","690,629","",""
"NEE","NEXTERA ENERGY INC COM","COM","65339F101","49,076","0.5%","282,336","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","46,532","0.4%","228,421","",""
"","ISHARES TR","COM","464287955","46,463","0.4%","347,000","","put"
"ADM","ARCHER DANIELS MIDLAND CO","COM","039483102","45,914","0.4%","1,120,677","",""
"EFA","ISHARES TR MSCI EAFE ETF","COM","464287465","45,628","0.4%","776,255","",""
"NFLX","NETFLIX INC","COM","64110L106","45,326","0.4%","169,340","",""
"ABBV","ABBVIE INC","COM","00287Y109","44,976","0.4%","487,859","",""
"CELG","CELGENE CORP","COM","151020104","44,398","0.4%","692,750","",""
"","DOWDUPONT INC","COM","26078J950","43,442","0.4%","812,300","","put"
"SLB","SCHLUMBERGER LTD","COM","806857108","43,056","0.4%","1,193,340","",""
"NLOK","SYMANTEC CORP","COM","871503108","42,380","0.4%","2,242,905","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","41,908","0.4%","614,577","",""
"BR","BROADRIDGE FINL SOLUTIONS IN COM","COM","11133T103","41,809","0.4%","434,383","",""
"ABT","ABBOTT LABS","COM","002824100","41,201","0.4%","569,628","",""
"EL","LAUDER ESTEE COS INC","COM","518439104","40,423","0.4%","310,710","",""
"MS","MORGAN STANLEY COM NEW","COM","617446448","39,710","0.4%","1,001,523","",""
"AVGO","AVAGO TECHNOLOGIES LTD","COM","Y0486S104","39,705","0.4%","156,145","",""
"MDT","MEDTRONIC PLC","COM","G5960L103","39,621","0.4%","435,587","",""
"","HERBALIFE LTD","COM","G4412G901","39,270","0.4%","666,151","","call"
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","38,878","0.4%","633,406","",""
"BAC","BANK AMER CORP","COM","060505104","38,557","0.4%","1,564,802","",""
"ACN","ACCENTURE PLC IRELAND SHS CLASS A","COM","G1151C101","35,722","0.3%","253,332","",""
"LLY","LILLY ELI & CO","COM","532457108","35,384","0.3%","305,775","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","35,375","0.3%","211,760","",""
"ZTS","ZOETIS INC","COM","98978V103","34,714","0.3%","405,823","",""
"IWM","ISHARES RUSSELL ETF","COM","464287655","34,333","0.3%","256,410","",""
"HLT","HILTON WORLDWIDE HLDGS INC COM","COM","43300A203","33,395","0.3%","465,106","",""
"VLO","VALERO ENERGY CORP NEW COM","COM","91913Y100","33,152","0.3%","442,202","",""
"","MARKET VECTORS ETF TR GOLD MINER ETF","COM","57060U900","32,683","0.3%","1,549,700","","call"
"MO","ALTRIA GROUP INC COM","COM","02209S103","32,610","0.3%","660,261","",""
"CVS","CVS HEALTH CORP","COM","126650100","31,853","0.3%","486,154","",""
"CVX","CHEVRON CORP NEW","COM","166764100","31,576","0.3%","290,244","",""
"TSS","TOTAL SYS SVCS INC COM","COM","891906109","30,636","0.3%","376,873","",""
"LBRDA","CHARTER COMMUNICATIONS INC D CL A","COM","16117M305","29,612","0.3%","103,914","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","29,220","0.3%","130,567","",""
"RTN","RAYTHEON CO COM NEW","COM","755111507","28,921","0.3%","188,592","",""
"EMN","EASTMAN CHEM CO COM","COM","277432100","28,569","0.3%","390,768","",""
"LIN","LINDE PLC COM","COM","G5494J103","28,225","0.3%","180,881","",""
"TPR","TAPESTRY INC COM","COM","876030107","28,123","0.3%","833,260","",""
"CDW","CDW CORP COM","COM","12514G108","27,987","0.3%","345,300","",""
"","CONSTELLATION BRANDS INC","COM","21036P958","27,774","0.3%","172,700","","put"
"ORCL","ORACLE CORP COM","COM","68389X105","27,674","0.3%","612,928","",""
"BMY","BRISTOL MYERS SQUIBB CO","COM","110122108","27,516","0.3%","529,367","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","27,516","0.3%","242,072","",""
"ATVI","ACTIVISION BLIZZARD INC","COM","00507V109","27,484","0.3%","590,176","",""
"WFC","WELLS FARGO & CO NEW COM","COM","949746101","27,256","0.3%","591,485","",""
"WBA","WALGREENS BOOTS ALLIANCE INC","COM","931427108","26,909","0.3%","393,809","",""
"MDLZ","MONDELEZ INTL CIN CL A","COM","609207105","26,733","0.2%","667,831","",""
"LULU","LULULEMON ATHLETICA INC COM","COM","550021109","26,728","0.2%","219,788","",""
"DNB","DUN & BRADSTREET CORP DEL NE COM","COM","26483E100","25,922","0.2%","181,600","",""
"DHI","D R HORTON INC","COM","23331A109","25,572","0.2%","737,806","",""
"BKNG","BOOKING HLDGS INC","COM","09857L108","25,499","0.2%","14,804","",""
"GDDY","GODADDY INC","COM","380237107","25,493","0.2%","388,500","",""
"LMT","LOCKHEED MARTIN CORP COM","COM","539830109","25,245","0.2%","96,412","",""
"CRM","SALESFORCE COM INC COM","COM","79466L302","25,204","0.2%","184,013","",""
"VRTX","VERTEX PHARMACEUTICALS INC","COM","92532F100","24,978","0.2%","150,736","",""
"MPC","MARATHON PETE CORP","COM","56585A102","24,904","0.2%","422,029","",""
"","MCDONALDS CORP","COM","580135901","24,576","0.2%","138,400","","call"
"TFCFA","TWENTY FIRST CENTY FOX INC CL A","COM","90130A101","24,562","0.2%","510,438","",""
"MMM","3M CO COM","COM","88579Y101","23,826","0.2%","125,043","",""
"","TWITTER INC","COM","90184L102","23,754","0.2%","826,520","",""
"","COCA COLA CO","COM","191216900","23,675","0.2%","500,000","","call"
"","MEDTRONIC PLC","COM","G5960L903","23,650","0.2%","260,000","","call"
"","MICROSOFT CORP","COM","594918904","23,361","0.2%","230,000","","call"
"CL","COLGATE PALMOLIVE CO","COM","194162103","23,340","0.2%","392,129","",""
"","MERCK & CO INC","COM","58933Y905","22,923","0.2%","300,000","","call"
"TXN","TEXAS INSTRS INC","COM","882508104","22,491","0.2%","238,004","",""
"BOKF","BOK FINL CORP COM NEW","COM","05561Q201","22,454","0.2%","306,207","",""
"NSC","NORFOLK SOUTHERN CORP COM","COM","655844108","22,058","0.2%","147,504","",""
"APC","ANADARKO PETE CORP","COM","032511107","21,687","0.2%","494,682","",""
"","ZOETIS INC","COM","98978V953","21,385","0.2%","250,000","","put"
"ALSN","ALLISON TRANSMISSION HLDGS I COM","COM","01973R101","21,367","0.2%","486,600","",""
"NEM","NEWMONT MINING CORP COM","COM","651639106","21,200","0.2%","611,844","",""
"EA","ELECTRONIC ARTS INC","COM","285512109","21,082","0.2%","267,170","",""
"DHR","DANAHER CORP DEL COM","COM","235851102","20,628","0.2%","200,043","",""
"IDXX","IDEXX LABS INC COM","COM","45168D104","20,610","0.2%","110,793","",""
"DUK","DUKE ENERGY CORP NEW COM NEW","COM","26441C204","20,444","0.2%","236,894","",""
"KMB","KIMBERLY CLARK CORP","COM","494368103","20,337","0.2%","178,492","",""
"NVDA","NVIDIA CORP COM","COM","67066G104","20,178","0.2%","151,146","",""
"BIIB","BIOGEN INC","COM","09062X103","20,111","0.2%","66,833","",""
"","ISHARES TR","COM","464287905","20,085","0.2%","150,000","","call"
"","MARKET VECTORS ETF TR GOLD MINER ETF","COM","57060U950","20,029","0.2%","949,700","","put"
"","FACEBOOK INC","COM","30303M952","19,664","0.2%","150,000","","put"
"BDX","BECTON DICKINSON & CO","COM","075887109","19,604","0.2%","87,004","",""
"","ISHARES TR CHINA LG-CAP ETF","COM","464287904","19,540","0.2%","500,000","","call"
"AES","AES CORP COM","COM","00130H105","19,404","0.2%","1,341,887","",""
"WEN","WENDYS CO COM","COM","95058W100","18,560","0.2%","1,189,000","",""
"ISRG","INTUITIVE SURGICAL INC","COM","46120E602","18,134","0.2%","37,865","",""
"RHT","RED HAT INC COM","COM","756577102","17,989","0.2%","102,418","",""
"ZAYO","ZAYOHLDGSCOM","COM","98919V105","17,829","0.2%","780,600","",""
"FFIV","F5 NETWORKS INC COM","COM","315616102","17,756","0.2%","109,583","",""
"UNP","UNION PAC CORP COM","COM","907818108","17,753","0.2%","128,429","",""
"C","CITIGROUP INC","COM","172967424","17,750","0.2%","340,960","",""
"","HERBALIFE LTD PUT","COM","G4412G951","17,685","0.2%","300,000","","put"
"RTX","UNITED TECHNOLOGIES CORP COM","COM","913017109","17,546","0.2%","164,780","",""
"CNP","CENTERPOINT ENERGY INC COM","COM","15189T107","17,256","0.2%","611,249","",""
"QCOM","QUALCOMM INC","COM","747525103","17,093","0.2%","300,351","",""
"CENX","CENTURY ALUM CO","COM","156431108","16,955","0.2%","2,319,400","",""
