"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"RY.TO","ROYAL BK CDA MONTREAL QUE","COM","780087102","1,821,581","4.4%","23,021,812","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","1,520,388","3.7%","27,107,753","",""
"MSFT","MICROSOFT CORP","COM","594918104","940,132","2.3%","5,961,523","",""
"CM.TO","CDN IMPERIAL BK COMM TORONTO","COM","136069101","890,301","2.2%","10,699,191","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","853,151","2.1%","11,008,686","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","830,035","2.0%","20,875,512","",""
"BCE.TO","BCE INC","COM NEW","05534B760","622,188","1.5%","13,429,397","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","618,936","1.5%","462,103","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","609,505","1.5%","10,548,510","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","591,995","1.4%","6,543,868","",""
"META","FACEBOOK INC","CL A","30303M102","571,592","1.4%","2,784,859","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","536,327","1.3%","26,419,614","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","529,953","1.3%","9,857,770","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","525,842","1.3%","16,043,382","",""
"AMZN","AMAZON COM INC","COM","023135106","517,045","1.3%","279,810","",""
"XBI","SPDR SERIES TRUST","S&P BIOTECH","78464A870","479,886","1.2%","5,045,600","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","416,359","1.0%","2,854,316","",""
"AGN","ALLERGAN PLC","SHS","G0177J108","400,338","1.0%","2,094,147","",""
"AAXJ","ISHARES TR","MSCI AC ASIA ETF","464288182","399,545","1.0%","5,436,007","",""
"SLF.TO","SUN LIFE FINL INC","COM","866796105","382,822","0.9%","8,395,484","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","380,256","0.9%","11,756,277","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","363,273","0.9%","7,587,469","",""
"AAPL","APPLE INC","COM","037833100","351,362","0.9%","1,196,533","",""
"KRE","SPDR SERIES TRUST","S&P REGL BKG","78464A698","349,500","0.9%","6,000,000","",""
"EMB","ISHARES TR","JPMORGAN USD EMG","464288281","331,952","0.8%","2,897,623","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","328,634","0.8%","2,357,491","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","325,700","0.8%","1,277,599","",""
"IWM","ISHARES TR","RUSSELL 2000 ETF","464287655","324,826","0.8%","1,960,682","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","324,530","0.8%","5,286,131","",""
"PPL.TO","PEMBINA PIPELINE CORP","COM","706327103","322,249","0.8%","8,693,970","",""
"SHOP","SHOPIFY INC","CL A","82509L107","313,442","0.8%","788,311","",""
"T.TO","TELUS CORP","COM","87971M103","291,640","0.7%","7,531,708","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","287,556","0.7%","889,623","",""
"FTS.TO","FORTIS INC","COM","349553107","281,332","0.7%","6,780,078","",""
"T","AT&T INC","COM","00206R102","280,433","0.7%","7,175,893","",""
"ABX.TO","BARRICK GOLD CORPORATION","COM","067901108","277,195","0.7%","14,922,809","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","272,561","0.7%","3,099,400","",""
"BAP","CREDICORP LTD","COM","G2519Y108","272,318","0.7%","1,277,706","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","267,327","0.7%","5,383,452","",""
"DIS","DISNEY WALT CO","COM DISNEY","254687106","264,836","0.6%","1,831,133","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","259,569","0.6%","2,078,216","",""
"VALE","VALE S A","SPONSORED ADS","91912E105","250,272","0.6%","18,960,000","",""
"XLU","SELECT SECTOR SPDR TR","SBI INT-UTILS","81369Y886","244,587","0.6%","3,785,000","",""
"MRK","MERCK & CO INC","COM","58933Y105","232,581","0.6%","2,557,229","",""
"XRT","SPDR SERIES TRUST","S&P RETAIL ETF","78464A714","230,050","0.6%","5,000,000","",""
"EMLC","VANECK VECTORS ETF TR","JP MORGAN MKTS","92189H300","227,952","0.6%","6,702,500","",""
"PFE","PFIZER INC","COM","717081103","219,820","0.5%","5,610,527","",""
"KO","COCA COLA CO","COM","191216100","215,095","0.5%","3,886,082","",""
"QQQ","INVESCO QQQ TR","UNIT SER 1","46090E103","212,610","0.5%","1,000,000","",""
"SMH","VANECK VECTORS ETF TRUST","SEMICONDUCTOR ET","92189F676","212,333","0.5%","1,499,947","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","199,383","0.5%","4,433,704","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","193,009","0.5%","594,111","",""
"GOOG","ALPHABET INC","CAP STK CL C","02079K107","190,725","0.5%","142,650","",""
"EWJ","ISHARES INC","MSCI JPN ETF NEW","46434G822","185,522","0.5%","3,131,708","",""
"SJR-B.TO","SHAW COMMUNICATIONS INC","CL B CONV","82028K200","184,337","0.4%","9,084,132","",""
"LIN","LINDE PLC","SHS","G5494J103","183,405","0.4%","861,463","",""
"AGG","ISHARES TR","CORE US AGGBD ET","464287226","183,351","0.4%","1,631,670","",""
"RTN","RAYTHEON CO","COM NEW","755111507","178,344","0.4%","811,697","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","175,616","0.4%","2,754,824","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","174,561","0.4%","1,921,721","",""
"HD","HOME DEPOT INC","COM","437076102","165,416","0.4%","756,736","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","163,548","0.4%","1,583,767","",""
"BAC","BANK AMER CORP","COM","060505104","158,355","0.4%","4,496,212","",""
"INTC","INTEL CORP","COM","458140100","156,682","0.4%","2,617,922","",""
"PM","PHILIP MORRIS INTL INC","COM","718172109","156,143","0.4%","1,835,029","",""
"MA","MASTERCARD INC","CL A","57636Q104","152,642","0.4%","511,275","",""
"WMT","WALMART INC","COM","931142103","152,138","0.4%","1,280,191","",""
"GDXJ","VANECK VECTORS ETF TRUST","JR GOLD MINERS E","92189F791","150,421","0.4%","3,559,409","",""
"EWZ","ISHARES INC","MSCI BRAZIL ETF","464286400","145,341","0.4%","3,063,170","",""
"MG.TO","MAGNA INTL INC","COM","559222401","144,832","0.4%","2,641,353","",""
"CSCO","CISCO SYS INC","COM","17275R102","143,508","0.3%","2,992,267","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","143,368","0.3%","12,849,097","",""
"WCG","WELLCARE HEALTH PLANS INC","COM","94946T106","142,484","0.3%","431,645","",""
"EZU","ISHARES INC","MSCI EURZONE ETF","464286608","138,043","0.3%","3,293,060","",""
"SBUX","STARBUCKS CORP","COM","855244109","137,887","0.3%","1,568,322","",""
"LLY","LILLY ELI & CO","COM","532457108","135,911","0.3%","1,034,096","",""
"CVX","CHEVRON CORP NEW","COM","166764100","131,516","0.3%","1,091,333","",""
"","ANTHEM INC","NOTE 2.750%10/1","94973VBG1","130,186","0.3%","","31,020,437",""
"ORCL","ORACLE CORP","COM","68389X105","129,503","0.3%","2,444,418","",""
"PEP","PEPSICO INC","COM","713448108","129,252","0.3%","945,717","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","129,250","0.3%","2,401,493","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","123,749","0.3%","921,385","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","123,701","0.3%","2,008,330","",""
"BMY","BRISTOL MYERS SQUIBB CO","COM","110122108","119,869","0.3%","1,867,415","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","117,722","0.3%","919,993","",""
"BIIB","BIOGEN INC","COM","09062X103","117,531","0.3%","396,087","",""
"HON","HONEYWELL INTL INC","COM","438516106","117,091","0.3%","661,534","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","114,927","0.3%","11,305,537","",""
"NVDA","NVIDIA CORP","COM","67066G104","114,507","0.3%","486,642","",""
"UNP","UNION PACIFIC CORP","COM","907818108","112,136","0.3%","620,256","",""
"WPM.TO","WHEATON PRECIOUS METALS CORP","COM","962879102","111,829","0.3%","3,758,045","",""
"VEA","VANGUARD TAX MANAGED INTL FD","FTSE DEV MKT ETF","921943858","110,150","0.3%","2,500,000","",""
