Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"1,276,544",2.7%,"30,088,017",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"1,013,957",2.1%,"21,791,478",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"813,062",1.7%,"22,786,647",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"797,436",1.7%,"25,832,055",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"542,035",1.1%,"13,450,000",,put
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"402,008",0.8%,"10,879,791",,
FTS.TO,FORTIS INC,COM,349553107,"334,596",0.7%,"8,055,401",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"170,488",0.4%,"11,251,141",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"79,054",0.2%,"1,283,206",,
XOM,EXXON MOBIL CORP,COM,30231G102,"77,651",0.2%,"721,865",,
CVX,CHEVRON CORP NEW,COM,166764100,"62,826",0.1%,"433,764",,
CSX,CSX CORP,COM,126408103,"50,675",0.1%,"1,570,359",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"35,727",0.1%,"387,369",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"25,901",0.1%,"361,289",,
PGR,PROGRESSIVE CORP,COM,743315103,"25,882",0.1%,"108,016",,
TA.TO,TRANSALTA CORP,COM,89346D107,"25,202",0.1%,"1,782,617",,
VEA,VANGUARD TAX-MANAGED FDS,VAN FTSE DEV,921943858,"22,744",0.0%,"475,620",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"21,800",0.0%,"590,000",,put
TRP.TO,TC ENERGY CORP,COM,87807B107,"18,845",0.0%,"405,000",,put
COP,CONOCOPHILLIPS,COM,20825C104,"14,562",0.0%,"146,843",,
EQT,EQT CORP,COM,26884L109,"14,271",0.0%,"309,494",,
SO,SOUTHERN CO,COM,842587107,"12,573",0.0%,"152,739",,
STX,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,G7997R103,"12,111",0.0%,"140,321",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"11,929",0.0%,"311,134",,
SQ,BLOCK INC,CL A,852234103,"11,732",0.0%,"138,043",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"10,607",0.0%,"343,600",,call
WMB,WILLIAMS COS INC,COM,969457100,"10,441",0.0%,"192,929",,
OKE,ONEOK INC NEW,COM,682680103,"10,185",0.0%,"101,444",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"9,717",0.0%,"354,638",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"9,497",0.0%,"290,154",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"9,065",0.0%,"120,905",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"8,437",0.0%,"78,308",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"8,218",0.0%,"193,700",,put
ET,ENERGY TRANSFER L P,COM UT LTD P,29273V100,"6,999",0.0%,"357,287",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"6,439",0.0%,"208,600",,put
OBE.TO,OBSIDIAN ENERGY LTD,COM,674482203,"4,945",0.0%,"850,666",,
KOS,KOSMOS ENERGY LTD,COM,500688106,"4,822",0.0%,"1,410,000",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"4,639",0.0%,"130,000",,call
SRE,SEMPRA,COM,816851109,"4,564",0.0%,"52,024",,
OVV.TO,OVINTIV INC,COM,69047Q102,"4,422",0.0%,"109,173",,
VST,VISTRA CORP,COM,92840M102,"4,410",0.0%,"31,984",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"4,014",0.0%,"94,600",,call
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"3,788",0.0%,"250,000",,put
NI,NISOURCE INC,COM,65473P105,"3,753",0.0%,"102,105",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"3,622",0.0%,"73,296",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"3,581",0.0%,"38,084",,
EOG,EOG RES INC,COM,26875P101,"3,488",0.0%,"28,453",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"3,224",0.0%,"80,000",,call
CTRA,COTERRA ENERGY INC,COM,127097103,"2,796",0.0%,"109,457",,
BHP,BHP GROUP LTD,SPONSORED AD,088606108,"2,775",0.0%,"56,840",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"2,723",0.0%,"67,579",,
AEE,AMEREN CORP,COM,023608102,"2,674",0.0%,"30,000",,
PPL,PPL CORP,COM,69351T106,"2,469",0.0%,"76,059",,
FE,FIRSTENERGY CORP,COM,337932107,"2,416",0.0%,"60,724",,
CEIX,CONSOL ENERGY INC NEW,COM,20854L108,"2,221",0.0%,"20,815",,
ECL,ECOLAB INC,COM,278865100,"1,868",0.0%,"7,970",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"1,833",0.0%,"194,790",,
SHG,SHINHAN FINANCIAL GROUP CO L,SPN ADR REST,824596100,"1,768",0.0%,"53,786",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"1,664",0.0%,"53,055",,
ORI,OLD REP INTL CORP,COM,680223104,"1,602",0.0%,"46,879",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"1,567",0.0%,"7,292",,
CHRD,CHORD ENERGY CORPORATION,COM NEW,674215207,"1,465",0.0%,"12,529",,
AES,AES CORP,COM,00130H105,"1,138",0.0%,"88,390",,
INDY,ISHARES TR,INDIA 50 ETF,464289529,988,0.0%,"19,430",,
AR,ANTERO RESOURCES CORP,COM,03674X106,738,0.0%,"21,050",,
SCI,SERVICE CORP INTL,COM,817565104,729,0.0%,"9,135",,
SHV,ISHARES TR,SHORT TREAS,464288679,683,0.0%,"6,205",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,601,0.0%,"3,669",,
CR,CRANE COMPANY,COMMON STOCK,224408104,563,0.0%,"3,712",,
VET.TO,VERMILION ENERGY INC,COM,923725105,512,0.0%,"54,400",,call
HES,HESS CORP,COM,42809H107,507,0.0%,"3,815",,
BC,BRUNSWICK CORP,COM,117043109,449,0.0%,"6,935",,
PPC,PILGRIMS PRIDE CORP,COM,72147K108,350,0.0%,"7,718",,
NRG,NRG ENERGY INC,COM NEW,629377508,326,0.0%,"3,618",,
APA,APA CORPORATION,COM,03743Q108,250,0.0%,"10,837",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,240,0.0%,"3,900",,call
MUR,MURPHY OIL CORP,COM,626717102,232,0.0%,"7,653",,
BHF,BRIGHTHOUSE FINL INC,COM,10922N103,231,0.0%,"4,802",,
SM,SM ENERGY CO,COM,78454L100,221,0.0%,"5,690",,
