Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"962,686",3.4%,"24,646,341",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"513,405",1.8%,"9,252,199",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"487,848",1.7%,"15,389,519",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"486,842",1.7%,"12,219,937",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"368,434",1.3%,"10,861,856",,
FTS.TO,FORTIS INC,COM,349553107,"251,675",0.9%,"6,293,447",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"249,687",0.9%,"6,392,400",,put
EWC,ISHARES INC,MSCI CDA ETF,464286509,"214,381",0.8%,"6,550,000",,put
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"155,150",0.5%,"8,001,558",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"117,448",0.4%,"3,462,500",,put
TRP.TO,TC ENERGY CORP,COM,87807B107,"94,022",0.3%,"2,360,000",,put
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"81,848",0.3%,"1,475,000",,put
XOM,EXXON MOBIL CORP,COM,30231G102,"66,355",0.2%,"601,590",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"57,093",0.2%,"1,172,815",,
CVX,CHEVRON CORP NEW,COM,166764100,"42,771",0.2%,"238,292",,
CSX,CSX CORP,COM,126408103,"39,581",0.1%,"1,277,627",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"26,945",0.1%,"850,000",,put
VEA,VANGUARD TAX-MANAGED FDS,VAN FTSE DEV,921943858,"19,885",0.1%,"473,789",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"19,530",0.1%,"500,000",,call
NEE,NEXTERA ENERGY INC,COM,65339F101,"17,335",0.1%,"207,354",,
ERF.TO,ENERPLUS CORP,COM,292766102,"15,827",0.1%,"897,225",,
ET,ENERGY TRANSFER L P,COM UT LTD P,29273V100,"14,762",0.1%,"1,243,626",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"14,542",0.1%,"750,000",,put
OVV.TO,OVINTIV INC,COM,69047Q102,"13,553",0.0%,"267,263",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"13,394",0.0%,"1,878,583",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"11,098",0.0%,"200,000",,call
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"10,999",0.0%,"106,800",,call
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"10,078",0.0%,"163,847",,
SQ,BLOCK INC,CL A,852234103,"9,730",0.0%,"154,837",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"9,613",0.0%,"179,810",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"9,558",0.0%,"540,317",,
BHP,BHP GROUP LTD,SPONSORED AD,088606108,"8,951",0.0%,"144,259",,
EOG,EOG RES INC,COM,26875P101,"6,568",0.0%,"50,708",,
TA.TO,TRANSALTA CORP,COM,89346D107,"5,880",0.0%,"657,693",,
