Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
TD,TORONTO DOMINION BK ONT,COM NEW,891160509,"2,958,806",7.5%,"45,787,773",,
MSFT,MICROSOFT CORP,COM,594918104,"534,309",1.4%,"1,420,883",,
V,VISA INC,COM CL A,92826C839,"217,451",0.6%,"835,224",,
AEM,AGNICO EAGLE MINES LTD,COM,008474108,"191,202",0.5%,"3,485,914",,
HD,HOME DEPOT INC,COM,437076102,"163,866",0.4%,"472,849",,
TD,TORONTO DOMINION BK ONT,COM NEW,891160509,"103,715",0.3%,"1,604,500",,call
MA,MASTERCARD INCORPORATED,CL A,57636Q104,"97,769",0.2%,"229,230",,
XOM,EXXON MOBIL CORP,COM,30231G102,"91,361",0.2%,"913,788",,
AMD,ADVANCED MICRO DEVICES INC,COM,007903107,"69,429",0.2%,"470,993",,
TD,TORONTO DOMINION BK ONT,COM NEW,891160509,"65,105",0.2%,"1,007,500",,put
KO,COCA COLA CO,COM,191216100,"62,071",0.2%,"1,053,294",,
CVX,CHEVRON CORP NEW,COM,166764100,"51,744",0.1%,"346,900",,
PG,PROCTER AND GAMBLE CO,COM,742718109,"51,207",0.1%,"349,440",,
MS,MORGAN STANLEY,COM NEW,617446448,"49,365",0.1%,"529,382",,
C,CITIGROUP INC,COM NEW,172967424,"47,357",0.1%,"920,633",,
VZ,VERIZON COMMUNICATIONS INC,COM,92343V104,"46,322",0.1%,"1,228,688",,
WM,WASTE MGMT INC DEL,COM,94106L109,"37,260",0.1%,"208,039",,
DE,DEERE & CO,COM,244199105,"35,383",0.1%,"88,487",,
GS,GOLDMAN SACHS GROUP INC,COM,38141G104,"34,885",0.1%,"90,430",,
BA,BOEING CO,COM,097023105,"26,980",0.1%,"103,505",,
ZTS,ZOETIS INC,CL A,98978V103,"24,880",0.1%,"126,056",,
UL,UNILEVER PLC,SPON ADR NEW,904767704,"22,853",0.1%,"471,390",,
BX,BLACKSTONE INC,COM,09260D107,"22,506",0.1%,"171,907",,
F,FORD MTR CO DEL,COM,345370860,"21,150",0.1%,"1,735,000",,call
VEA,VANGUARD TAX-MANAGED FDS,VAN FTSE DEV,921943858,"20,755",0.1%,"433,290",,
GM,GENERAL MTRS CO,COM,37045V100,"19,203",0.0%,"534,616",,
PWR,QUANTA SVCS INC,COM,74762E102,"18,518",0.0%,"85,810",,
AEM,AGNICO EAGLE MINES LTD,COM,008474108,"16,685",0.0%,"304,200",,put
F,FORD MTR CO DEL,COM,345370860,"16,159",0.0%,"1,325,628",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"15,497",0.0%,"159,693",,
AEM,AGNICO EAGLE MINES LTD,COM,008474108,"15,133",0.0%,"275,900",,call
IT,GARTNER INC,COM,366651107,"13,878",0.0%,"30,765",,
PM,PHILIP MORRIS INTL INC,COM,718172109,"13,162",0.0%,"139,898",,
GD,GENERAL DYNAMICS CORP,COM,369550108,"12,575",0.0%,"48,426",,
ROST,ROSS STORES INC,COM,778296103,"12,480",0.0%,"90,179",,
MRO,MARATHON OIL CORP,COM,565849106,"11,745",0.0%,"486,132",,
AR,ANTERO RESOURCES CORP,COM,03674X106,"11,340",0.0%,"500,000",,call
MAR,MARRIOTT INTL INC NEW,CL A,571903202,"11,007",0.0%,"48,808",,
BP,BP PLC,SPONSORED AD,055622104,"10,853",0.0%,"306,581",,
SQ,BLOCK INC,CL A,852234103,"10,258",0.0%,"132,618",,
MO,ALTRIA GROUP INC,COM,02209S103,"9,666",0.0%,"239,613",,
APO,APOLLO GLOBAL MGMT INC,COM,03769M106,"9,322",0.0%,"100,037",,
MU,MICRON TECHNOLOGY INC,COM,595112103,"9,316",0.0%,"109,164",,
T,AT&T INC,COM,00206R102,"8,806",0.0%,"524,789",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"8,575",0.0%,"141,183",,
VIST,VISTA ENERGY S.A.B. DE C.V.,SPONSORED AD,92837L109,"8,417",0.0%,"285,234",,
CL,COLGATE PALMOLIVE CO,COM,194162103,"7,986",0.0%,"100,192",,
GE,GENERAL ELECTRIC CO,COM NEW,369604301,"7,702",0.0%,"60,348",,
BK,BANK NEW YORK MELLON CORP,COM,064058100,"7,626",0.0%,"146,519",,
ING,ING GROEP N.V.,SPONSORED AD,456837103,"7,532",0.0%,"501,466",,
PG,PROCTER AND GAMBLE CO,COM,742718109,"7,327",0.0%,"50,000",,put
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"7,234",0.0%,"42,376",,
BG,BUNGE GLOBAL SA,COM SHS,H11356104,"7,066",0.0%,"69,994",,
XT,ISHARES TR,EXPONENTIAL,46434V381,"6,921",0.0%,"115,596",,
RIO,RIO TINTO PLC,SPONSORED AD,767204100,"6,880",0.0%,"92,403",,
AR,ANTERO RESOURCES CORP,COM,03674X106,"6,668",0.0%,"294,018",,
PH,PARKER-HANNIFIN CORP,COM,701094104,"6,456",0.0%,"14,014",,
PSQ,PROSHARES TR,SHORT QQQ NE,74347B714,"6,354",0.0%,"670,243",,
ZS,ZSCALER INC,COM,98980G102,"5,863",0.0%,"26,463",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"5,216",0.0%,"64,224",,
TGT,TARGET CORP,COM,87612E106,"5,197",0.0%,"36,488",,
ET,ENERGY TRANSFER L P,COM UT LTD P,29273V100,"5,082",0.0%,"368,281",,
OKE,ONEOK INC NEW,COM,682680103,"4,837",0.0%,"68,885",,
IR,INGERSOLL RAND INC,COM,45687V106,"4,821",0.0%,"62,332",,
CF,CF INDS HLDGS INC,COM,125269100,"4,817",0.0%,"60,590",,
VT,VANGUARD INTL EQUITY INDEX F,TT WRLD ST E,922042742,"4,815",0.0%,"46,804",,
CI,THE CIGNA GROUP,COM,125523100,"4,664",0.0%,"15,575",,
TEL,TE CONNECTIVITY LTD,SHS,H84989104,"4,438",0.0%,"31,584",,
E,ENI S P A,SPONSORED AD,26874R108,"4,328",0.0%,"127,250",,
COP,CONOCOPHILLIPS,COM,20825C104,"4,237",0.0%,"36,502",,
SQ,BLOCK INC,CL A,852234103,"3,867",0.0%,"50,000",,call
SH,PROSHARES TR,SHORT S&P 50,74347B425,"3,825",0.0%,"294,431",,
BA,BOEING CO,COM,097023105,"3,649",0.0%,"14,000",,put
SLB,SCHLUMBERGER LTD,COM STK,806857108,"3,636",0.0%,"69,874",,
TT,TRANE TECHNOLOGIES PLC,SHS,G8994E103,"3,627",0.0%,"14,869",,
ON,ON SEMICONDUCTOR CORP,COM,682189105,"3,569",0.0%,"42,729",,
NOC,NORTHROP GRUMMAN CORP,COM,666807102,"3,360",0.0%,"7,177",,
DG,DOLLAR GEN CORP NEW,COM,256677105,"3,252",0.0%,"23,919",,
EOG,EOG RES INC,COM,26875P101,"3,148",0.0%,"26,025",,
AA,ALCOA CORP,COM,013872106,"2,991",0.0%,"87,981",,
AN,AUTONATION INC,COM,05329W102,"2,804",0.0%,"18,669",,
