Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
TD,TORONTO DOMINION BK ONT,COM NEW,891160509,"118,161",5.1%,"1,824,921",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"95,376",4.1%,"2,392,360",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"91,928",4.0%,"2,898,064",,
MFC.TO,MANULIFE FINL CORP,COM,56501R106,"82,788",3.6%,"4,641,620",,
BMO.TO,BANK MONTREAL QUE,COM,063671101,"75,385",3.3%,"832,153",,
RCI-B.TO,ROGERS COMMUNICATIONS INC,CL B,775109200,"73,288",3.2%,"1,565,920",,
ABX.TO,BARRICK GOLD CORP,COM,067901108,"65,820",2.9%,"3,839,760",,
NTR.TO,NUTRIEN LTD,COM,67077M108,"52,212",2.3%,"715,179",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"51,718",2.2%,"931,340",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"48,395",2.1%,"1,238,231",,
RBA,RITCHIE BROS AUCTIONEERS,COM,767744105,"43,404",1.9%,"751,427",,
T.TO,TELUS CORPORATION,COM,87971M103,"43,389",1.9%,"2,248,352",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"42,465",1.8%,"2,188,758",,
BNS.TO,BANK NOVA SCOTIA HALIFAX,COM,064149107,"41,909",1.8%,"855,370",,
BCE.TO,BCE INC,COM NEW,05534B760,"36,631",1.6%,"833,740",,
CNR.TO,CANADIAN NATL RY CO,COM,136375102,"31,793",1.4%,"267,644",,
SJR-B.TO,SHAW COMMUNICATIONS INC,CL B CONV,82028K200,"31,280",1.4%,"1,085,720",,
CIX.TO,CI FINL CORP,COM,125491100,"30,318",1.3%,"3,038,598",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"30,049",1.3%,"4,211,900",,
RY.TO,ROYAL BK CDA,COM,780087102,"29,283",1.3%,"311,471",,
TA.TO,TRANSALTA CORP,COM,89346D107,"29,084",1.3%,"3,251,880",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"28,135",1.2%,"828,884",,
CP.TO,CANADIAN PAC RY LTD,COM,13645T100,"27,178",1.2%,"364,530",,
,BROOKFIELD INFRAST PARTNERS,LP INT UNIT,00B2NR6V4,"27,027",1.2%,"872,560",,
AQN.TO,ALGONQUIN PWR UTILS CORP,COM,015857105,"26,234",1.1%,"4,027,309",,
CM.TO,CANADIAN IMPERIAL BK COMM TO,COM,136069101,"26,165",1.1%,"646,853",,
TECK-B.TO,TECK RESOURCES LTD,CL B,878742204,"24,985",1.1%,"661,126",,
QSR,RESTAURANT BRANDS INTL INC,COM,76131D103,"23,353",1.0%,"361,091",,
GFL.TO,GFL ENVIRONMENTAL INC,SUB VTG SHS,36168Q104,"21,056",0.9%,"721,050",,
KO,COCA COLA CO,COM,191216100,"19,254",0.8%,"302,700",,
ABBV,ABBVIE INC,COM,00287Y109,"17,356",0.8%,"107,400",,
PFE,PFIZER INC,COM,717081103,"16,996",0.7%,"331,700",,
HD,HOME DEPOT INC,COM,437076102,"16,424",0.7%,"52,000",,
TRI.TO,THOMSON REUTERS CORP.,COM NEW,884903709,"16,182",0.7%,"141,855",,
,BROOKFIELD RENEWABLE PARTNER,PARTNERSHIP UNIT,00B712JY0,"15,920",0.7%,"628,820",,
PG,PROCTER AND GAMBLE CO,COM,742718109,"15,898",0.7%,"104,900",,
MRK,MERCK & CO INC,COM,58933Y105,"14,356",0.6%,"129,400",,
MO,ALTRIA GROUP INC,COM,02209S103,"13,726",0.6%,"300,300",,
OTEX,OPEN TEXT CORP,COM,683715106,"13,663",0.6%,"461,140",,
VZ,VERIZON COMMUNICATIONS INC,COM,92343V104,"13,636",0.6%,"346,100",,
BMY,BRISTOL-MYERS SQUIBB CO,COM,110122108,"13,598",0.6%,"189,000",,
AEM,AGNICO EAGLE MINES LTD,COM,008474108,"13,242",0.6%,"254,840",,
