Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"172,685",5.9%,"3,344,672",,
BNS.TO,BANK N S HALIFAX,COM,064149107,"121,905",4.1%,"1,664,690",,
TD,TORONTO DOMINION BK ONT,COM NEW,891160509,"119,466",4.1%,"1,640,795",,
MFC.TO,MANULIFE FINL CORP,COM,56501R106,"114,656",3.9%,"4,356,225",,
RY.TO,ROYAL BK CDA MONTREAL QUE,COM,780087102,"110,483",3.8%,"1,076,303",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"98,988",3.4%,"2,361,350",,
BKAA.SG,BROOKFIELD ASSET MGMT INC,CL A LTD VT SH,112585104,"94,987",3.2%,"1,268,360",,
FTS.TO,FORTIS INC,COM,349553107,"91,636",3.1%,"1,705,800",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"89,647",3.0%,"1,299,980",,
T.TO,TELUS CORP,COM,87971M103,"77,057",2.6%,"1,534,380",,
CM.TO,CDN IMPERIAL BK COMM TORONTO,COM,136069101,"73,206",2.5%,"678,080",,
BIP,BROOKFIELD INFRAST PARTNERS,LP INT UNIT,G16252101,"70,868",2.4%,"1,097,200",,
BCE.TO,BCE INC,COM NEW,05534B760,"62,173",2.1%,"1,034,498",,
SJR-B.TO,SHAW COMMUNICATIONS INC,CL B CONV,82028K200,"61,681",2.1%,"2,345,300",,
CNR.TO,CANADIAN NATL RY CO,COM,136375102,"57,372",1.9%,"489,483",,
AQN.TO,ALGONQUIN PWR UTILS CORP,COM,015857105,"52,719",1.8%,"2,872,960",,
NTR.TO,NUTRIEN LTD,COM,67077M108,"48,678",1.7%,"783,857",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"41,852",1.4%,"986,616",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"40,717",1.4%,"846,163",,
CP.TO,CANADIAN PAC RY LTD,COM,13645T100,"40,222",1.4%,"121,700",,
WPM.TO,WHEATON PRECIOUS METALS CORP,COM,962879102,"39,137",1.3%,"1,013,900",,
QSR,RESTAURANT BRANDS INTL INC,COM,76131D103,"38,786",1.3%,"468,662",,
